Data_Notificacao,Infectados_Dengue_GISSA,Infectados_7,Infectados_14,Infectados_21,Infectados_28,Infectados_35,Precipitacao,Precipitacao_7,Precipitacao_14,Precipitacao_21,Precipitacao_28,Precipitacao_35,Evaporacao_Piche,Evaporacao_7,Evaporacao_14,Evaporacao_21,Evaporacao_28,Evaporacao_35,Umidade_Relativa_Media,Temp_Maxima,Temp_Comp_Media,Temp_Minima,Insolacao,Insolacao_7,Insolacao_14,Insolacao_21,Insolacao_28,Insolacao_35,Velocidade_Vento_Media,Vel_vento_7,Vel_vento_14,Vel_vento_21,Vel_vento_28,Vel_vento_35,IDH,Populacao,Populacao_Sexo_Feminino,Populacao_Sexo_Masculino,Idade<15,Idade-15-64,Idade>65,Densidade_Demografica,Populacao_urbana,Populacao_Rural,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
19/03/2011,203,1614,2460,3537,4890,5796,0,108.4,272.9,311.8,368.9,523.7,3.2,17,32.1,43.4,49,54.6,78.5,31.9,27.4,22.7,10.4,57.5,90.7,133.7,178.9,199.4,1.566667,12.299999,25.866667,37.005894,51.238734,62.727894,0.682,2481418,1319815,1161602,560282,1757902,163233,7943,2481418,0,2193,2946,2757,2359,2279,1834,1671,1451,1192,888
20/03/2011,206,1632,2553,3611,4937,5957,0,7.3,262.5,282,366.1,519.7,3.4,20,32.7,45.8,51.4,57,76.75,32.2,27.32,23.4,9.3,60.8,92.3,140.1,182.5,209.4,1.8,12.433333,25.766667,37.715161,51.090601,62.922721,0.682,2481418,1319815,1161602,560282,1757902,163233,7943,2481418,0,2224,3017,2744,2302,2248,1764,1685,1424,1173,831
21/03/2011,266,1665,2653,3764,5099,6133,1.1,7.1,262.5,282,364.4,492.9,2.8,21.3,33.4,48.4,54,59.6,78.5,31.8,27.62,23.9,7,60.3,92.1,140.9,189.8,212.9,1.566667,13.133333,25.266667,37.628881,51.004321,63.007921,0.682,2481418,1319815,1161602,560282,1757902,163233,7943,2481418,0,2373,3033,2663,2301,2130,1742,1647,1412,1145,772
22/03/2011,296,1680,2826,3854,5078,6260,6,7.2,262.6,280.9,332.5,443,2.9,19.1,33.1,49.9,56,61.6,83.25,31.6,26.74,23.7,7.7,57.3,91,147.2,187,216.9,1.333333,12.5,23.266667,38.166668,50.170268,62.859788,0.682,2481418,1319815,1161602,560282,1757902,163233,7943,2481418,0,2498,3066,2577,2273,2077,1645,1666,1338,1097,749
23/03/2011,281,1756,3028,3943,5181,6419,0,13.2,266.4,281.6,326.7,435.8,2.8,19,33.3,51.5,58.1,63.7,81.75,32.3,27.32,22.9,9.9,63.4,95.2,148.9,184.6,224.6,3.033333,12.2,21.9,36.933334,48.759921,63.507201,0.682,2481418,1319815,1161602,560282,1757902,163233,7943,2481418,0,2568,2958,2698,2191,1989,1709,1554,1298,1039,767
24/03/2011,255,1750,3205,4022,5263,6496,0,8.9,195.4,281.6,325.3,378.6,3.2,20.8,34.2,52,60.1,65.7,86.75,30.5,26.56,23.7,1.6,63.4,103.9,149.3,188.2,230.1,1.566667,14.3,23.766666,38.233334,49.392534,64.654254,0.682,2481418,1319815,1161602,560282,1757902,163233,7943,2481418,0,2745,2905,2520,2218,1928,1692,1551,1247,976,757
25/03/2011,301,1743,3282,4120,5302,6585,15.4,8.9,179.1,281.6,325.1,377,6,21.3,36.8,52.2,62.5,68.1,85.25,31.2,26.44,22.1,7.1,54.9,103.4,145.3,180,229,1.466667,13.3,24.366666,38.000001,48.387001,64.849081,0.682,2481418,1319815,1161602,560282,1757902,163233,7943,2481418,0,2794,2835,2396,2295,1892,1672,1490,1200,943,731
26/03/2011,252,1808,3422,4268,5345,6698,0,22.5,130.9,295.4,334.3,391.4,3.6,24.3,41.3,56.4,67.7,73.3,78.5,32.4,27.96,23.9,8.7,53,110.5,143.7,186.7,231.9,2.1,12.333334,24.633333,38.200001,49.339228,63.572068,0.682,2481882,1320062,1161820,560387,1758231,163264,7944,2481882,0,2946,2757,2359,2279,1834,1671,1451,1192,888,701
27/03/2011,214,1857,3489,4410,5468,6794,19.1,22.5,29.8,285,304.5,388.6,3.1,24.7,44.7,57.4,70.5,76.1,96,27.6,24.86,22.9,0,51.3,112.1,143.6,191.4,233.8,1,12.866667,25.3,38.633334,50.581828,63.957268,0.682,2481882,1320062,1161820,560387,1758231,163264,7944,2481882,0,3017,2744,2302,2248,1764,1685,1424,1173,831,682
28/03/2011,326,1865,3530,4518,5629,6964,32.5,41.6,48.7,304.1,323.6,406,0.5,24.4,45.7,57.8,72.8,78.4,89.25,31.9,26.18,23,3.9,42,102.3,134.1,182.9,231.8,1.2,12.066667,25.2,37.333334,49.695548,63.070988,0.682,2481882,1320062,1161820,560387,1758231,163264,7944,2481882,0,3033,2663,2301,2130,1742,1647,1412,1145,772,673
29/03/2011,353,1925,3605,4751,5779,7003,10.9,73,80.2,335.6,353.9,405.5,1.1,22.1,41.2,55.2,72,78.1,79.25,32.5,27.48,23.7,8.6,38.9,96.2,129.9,186.1,225.9,2.466667,11.7,24.2,34.966667,49.866668,61.870268,0.682,2481882,1320062,1161820,560387,1758231,163264,7944,2481882,0,3066,2577,2273,2077,1645,1666,1338,1097,749,636
30/03/2011,350,1982,3738,5010,5925,7163,10.8,77.9,91.1,344.3,359.5,404.6,2.8,20.3,39.3,53.6,71.8,78.4,84,32,26.9,23.5,6.4,39.8,103.2,135,188.7,224.4,1.4,12.833334,25.033334,34.733334,49.766668,61.593255,0.682,2481882,1320062,1161820,560387,1758231,163264,7944,2481882,0,2958,2698,2191,1989,1709,1554,1298,1039,767,578
31/03/2011,347,2051,3801,5256,6073,7314,0,88.7,97.6,284.1,370.3,414,2.3,20.3,41.1,54.5,72.3,80.4,80.25,32,27.9,24.3,6.3,36.3,99.7,140.2,185.6,224.5,2.433333,11.200001,25.500001,34.966667,49.433335,60.592535,0.682,2481882,1320062,1161820,560387,1758231,163264,7944,2481882,0,2905,2520,2218,1928,1692,1551,1247,976,757,547
1/4/2011,377,2143,3886,5425,6263,7445,0.6,88.7,97.6,267.8,370.3,413.8,3,19.4,40.7,56.2,71.6,81.9,79.25,33.5,28.1,24.6,8.6,41,95.9,144.4,186.3,221,1.8,12.066667,25.366667,36.433333,50.066668,60.453668,0.682,2481882,1320062,1161820,560387,1758231,163264,7944,2481882,0,2835,2396,2295,1892,1672,1490,1200,943,731,548
2/4/2011,226,2219,4027,5641,6487,7564,22.8,73.9,96.4,204.8,369.3,408.2,3,16.4,40.7,57.7,72.8,84.1,86,31.4,26.26,23.1,3.6,42.5,95.5,153,186.2,229.2,1.2,12.4,24.733334,37.033333,50.600001,61.739228,0.682,2482346,1320309,1162037,560492,1758560,163294,7946,2482346,0,2757,2359,2279,1834,1671,1451,1192,888,701,535
3/4/2011,245,2193,4050,5682,6603,7661,7.1,96.7,119.2,126.5,381.7,401.2,1.7,15.8,40.5,60.5,73.2,86.3,78,32.4,27.98,22.9,8.5,37.4,88.7,149.5,181,228.8,2.533333,11.5,24.366667,36.8,50.133334,62.081828,0.682,2482346,1320309,1162037,560492,1758560,163294,7946,2482346,0,2744,2302,2248,1764,1685,1424,1173,831,682,528
4/4/2011,475,2224,4089,5754,6742,7853,14.4,84.7,126.3,133.4,388.8,408.3,3.4,14.4,38.8,60.1,72.2,87.2,83.25,30.7,27,23.9,4.3,45.9,87.9,148.2,180,228.8,1.666667,13.033333,25.1,38.233333,50.366667,62.728881,0.682,2482346,1320309,1162037,560492,1758560,163294,7946,2482346,0,2663,2301,2130,1742,1647,1412,1145,772,673,509
5/4/2011,478,2373,4298,5978,7124,8152,14.2,66.6,139.6,146.8,402.2,420.5,2.1,17.3,39.4,58.5,72.5,89.3,84.75,30.7,26.5,22.8,3.5,46.3,85.2,142.5,176.2,232.4,1.3,13.5,25.2,37.7,48.466667,63.366668,0.682,2482346,1320309,1162037,560492,1758560,163294,7946,2482346,0,2577,2273,2077,1645,1666,1338,1097,749,636,488
6/4/2011,420,2498,4480,6236,7508,8423,8.5,69.9,147.8,161,414.2,429.4,1.9,18.3,38.6,57.6,71.9,90.1,81.25,32,27.06,23.5,9.5,41.2,81,144.4,176.2,229.9,1.866667,12.333333,25.166667,37.366667,47.066667,62.100001,0.682,2482346,1320309,1162037,560492,1758560,163294,7946,2482346,0,2698,2191,1989,1709,1554,1298,1039,767,578,473
7/4/2011,524,2568,4619,6369,7824,8641,0,67.6,156.3,165.2,351.7,437.9,3.3,17.4,37.7,58.5,71.9,89.7,78.75,32.5,27.46,23.2,10.3,44.3,80.6,144,184.5,229.9,2.033333,12.8,24.000001,38.300001,47.766667,62.233335,0.682,2482346,1320309,1162037,560492,1758560,163294,7946,2482346,0,2520,2218,1928,1692,1551,1247,976,757,547,440
8/4/2011,426,2745,4888,6631,8170,9008,13.2,67.6,156.3,165.2,335.4,437.9,3.8,18.4,37.8,59.1,74.6,90,81,32,27.3,22.6,10,48.3,89.3,144.2,192.7,234.6,2.1,12.4,24.466667,37.766667,48.833333,62.466668,0.682,2482346,1320309,1162037,560492,1758560,163294,7946,2482346,0,2396,2295,1892,1672,1490,1200,943,731,548,402
9/4/2011,378,2794,5013,6821,8435,9281,14.2,80.2,154.1,176.6,285,449.5,2.7,19.2,35.6,59.9,76.9,92,91.25,28.8,25.92,22.9,0.4,49.7,92.2,145.2,202.7,235.9,0.833333,12.7,25.1,37.433334,49.733333,63.300001,0.682,2482810,1320556,1162254,560597,1758888,163325,7947,2482810,0,2359,2279,1834,1671,1451,1192,888,701,535,399
10/4/2011,316,2946,5139,6996,8628,9549,36.3,71.6,168.3,190.8,198.1,453.3,0.6,18.9,34.7,59.4,79.4,92.1,88.75,28.6,24.78,22.1,0,46.5,83.9,135.2,196,227.5,1.533333,12.333333,23.833333,36.7,49.133333,62.466667,0.682,2482810,1320556,1162254,560597,1758888,163325,7947,2482810,0,2302,2248,1764,1685,1424,1173,831,682,528,401
11/4/2011,491,3017,5241,7106,8771,9759,3.8,100.8,185.5,227.1,234.2,489.6,0.8,17.8,32.2,56.6,77.9,90,88,29,25.56,22.5,0,38,83.9,125.9,186.2,218,0.766667,11.333333,24.366666,36.433333,49.566666,61.7,0.682,2482810,1320556,1162254,560597,1758888,163325,7947,2482810,0,2301,2130,1742,1647,1412,1145,772,673,509,395
12/4/2011,511,3033,5406,7331,9011,10157,82,90.2,156.8,229.8,237,492.4,1,15.2,32.5,54.6,73.7,87.7,94.5,28.1,24.92,22.9,0,33.7,80,118.9,176.2,209.9,0.6,10.433333,23.933333,35.633333,48.133333,58.9,0.682,2482810,1320556,1162254,560597,1758888,163325,7947,2482810,0,2273,2077,1645,1666,1338,1097,749,636,488,400
13/04/2011,312,3066,5564,7546,9302,10574,6.6,158,227.9,305.8,319,572.2,2.6,14.1,32.4,52.7,71.7,86,93,28,25.08,22.8,0,30.2,71.4,111.2,174.6,206.4,0.833333,9.733333,22.066666,34.9,47.1,56.8,0.682,2482810,1320556,1162254,560597,1758888,163325,7947,2482810,0,2191,1989,1709,1554,1298,1039,767,578,473,397
14/04/2011,471,2958,5526,7577,9327,10782,2.2,156.1,223.7,312.4,321.3,507.8,0.6,14.8,32.2,52.5,73.3,86.7,85.5,30,26.06,22.3,8.1,20.7,65,101.3,164.7,205.2,1.866667,8.699999,21.499999,32.7,47,56.466666,0.682,2482810,1320556,1162254,560597,1758888,163325,7947,2482810,0,2218,1928,1692,1551,1247,976,757,547,440,403
15/04/2011,356,2905,5650,7793,9536,11075,3.8,158.3,225.9,314.6,323.5,493.7,2.8,12.1,30.5,49.9,71.2,86.7,89.5,31.3,26.26,22.6,2.5,18.5,66.8,107.8,162.7,211.2,1.5,8.533333,20.933333,33,46.3,57.366666,0.682,2482810,1320556,1162254,560597,1758888,163325,7947,2482810,0,2295,1892,1672,1490,1200,943,731,548,402,404
16/04/2011,300,2835,5629,7848,9656,11270,1.1,148.9,229.1,303,325.5,433.9,1.6,11.1,30.3,46.7,71,88,82.75,31.2,26.7,23.9,6.5,11,60.7,103.2,156.2,213.7,2,7.933333,20.633333,33.033333,45.366667,57.666666,0.682,2483274,1320802,1162471,560702,1759217,163355,7949,2483274,0,2279,1834,1671,1451,1192,888,701,535,399,377
17/04/2011,303,2757,5703,7896,9753,11385,0.6,135.8,207.4,304.1,326.6,333.9,4.1,10,28.9,44.7,69.4,89.4,88.75,30.4,26.56,23.5,4.1,17.1,63.6,101,152.3,213.1,2,9.1,21.433333,32.933333,45.8,58.233333,0.682,2483274,1320802,1162471,560702,1759217,163355,7949,2483274,0,2248,1764,1685,1424,1173,831,682,528,401,357
18/04/2011,410,2744,5761,7985,9850,11515,39.9,100.1,200.9,285.6,327.2,334.3,1.7,13.5,31.3,45.7,70.1,91.4,96.5,28.9,24.68,22.3,0,21.2,59.2,105.1,147.1,207.4,1.266667,9.566667,20.9,33.933333,46,59.133333,0.682,2483274,1320802,1162471,560702,1759217,163355,7949,2483274,0,2130,1742,1647,1412,1145,772,673,509,395,313
19/04/2011,425,2663,5696,8069,9994,11674,18.2,136.2,226.4,293,366,373.2,0.3,14.4,29.6,46.9,69,88.1,87.5,28.8,25.26,22.5,2.7,21.2,54.9,101.2,140.1,197.4,1.366667,10.066667,20.5,34,45.7,58.2,0.682,2483274,1320802,1162471,560702,1759217,163355,7949,2483274,0,2077,1645,1666,1338,1097,749,636,488,400,285
20/04/2011,433,2577,5643,8141,10123,11879,10.8,72.4,230.4,300.3,378.2,391.4,1.5,13.7,27.8,46.1,66.4,85.4,79.5,31.7,26.58,22.6,9.4,23.9,54.1,95.3,135.1,198.5,1.633333,10.833334,20.566667,32.9,45.733334,57.933334,0.682,2483274,1320802,1162471,560702,1759217,163355,7949,2483274,0,1989,1709,1554,1298,1039,767,578,473,397,263
21/04/2011,293,2698,5656,8224,10275,12025,0,76.6,232.7,300.3,389,397.9,2.8,12.6,27.4,44.8,65.1,85.9,90.25,28.8,25.58,22.9,0.7,33.3,54,98.3,134.6,198,1.2,11.633334,20.333333,33.133333,44.333334,58.633334,0.682,2483274,1320802,1162471,560702,1759217,163355,7949,2483274,0,1928,1692,1551,1247,976,757,547,440,403,228
22/04/2011,232,2520,5425,8170,10313,12056,0.6,74.4,232.7,300.3,389,397.9,1.2,14.8,26.9,45.3,64.7,86,89,28.4,25.64,23.4,1.7,25.9,44.4,92.7,133.7,188.6,1.066667,10.966667,19.5,31.9,43.966667,57.266667,0.682,2483274,1320802,1162471,560702,1759217,163355,7949,2483274,0,1892,1672,1490,1200,943,731,548,402,404,212
23/04/2011,263,2396,5231,8025,10244,12052,4.4,71.2,220.1,300.3,374.2,396.7,1,13.2,24.3,43.5,59.9,84.2,88.25,30,25.56,22.4,1.4,25.1,36.1,85.8,128.3,181.3,1.533333,10.533334,18.466667,31.166667,43.566667,55.900001,0.682,2483738,1321049,1162688,560806,1759546,163386,7950,2483738,0,1834,1671,1451,1192,888,701,535,399,377,223
24/04/2011,246,2359,5116,8062,10255,12112,2,74.5,210.3,281.9,378.6,401.1,1.3,12.6,22.6,41.5,57.3,82,92,31.1,25.48,23.3,1.5,20,37.1,83.6,121,172.3,1.8,10.066667,19.166667,31.5,43,55.866667,0.682,2483738,1321049,1162688,560806,1759546,163386,7950,2483738,0,1764,1685,1424,1173,831,682,528,401,357,225
25/04/2011,409,2302,5046,8063,10287,12152,7.8,75.9,176,276.8,361.5,403.1,1.6,9.8,23.3,41.1,55.5,79.9,89,30.1,25.36,22.7,3.4,17.4,38.6,76.6,122.5,164.5,1.133333,9.866667,19.433334,30.766667,43.8,55.866667,0.682,2483738,1321049,1162688,560806,1759546,163386,7950,2483738,0,1742,1647,1412,1145,772,673,509,395,313,234
26/04/2011,397,2301,4964,7997,10370,12295,25.2,43.8,180,270.2,336.8,409.8,1.2,9.7,24.1,39.3,56.6,78.7,91,29.2,25.02,23.3,0,20.8,42,75.7,122,160.9,0.533333,9.733333,19.8,30.233333,43.733333,55.433333,0.682,2483738,1321049,1162688,560806,1759546,163386,7950,2483738,0,1645,1666,1338,1097,749,636,488,400,285,225
27/04/2011,351,2273,4850,7916,10414,12396,2.2,50.8,123.2,281.2,351.1,429,0.5,10.6,24.3,38.4,56.7,77,91.25,31.6,25.9,22.3,4.3,18.1,42,72.2,113.4,153.2,1.2,8.899999,19.733333,29.466666,41.799999,54.633333,0.682,2483738,1321049,1162688,560806,1759546,163386,7950,2483738,0,1709,1554,1298,1039,767,578,473,397,263,223
28/04/2011,320,2191,4889,7847,10415,12466,0,42.2,118.8,274.9,342.5,431.2,1.6,9.6,22.2,37,54.4,74.7,94.25,28.8,25.34,23.3,0.1,13,46.3,67,111.3,147.6,0.533333,8.466666,20.1,28.799999,41.599999,52.8,0.682,2483738,1321049,1162688,560806,1759546,163386,7950,2483738,0,1692,1551,1247,976,757,547,440,403,228,229
29/04/2011,309,2218,4738,7643,10388,12531,26.6,42.2,116.6,274.9,342.5,431.2,0.2,8.4,23.2,35.3,53.7,73.1,86.25,31.3,26.28,22.7,4.1,12.4,38.3,56.8,105.1,146.1,0.933333,7.799999,18.766666,27.299999,39.699999,51.766666,0.682,2483738,1321049,1162688,560806,1759546,163386,7950,2483738,0,1672,1490,1200,943,731,548,402,404,212,248
30/04/2011,247,2295,4691,7526,10320,12539,18.2,68.2,139.4,288.3,368.5,442.4,1.8,7.4,20.6,31.7,50.9,67.3,83,32.5,27.22,23.6,6.4,14.8,39.9,50.9,100.6,143.1,1.1,7.666665,18.199999,26.133332,38.833332,51.233332,0.682,2484202,1321296,1162906,560911,1759875,163416,7952,2484202,0,1671,1451,1192,888,701,535,399,377,223,235
1/5/2011,215,2279,4638,7395,10341,12534,0,82,156.5,292.3,363.9,460.6,2.2,8.2,20.8,30.8,49.7,65.5,88.25,31.5,26.56,23.6,4.3,19.8,39.8,56.9,103.4,140.8,0.433333,7.233332,17.299999,26.399999,38.733332,50.233332,0.682,2484202,1321296,1162906,560911,1759875,163416,7952,2484202,0,1685,1424,1173,831,682,528,401,357,225,230
2/5/2011,291,2248,4550,7294,10311,12535,17,80,155.9,256,356.8,441.5,2.6,9.1,18.9,32.4,50.2,64.6,87.75,30.5,26.14,23.3,4.4,22.6,40,61.2,99.2,145.1,0.8,5.866665,15.733332,25.299999,36.633332,49.666665,0.682,2484202,1321296,1162906,560911,1759875,163416,7952,2484202,0,1647,1412,1145,772,673,509,395,313,234,226
3/5/2011,344,2130,4431,7094,10127,12500,15.6,89.2,133,269.2,359.4,426,1.7,10.1,19.8,34.2,49.4,66.7,86.25,31.7,27.2,23.5,6.5,23.6,44.4,65.6,99.3,145.6,2.1,5.533332,15.266665,25.333332,35.766665,49.266665,0.682,2484202,1321296,1162906,560911,1759875,163416,7952,2484202,0,1666,1338,1097,749,636,488,400,285,225,227
4/5/2011,263,2077,4350,6927,9993,12491,5.6,79.6,130.4,202.8,360.8,430.7,2.3,10.6,21.2,34.9,49,67.3,95.75,28.1,25.34,24,0,30.1,48.2,72.1,102.3,143.5,1.133333,7.099999,15.999998,26.833332,36.566665,48.899998,0.682,2484202,1321296,1162906,560911,1759875,163416,7952,2484202,0,1554,1298,1039,767,578,473,397,263,223,212
5/5/2011,259,1989,4180,6878,9836,12404,15.7,83,125.2,201.8,357.9,425.5,0.3,12.4,22,34.6,49.4,66.8,91,30.2,26.06,23.1,1.9,25.8,38.8,72.1,92.8,137.1,2.066667,7.033332,15.499998,27.133332,35.833331,48.633331,0.682,2484202,1321296,1162906,560911,1759875,163416,7952,2484202,0,1551,1247,976,757,547,440,403,228,229,228
6/5/2011,273,1928,4146,6666,9571,12316,4.9,98.7,140.9,215.3,373.6,441.2,0.7,11.1,19.5,34.3,46.4,64.8,85,31.5,26.88,23.8,7.1,27.6,40,65.9,84.4,132.7,2.8,8.566666,16.366665,27.333332,35.866665,48.266665,0.682,2484202,1321296,1162906,560911,1759875,163416,7952,2484202,0,1490,1200,943,731,548,402,404,212,248,199
7/5/2011,189,1892,4187,6583,9418,12212,3.6,77,145.2,216.4,365.3,445.5,2.5,11.6,19,32.2,43.3,62.5,82.25,32,26.84,23.2,7,30.6,45.4,70.5,81.5,131.2,2.666667,10.433333,18.099998,28.633332,36.566665,49.266665,0.682,2484666,1321543,1163123,561016,1760203,163447,7953,2484666,0,1451,1192,888,701,535,399,377,223,235,202
8/5/2011,145,1834,4113,6472,9229,12175,0,62.4,144.4,218.9,354.7,426.3,2.1,12.3,20.5,33.1,43.1,62,84.5,31.9,26.86,23.3,8.4,31.2,51,71,88.1,134.6,1.433333,12,19.233332,29.299999,38.399999,50.733332,0.682,2484666,1321543,1163123,561016,1760203,163447,7953,2484666,0,1424,1173,831,682,528,401,357,225,230,194
9/5/2011,269,1764,4012,6314,9058,12075,1.5,62.4,142.4,218.3,318.4,419.2,2.1,12.2,21.3,31.1,44.6,62.4,82,31.1,27.28,24.4,5.2,35.3,57.9,75.3,96.5,134.5,1.866667,13,18.866665,28.733332,38.299999,49.633332,0.682,2484666,1321543,1163123,561016,1760203,163447,7953,2484666,0,1412,1145,772,673,509,395,313,234,226,196
10/5/2011,247,1742,3872,6173,8836,11869,7.6,46.9,136.1,179.9,316.1,406.3,2.5,11.7,21.8,31.5,45.9,61.1,94.5,28.2,25.42,23.6,0,36.1,59.7,80.5,101.7,135.4,2.2,14.066667,19.599999,29.333332,39.399999,49.833332,0.682,2484666,1321543,1163123,561016,1760203,163447,7953,2484666,0,1338,1097,749,636,488,400,285,225,227,195
11/5/2011,327,1645,3722,5995,8572,11638,39.4,38.9,118.5,169.3,241.7,399.7,0.3,12.5,23.1,33.7,47.4,61.5,88,30.5,25.96,23.9,2.5,29.6,59.7,77.8,101.7,131.9,2.133333,14.166667,21.266666,30.166665,40.999999,50.733332,0.682,2484666,1321543,1163123,561016,1760203,163447,7953,2484666,0,1298,1039,767,578,473,397,263,223,212,212
12/5/2011,242,1709,3698,5889,8587,11545,1.3,72.7,155.7,197.9,274.5,430.6,2.5,10.5,22.9,32.5,45.1,59.9,84,29,26.1,23.9,0.5,32.1,57.9,70.9,104.2,124.9,1.966667,15.166667,22.199999,30.666665,42.299999,50.999998,0.682,2484666,1321543,1163123,561016,1760203,163447,7953,2484666,0,1247,976,757,547,440,403,228,229,228,196
13/05/2011,253,1692,3620,5838,8358,11263,0,58.3,157,199.2,273.6,431.9,1.2,12.7,23.8,32.2,47,59.1,77.5,32,27.18,23.3,7.2,30.7,58.3,70.7,96.6,115.1,1.8,15.066667,23.633333,31.433332,42.399999,50.933332,0.682,2484666,1321543,1163123,561016,1760203,163447,7953,2484666,0,1200,943,731,548,402,404,212,248,199,220
14/05/2011,188,1672,3564,5859,8255,11090,0,53.4,130.4,198.6,269.8,418.7,3.8,13.2,24.8,32.2,45.4,56.5,87.5,30,26.14,23.5,0,30.8,61.4,76.2,101.3,112.3,0.8,14.066667,24.5,32.166665,42.699999,50.633332,0.682,2485130,1321790,1163340,561121,1760532,163477,7955,2485130,0,1192,888,701,535,399,377,223,235,202,219
15/05/2011,159,1671,3505,5784,8143,10900,14.4,49.8,112.2,194.2,268.7,404.5,1.2,14.5,26.8,35,47.6,57.6,86.5,30.8,26.02,23.4,6,23.8,55,74.8,94.8,111.9,2,12.2,24.2,31.433332,41.499999,50.599999,0.682,2485130,1321790,1163340,561121,1760532,163477,7955,2485130,0,1173,831,682,528,401,357,225,230,194,225
16/05/2011,231,1685,3449,5697,7999,10743,5.6,64.2,126.6,206.6,282.5,382.6,2.3,13.6,25.8,34.9,44.7,58.2,83.5,31.2,26.82,23.4,5.7,21.4,56.7,79.3,96.7,117.9,1.8,12.766667,25.766667,31.633332,41.499999,51.066666,0.682,2485130,1321790,1163340,561121,1760532,163477,7955,2485130,0,1145,772,673,509,395,313,234,226,196,197
17/05/2011,266,1647,3389,5519,7820,10483,2.2,68.3,115.2,204.4,248.2,384.4,2.1,13.8,25.5,35.6,45.3,59.7,78.5,32.4,27.06,23.6,8.7,21.9,58,81.6,102.4,123.6,1.866667,12.7,26.766667,32.299999,42.033332,52.099999,0.682,2485130,1321790,1163340,561121,1760532,163477,7955,2485130,0,1097,749,636,488,400,285,225,227,195,196
18/05/2011,215,1666,3311,5388,7661,10238,0,62.9,101.8,181.4,232.2,304.6,2.9,13.4,25.9,36.5,47.1,60.8,81.75,31.9,27.2,23.5,8.8,30.6,60.2,90.3,108.4,132.3,1.9,12.366667,26.533334,33.633333,42.533332,53.366666,0.682,2485130,1321790,1163340,561121,1760532,163477,7955,2485130,0,1039,767,578,473,397,263,223,212,212,181
19/05/2011,239,1554,3263,5252,7443,10141,0,23.5,96.2,179.2,221.4,298,2.2,16,26.5,38.9,48.5,61.1,84.25,31,26.88,23.4,4.6,36.9,69,94.8,107.8,141.1,2.533333,12.133334,27.300001,34.333333,42.799999,54.433333,0.682,2485130,1321790,1163340,561121,1760532,163477,7955,2485130,0,976,757,547,440,403,228,229,228,196,186
20/05/2011,192,1551,3243,5171,7389,9909,9.1,22.2,80.5,179.2,221.4,295.8,1.7,15.7,28.4,39.5,47.9,62.7,85,31.7,26.34,23.6,7.7,41,71.7,99.3,111.7,137.6,2.8,12.7,27.766667,36.333333,44.133332,55.099999,0.682,2485130,1321790,1163340,561121,1760532,163477,7955,2485130,0,943,731,548,402,404,212,248,199,220,166
21/05/2011,149,1490,3162,5054,7349,9745,0.4,31.3,84.7,161.7,229.9,301.1,2.2,16.2,29.4,41,48.4,61.6,81.25,30.4,26.38,23.1,1.8,41.5,72.3,102.9,117.7,142.8,2.633333,13.7,27.766667,38.2,45.866665,56.399999,0.682,2485594,1322036,1163557,561225,1760861,163508,7956,2485594,0,888,701,535,399,377,223,235,202,219,164
22/05/2011,132,1451,3122,4956,7235,9594,0,31.7,81.5,143.9,225.9,300.4,3.2,14.6,29.1,41.4,49.6,62.2,75.75,31.2,27.04,22.8,6.4,43.3,67.1,98.3,118.1,138.1,2.4,15.533333,27.733333,39.733333,46.966665,57.033332,0.682,2485594,1322036,1163557,561225,1760861,163508,7956,2485594,0,831,682,528,401,357,225,230,194,225,171
23/05/2011,219,1424,3109,4873,7121,9423,0,17.3,81.5,143.9,223.9,299.8,3,16.6,30.2,42.4,51.5,61.3,81.75,31.2,26.86,23.5,7.2,43.7,65.1,100.4,123,140.4,3.166667,15.933333,28.7,41.7,47.566665,57.433332,0.682,2485594,1322036,1163557,561225,1760861,163508,7956,2485594,0,772,673,509,395,313,234,226,196,197,160
24/05/2011,192,1412,3059,4801,6931,9232,0.8,11.7,80,126.9,216.1,259.9,3.2,17.3,31.1,42.8,52.9,62.6,84.25,31.4,27.04,23.5,9.2,45.2,67.1,103.2,126.8,147.6,2.966667,17.3,30,44.066667,49.599999,59.333332,0.682,2485594,1322036,1163557,561225,1760861,163508,7956,2485594,0,749,636,488,400,285,225,227,195,196,162
25/05/2011,175,1338,3004,4649,6726,8999,7.9,10.3,73.2,112.1,191.7,242.5,2.9,18.4,31.8,44.3,54.9,65.5,82,31.3,26.82,23.4,8.8,45.7,76.3,105.9,136,154.1,2.6,18.4,30.766667,44.933334,52.033333,60.933332,0.682,2485594,1322036,1163557,561225,1760861,163508,7956,2485594,0,767,578,473,397,263,223,212,212,181,159
26/05/2011,188,1298,2852,4561,6550,8741,0,18.2,41.7,114.4,197.4,239.6,3,18.4,34.4,44.9,57.3,66.9,78.75,31,27.1,23.3,6.6,45.7,82.6,114.7,140.5,153.5,2.933333,19.1,31.233334,46.400001,53.433333,61.899999,0.682,2485594,1322036,1163557,561225,1760861,163508,7956,2485594,0,757,547,440,403,228,229,228,196,186,162
