Data_Notificacao,Infectados_Dengue_GISSA,Infectados_7,Infectados_14,Infectados_21,Infectados_28,Infectados_35,Precipitacao,Precipitacao_7,Precipitacao_14,Precipitacao_21,Precipitacao_28,Precipitacao_35,Evaporacao_Piche,Evaporacao_7,Evaporacao_14,Evaporacao_21,Evaporacao_28,Evaporacao_35,Umidade_Relativa_Media,Temp_Maxima,Temp_Comp_Media,Temp_Minima,Insolacao,Insolacao_7,Insolacao_14,Insolacao_21,Insolacao_28,Insolacao_35,Velocidade_Vento_Media,Vel_vento_7,Vel_vento_14,Vel_vento_21,Vel_vento_28,Vel_vento_35,IDH,Populacao,Populacao_Sexo_Feminino,Populacao_Sexo_Masculino,Idade<15,Idade-15-64,Idade>65,Densidade_Demografica,Populacao_urbana,Populacao_Rural,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
11/1/2011,79,599,1198,1701,2343,2961,19.4,222.5,236.3,246.4,297.5,300.3,0.3,25.1,54.3,83.5,108.1,142.4,83.75,31.3,26.06,21.4,7,33.2,99.2,163.9,208.9,249.8,2.066667,16.066668,35.3,56.133334,77.500001,95.96667,0.682,2476778,1317347,1159430,559235,1754615,162928,7928,2476778,0,636,735,657,754,1238,1238,915,1272,1756,1982
12/1/2011,149,608,1153,1675,2331,2977,2.6,240.5,255.7,265.6,314.1,319.7,2,21.4,50,78.8,106,137.5,80.5,30.8,27.46,23.7,9.1,29.4,95,160.6,213.2,245.6,2.9,15.166668,34.666667,54.933334,76.500001,95.16667,0.682,2476778,1317347,1159430,559235,1754615,162928,7928,2476778,0,662,710,705,805,1233,1241,817,1455,1750,2051
13/01/2011,148,670,1169,1761,2327,3012,10.6,124.1,245.9,266.7,306.5,322.3,3.2,18.9,48.5,76.3,105.1,134.3,84.25,30.5,26.88,24.1,4.1,31.6,96.9,159.9,217.2,245.3,2.466667,15.700001,35.433334,54.433334,76.000001,95.200003,0.682,2476778,1317347,1159430,559235,1754615,162928,7928,2476778,0,673,694,741,844,1283,1182,838,1539,1743,2143
14/01/2011,119,750,1256,1822,2396,3080,5.6,134.7,256.5,277.3,317.1,332.7,2.5,18.5,48.8,74.8,103.7,132.5,75.5,31,26.62,23.3,9.5,25.6,91.4,154.5,215.3,247.3,2.8,14.600001,34.866668,53.900001,75.433335,94.900003,0.682,2476778,1317347,1159430,559235,1754615,162928,7928,2476778,0,679,692,716,906,1353,1077,846,1614,1808,2219
15/01/2011,87,697,1319,1885,2423,3038,0,140.3,262.1,277.3,315.4,338.3,3.8,16.5,46.6,72.6,102.9,130,78.5,31.5,27.26,23.2,10.5,31.9,91.1,157.4,217.1,246.9,1.466667,14.500001,34.933335,53.400001,75.033335,94.533336,0.682,2477242,1317594,1159647,559340,1754944,162958,7930,2477242,0,686,713,677,1020,1326,1058,921,1632,1857,2193
16/01/2011,65,719,1337,1930,2434,3061,0,139.7,262.1,274.5,284.8,338.1,3.2,16.2,45.4,73.6,102.8,128.9,81.25,31.8,28.46,23.9,7.5,40.9,90.2,159.2,224.7,252,2.566667,14.233335,33.266669,52.100001,74.333335,93.433336,0.682,2477242,1317594,1159647,559340,1754944,162958,7930,2477242,0,690,685,674,1034,1335,1111,988,1665,1865,2224
17/01/2011,113,727,1356,1956,2457,3084,5.6,137.5,262.1,274.5,284.8,338.1,3.3,16.9,44.3,73.1,102.8,127.2,82.75,30.8,27.46,25.1,2.6,47.7,87.7,157.5,222.1,257,2.9,15.233335,33.033336,51.733335,73.733335,93.033336,0.682,2477242,1317594,1159647,559340,1754944,162958,7930,2477242,0,718,681,698,1182,1224,1028,1146,1680,1925,2373
18/01/2011,118,760,1359,1958,2461,3103,9.6,43.8,266.3,280.1,290.2,341.3,2.4,18.3,43.4,72.6,101.8,126.4,85,31,26.78,24.1,5.5,50.3,83.5,149.5,214.2,259.2,1.5,17.166668,33.233336,52.466668,73.300002,94.666669,0.682,2477242,1317594,1159647,559340,1754944,162958,7930,2477242,0,735,657,754,1238,1238,915,1272,1756,1982,2498
19/01/2011,104,799,1407,1952,2474,3130,40.6,34,274.5,289.7,299.6,348.1,1.9,20.4,41.8,70.4,99.2,126.4,95.75,28.5,24.66,22.6,0,48.8,78.2,143.8,209.4,262,1.133333,16.600001,31.766669,51.266668,71.533335,93.100002,0.682,2477242,1317594,1159647,559340,1754944,162958,7930,2477242,0,710,705,805,1233,1241,817,1455,1750,2051,2568
20/01/2011,96,754,1424,1923,2515,3081,87.4,72,196.1,317.9,338.7,378.5,0.4,20.3,39.2,68.8,96.6,125.4,91.25,28.2,24.74,22.3,0,39.7,71.3,136.6,199.6,256.9,0.766667,14.833334,30.533335,50.266668,69.266668,90.833335,0.682,2477242,1317594,1159647,559340,1754944,162958,7930,2477242,0,694,741,844,1283,1182,838,1539,1743,2143,2745
21/01/2011,147,702,1452,1958,2524,3098,0,148.8,283.5,405.3,426.1,465.9,0.8,17.5,36,66.3,92.3,121.2,91,30,26.02,23.9,1.7,35.6,61.2,127,190.1,250.9,1.1,13.133334,27.733335,48.000002,67.033335,88.566669,0.682,2477242,1317594,1159647,559340,1754944,162958,7930,2477242,0,692,716,906,1353,1077,846,1614,1808,2219,2794
22/01/2011,53,730,1427,2049,2615,3153,53,143.2,283.5,405.3,420.5,458.6,1,15.8,32.3,62.4,88.4,118.7,91.75,28,24.58,22.1,1.2,27.8,59.7,118.9,185.2,244.9,0.766667,11.433334,25.933335,46.366669,64.833335,86.466669,0.682,2477706,1317841,1159865,559444,1755272,162989,7931,2477706,0,713,677,1020,1326,1058,921,1632,1857,2193,2946
23/01/2011,57,696,1415,2033,2626,3130,0,196.2,335.9,458.3,470.7,481,0.7,13,29.2,58.4,86.6,115.8,85.75,30.2,26.3,22.7,4.7,18.5,59.4,108.7,177.7,243.2,1.866667,10.733334,24.966669,44.000003,62.833335,85.066669,0.682,2477706,1317841,1159865,559444,1755272,162989,7931,2477706,0,685,674,1034,1335,1111,988,1665,1865,2224,3017
24/01/2011,91,688,1415,2044,2644,3145,3,196.2,333.7,458.3,470.7,481,1.6,10.5,27.4,54.8,83.6,113.3,94.75,28.6,24.56,22.1,0.3,15.7,63.4,103.4,173.2,237.8,1.2,10.033334,25.266669,43.06667,61.766669,83.766669,0.682,2477706,1317841,1159865,559444,1755272,162989,7931,2477706,0,681,698,1182,1224,1028,1146,1680,1925,2373,3033
25/01/2011,88,666,1426,2025,2624,3127,126.3,193.6,237.4,459.9,473.7,483.8,0.4,8.8,27.1,52.2,81.4,110.6,88.5,27.2,23.78,21.9,0,13.4,63.7,96.9,162.9,227.6,0.433333,8.333334,25.500002,41.56667,60.800002,81.633336,0.682,2477706,1317841,1159865,559444,1755272,162989,7931,2477706,0,657,754,1238,1238,915,1272,1756,1982,2498,3066
26/01/2011,130,636,1435,2043,2588,3110,4.1,310.3,344.3,584.8,600,609.9,0.8,6.8,27.2,48.6,77.2,106,80.5,31.6,26.04,20.8,10.3,7.9,56.7,86.1,151.7,217.3,2,7.266667,23.866668,39.033336,58.533335,78.800002,0.682,2477706,1317841,1159865,559444,1755272,162989,7931,2477706,0,705,805,1233,1241,817,1455,1750,2051,2568,2958
27/01/2011,107,662,1416,2086,2585,3177,2.8,273.8,345.8,469.9,591.7,612.5,2.7,5.7,26,44.9,74.5,102.3,82.5,31.2,27.08,23.2,9.6,18.2,57.9,89.5,154.8,217.8,2.366667,8.133334,22.966668,38.666669,58.400002,77.400002,0.682,2477706,1317841,1159865,559444,1755272,162989,7931,2477706,0,741,844,1283,1182,838,1539,1743,2143,2745,2905
28/01/2011,153,673,1375,2125,2631,3197,36.3,189.2,338,472.7,594.5,615.3,2.9,8,25.5,44,74.3,100.3,90.25,29.8,26.04,23.7,0.9,27.8,63.4,89,154.8,217.9,1.966667,9.733334,22.866668,37.466669,57.733336,76.766669,0.682,2477706,1317841,1159865,559444,1755272,162989,7931,2477706,0,716,906,1353,1077,846,1614,1808,2219,2794,2835
29/01/2011,60,679,1409,2106,2728,3294,9.7,225.5,368.7,509,630.8,646,1,10.1,25.9,42.4,72.5,98.5,87.5,30.6,26.44,23.5,7.9,27,54.8,86.7,145.9,212.2,1.333333,10.600001,22.033335,36.533336,56.96667,75.433336,0.682,2478170,1318088,1160082,559549,1755601,163019,7933,2478170,0,677,1020,1326,1058,921,1632,1857,2193,2946,2757
30/01/2011,61,686,1382,2101,2719,3312,8,182.2,378.4,518.1,640.5,652.9,1.8,10.1,23.1,39.3,68.5,96.7,93.25,29.3,25.2,20.9,2.7,33.7,52.2,93.1,142.4,211.4,0.766667,11.166667,21.900001,36.133336,55.16667,74.000002,0.682,2478170,1318088,1160082,559549,1755601,163019,7933,2478170,0,674,1034,1335,1111,988,1665,1865,2224,3017,2744
31/01/2011,119,690,1378,2105,2734,3334,19.8,190.2,386.4,523.9,648.5,660.9,0.8,11.2,21.7,38.6,66,94.8,88,29.7,26.08,22.9,3.7,31.7,47.4,95.1,135.1,204.9,1.8,10.066667,20.100001,35.333336,53.133337,71.833336,0.682,2478170,1318088,1160082,559549,1755601,163019,7933,2478170,0,698,1182,1224,1028,1146,1680,1925,2373,3033,2663
1/2/2011,105,718,1384,2144,2743,3342,0.8,207,400.6,444.4,666.9,680.7,0.8,10.4,19.2,37.5,62.6,91.8,82.25,31.8,27.4,23.5,10.4,35.1,48.5,98.8,132,198,2.74368,10.666667,19.000001,36.166669,52.233337,71.466669,0.682,2478170,1318088,1160082,559549,1755601,163019,7933,2478170,0,754,1238,1238,915,1272,1756,1982,2498,3066,2577
2/2/2011,105,735,1371,2170,2778,3323,1.1,81.5,391.8,425.8,666.3,681.5,0.8,10.8,17.6,38,59.4,88,82.25,31.4,27.38,24.1,8.4,45.5,53.4,102.2,131.6,197.2,2.22924,12.977014,20.243681,36.843682,52.01035,71.510349,0.682,2478170,1318088,1160082,559549,1755601,163019,7933,2478170,0,805,1233,1241,817,1455,1750,2051,2568,2958,2698
3/2/2011,91,710,1372,2126,2796,3295,0,78.5,352.3,424.3,548.4,670.2,0.8,10.8,16.5,36.8,55.7,85.3,79.5,31.8,27.58,24.3,9.5,43.6,61.8,101.5,133.1,198.4,3.4296,13.206254,21.339588,36.172922,51.872923,71.606256,0.682,2478170,1318088,1160082,559549,1755601,163019,7933,2478170,0,844,1283,1182,838,1539,1743,2143,2745,2905,2520
4/2/2011,151,694,1367,2069,2819,3325,6.2,75.7,264.9,413.7,548.4,670.2,0.8,8.9,16.9,34.4,52.9,83.2,79,31.5,27.52,24.1,10.8,43.5,71.3,106.9,132.5,198.3,2.22924,14.269187,24.002521,37.135855,51.735856,72.002523,0.682,2478170,1318088,1160082,559549,1755601,163019,7933,2478170,0,906,1353,1077,846,1614,1808,2219,2794,2835,2396
5/2/2011,81,692,1371,2101,2798,3420,0,45.6,271.1,414.3,554.6,676.4,0.8,6.8,16.9,32.7,49.2,79.3,80.5,31.7,27.3,23.7,7.7,53.4,80.4,108.2,140.1,199.3,2.91516,14.53176,25.131761,36.565095,51.065096,71.49843,0.682,2478634,1318334,1160299,559654,1755930,163050,7934,2478634,0,1020,1326,1058,921,1632,1857,2193,2946,2757,2359
6/2/2011,33,713,1399,2095,2814,3432,0,35.9,218.1,414.3,554,676.4,0.8,6.6,16.7,29.7,45.9,75.1,78.75,31.7,27.16,24.1,10.9,53.2,86.9,105.4,146.3,195.6,2.05776,16.113587,27.280254,38.013588,52.246923,71.280257,0.682,2478634,1318334,1160299,559654,1755930,163050,7934,2478634,0,1034,1335,1111,988,1665,1865,2224,3017,2744,2302
7/2/2011,115,685,1375,2063,2790,3419,0,27.9,218.1,414.3,551.8,676.4,0.8,5.6,16.8,27.3,44.2,71.6,74.25,32.7,28.02,24.4,9.9,61.4,93.1,108.8,156.5,196.5,2.5722,17.40468,27.471347,37.504681,52.738016,70.538017,0.682,2478634,1318334,1160299,559654,1755930,163050,7934,2478634,0,1182,1224,1028,1146,1680,1925,2373,3033,2663,2301
8/2/2011,81,681,1399,2065,2825,3424,0,8.1,215.1,408.7,452.5,675,0.8,5.6,16,24.8,43.1,68.2,73.5,32.6,28.2,24.1,10.8,67.6,102.7,116.1,166.4,199.6,3.4296,18.17688,28.843547,37.176881,54.343549,70.410217,0.682,2478634,1318334,1160299,559654,1755930,163050,7934,2478634,0,1238,1238,915,1272,1756,1982,2498,3066,2577,2273
9/2/2011,153,657,1392,2028,2827,3435,0.4,7.3,88.8,399.1,433.1,673.6,0.8,5.6,16.4,23.2,43.6,65,75.75,31.8,28.04,25.4,10.4,68,113.5,121.4,170.2,199.6,2.40072,18.8628,31.839814,39.106481,55.706482,70.87315,0.682,2478634,1318334,1160299,559654,1755930,163050,7934,2478634,0,1233,1241,817,1455,1750,2051,2568,2958,2698,2191
10/2/2011,127,705,1415,2077,2831,3501,15.2,6.6,85.1,358.9,430.9,555,0.8,5.6,16.4,22.1,42.4,61.3,91.75,29.3,25.64,22.8,2.8,70,113.6,131.8,171.5,203.1,0.8574,19.03428,32.240534,40.373868,55.207202,70.907203,0.682,2478634,1318334,1160299,559654,1755930,163050,7934,2478634,0,1283,1182,838,1539,1743,2143,2745,2905,2520,2218
11/2/2011,126,741,1435,2108,2810,3560,41,21.8,97.5,286.7,435.5,570.2,0.8,5.6,14.5,22.5,40,58.5,87,29.5,26.1,22.6,0.6,63.3,106.8,134.6,170.2,195.8,2.22924,16.46208,30.731267,40.464601,53.597935,68.197936,0.682,2478634,1318334,1160299,559654,1755930,163050,7934,2478634,0,1353,1077,846,1614,1808,2219,2794,2835,2396,2295
12/2/2011,42,716,1408,2087,2817,3514,4,56.6,102.2,327.7,470.9,611.2,0.8,5.6,12.4,22.5,38.3,54.8,94,28.2,25.68,24.4,0.4,53.1,106.5,133.5,161.3,193.2,1.37184,16.46208,30.99384,41.593841,53.027175,67.527176,0.682,2479098,1318581,1160516,559759,1756259,163080,7935,2479098,0,1326,1058,921,1632,1857,2193,2946,2757,2359,2279
13/02/2011,30,677,1390,2076,2772,3491,26.8,60.6,96.5,278.7,474.9,614.6,0.8,5.6,12.2,22.3,35.3,51.5,84,31,27.04,23.4,5.8,45.8,99,132.7,151.2,192.1,1.7148,14.91876,31.032347,42.199014,52.932348,67.165683,0.682,2479098,1318581,1160516,559759,1756259,163080,7935,2479098,0,1335,1111,988,1665,1865,2224,3017,2744,2302,2248
14/02/2011,139,674,1359,2049,2737,3464,51,87.4,115.3,305.5,501.7,639.2,0.8,5.6,11.2,22.4,32.9,49.8,88.75,29.4,25.38,23.7,3,40.7,102.1,133.8,149.5,197.2,1.7148,14.5758,31.98048,42.047147,52.080481,67.313816,0.682,2479098,1318581,1160516,559759,1756259,163080,7935,2479098,0,1224,1028,1146,1680,1925,2373,3033,2663,2301,2130
15/02/2011,137,698,1379,2097,2763,3523,13.2,138.4,146.5,353.5,547.1,590.9,0.8,5.6,11.2,21.6,30.4,48.7,94.5,28.5,25.12,22.9,0,33.8,101.4,136.5,149.9,200.2,0.68592,13.7184,31.89528,42.561947,50.895281,68.061949,0.682,2479098,1318581,1160516,559759,1756259,163080,7935,2479098,0,1238,915,1272,1756,1982,2498,3066,2577,2273,2077
16/02/2011,204,754,1411,2146,2782,3581,57.2,151.6,158.9,240.4,550.7,584.7,0.8,5.6,11.2,22,28.8,49.2,84,30.4,26.1,22.5,4.4,23,91,136.5,144.4,193.2,1.88628,10.97472,29.83752,42.814534,50.081201,66.681202,0.682,2479098,1318581,1160516,559759,1756259,163080,7935,2479098,0,1241,817,1455,1750,2051,2568,2958,2698,2191,1989
17/02/2011,166,805,1510,2220,2882,3636,1.6,208.4,215,293.5,567.3,639.3,0.8,5.6,11.2,22,27.7,48,86,29.7,25.84,22.7,2.7,17,87,130.6,148.8,188.5,1.37184,10.46028,29.49456,42.700814,50.834148,65.667482,0.682,2479098,1318581,1160516,559759,1756259,163080,7935,2479098,0,1182,838,1539,1743,2143,2745,2905,2520,2218,1928
18/02/2011,188,844,1585,2279,2952,3654,1,194.8,216.6,292.3,481.5,630.3,0.8,5.6,11.2,20.1,28.1,45.6,84.75,30.3,26.36,22.7,4.2,16.9,80.2,123.7,151.5,187.1,2.74368,10.97472,27.4368,41.705987,51.439321,64.572655,0.682,2479098,1318581,1160516,559759,1756259,163080,7935,2479098,0,1077,846,1614,1808,2219,2794,2835,2396,2295,1892
19/02/2011,156,906,1622,2314,2993,3723,2.8,154.8,211.4,257,482.5,625.7,0.8,5.6,11.2,18,28.1,43.9,83,30.9,27.14,24.2,6.8,20.5,73.6,127,154,181.8,1.7148,11.48916,27.95124,42.483,53.083001,64.516335,0.682,2479562,1318828,1160734,559863,1756587,163111,7937,2479562,0,1058,921,1632,1857,2193,2946,2757,2359,2279,1834
20/02/2011,44,1020,1697,2410,3096,3792,1.7,153.6,214.2,250.1,432.3,628.5,0.8,5.6,11.2,17.8,27.9,40.9,88.5,29.2,25.9,23.9,2,26.9,72.7,125.9,159.6,178.1,1.88628,11.83212,26.75088,42.864467,54.031134,64.764468,0.682,2479562,1318828,1160734,559863,1756587,163111,7937,2479562,0,1111,988,1665,1865,2224,3017,2744,2302,2248,1764
21/02/2011,287,1034,1708,2393,3083,3771,33,128.5,215.9,243.8,434,630.2,0.8,5.6,11.2,16.8,28,38.5,83.75,31.1,26.56,22.9,9.8,23.1,63.8,125.2,156.9,172.6,2.40072,12.0036,26.5794,43.98408,54.050747,64.084081,0.682,2479562,1318828,1160734,559863,1756587,163111,7937,2479562,0,1028,1146,1680,1925,2373,3033,2663,2301,2130,1742
22/02/2011,193,1182,1880,2561,3279,3945,11.8,110.5,248.9,257,464,657.6,0.8,5.6,11.2,16.8,27.2,36,81.5,31.3,27.18,23.3,10.1,29.9,63.7,131.3,166.4,179.8,2.74368,12.68952,26.40792,44.5848,55.251467,63.584801,0.682,2479562,1318828,1160734,559863,1756587,163111,7937,2479562,0,915,1272,1756,1982,2498,3066,2577,2273,2077,1645
23/02/2011,199,1238,1992,2649,3384,4020,1.4,109.1,260.7,268,349.5,659.8,0.8,5.6,11.2,16.8,27.6,34.4,84.75,31.9,27.48,23.9,6.3,40,63,131,176.5,184.4,2.40072,14.74728,25.722,44.5848,57.561814,64.828481,0.682,2479562,1318828,1160734,559863,1756587,163111,7937,2479562,0,817,1455,1750,2051,2568,2958,2698,2191,1989,1709
24/02/2011,216,1233,2038,2743,3453,4115,0.2,53.3,261.7,268.3,346.8,620.6,0.8,5.6,11.2,16.8,27.6,33.3,79.75,31.8,27.68,23.9,9.8,41.9,58.9,128.9,172.5,190.7,2.5722,15.26172,25.722,44.75628,57.962534,66.095868,0.682,2479562,1318828,1160734,559863,1756587,163111,7937,2479562,0,838,1539,1743,2143,2745,2905,2520,2218,1928,1692
25/02/2011,258,1283,2127,2868,3562,4235,6.2,51.9,246.7,268.5,344.2,533.4,0.8,5.6,11.2,16.8,25.7,33.7,94.25,28.8,25.62,24.3,0.4,49,65.9,129.2,172.7,200.5,0.51444,16.46208,27.4368,43.89888,58.168067,67.901401,0.682,2479562,1318828,1160734,559863,1756587,163111,7937,2479562,0,846,1614,1808,2219,2794,2835,2396,2295,1892,1672
26/02/2011,129,1353,2259,2975,3667,4346,29.8,57.1,211.9,268.5,314.1,539.6,0.8,5.6,11.2,16.8,23.6,33.7,90.25,30.6,25.86,23.1,4,45.2,65.7,118.8,172.2,199.2,0.8574,14.23284,25.722,42.18408,56.71584,67.315841,0.682,2480026,1319075,1160951,559968,1756916,163141,7938,2480026,0,921,1632,1857,2193,2946,2757,2359,2279,1834,1671
27/02/2011,53,1326,2346,3023,3736,4422,0,84.1,237.7,298.3,334.2,516.4,0.8,5.6,11.2,16.8,23.4,33.5,79,30.8,27,23.2,8.5,42.4,69.3,115.1,168.3,202,1.88628,13.37544,25.20756,40.12632,56.239907,67.406574,0.682,2480026,1319075,1160951,559968,1756916,163141,7938,2480026,0,988,1665,1865,2224,3017,2744,2302,2248,1764,1685
28/02/2011,176,1335,2369,3043,3728,4418,2.2,82.4,210.9,298.3,326.2,516.4,1.3,5.6,11.2,16.8,22.4,33.6,87.75,30.6,25.76,22.6,0.7,48.9,72,112.7,174.1,205.8,1.02888,13.37544,25.37904,39.95484,57.35952,67.426187,0.682,2480026,1319075,1160951,559968,1756916,163141,7938,2480026,0,1146,1680,1925,2373,3033,2663,2301,2130,1742,1647
1/3/2011,207,1224,2406,3104,3785,4503,5.3,51.6,162.1,300.5,308.6,515.6,1.3,6.1,11.7,17.3,22.9,33.3,84,31.1,26.32,23.1,6,39.8,69.7,103.5,171.1,206.2,2.566667,12.0036,24.69312,38.41152,56.5884,67.255067,0.682,2480026,1319075,1160951,559968,1756916,163141,7938,2480026,0,1272,1756,1982,2498,3066,2577,2273,2077,1645,1666
2/3/2011,202,1238,2476,3230,3887,4622,0,45.1,154.2,305.8,313.1,394.6,2.3,6.6,12.2,17.8,23.4,34.2,81.25,31.5,26.84,22.7,9.5,35.7,75.7,98.7,166.7,212.2,1.733333,11.826587,26.573867,37.548587,56.411387,69.388401,0.682,2480026,1319075,1160951,559968,1756916,163141,7938,2480026,0,1455,1750,2051,2568,2958,2698,2191,1989,1709,1554
3/3/2011,157,1241,2474,3279,3984,4694,0,43.7,97,305.4,312,390.5,3,8.1,13.7,19.3,24.9,35.7,84,29.9,26.68,23.5,5.6,38.9,80.8,97.8,167.8,211.4,1.8,11.1592,26.42092,36.8812,55.91548,69.121734,0.682,2480026,1319075,1160951,559968,1756916,163141,7938,2480026,0,1539,1743,2143,2745,2905,2520,2218,1928,1692,1551
4/3/2011,153,1182,2465,3309,4050,4744,1.6,43.5,95.4,290.2,312,387.7,1.8,10.3,15.9,21.5,27.1,36,82.25,31.7,27,23.3,8.7,34.7,83.7,100.6,163.9,207.4,1.266667,10.387,26.84908,37.8238,54.28588,68.555067,0.682,2480026,1319075,1160951,559968,1756916,163141,7938,2480026,0,1614,1808,2219,2794,2835,2396,2295,1892,1672,1490
5/3/2011,110,1077,2430,3336,4052,4744,10.4,38.9,96,250.8,307.4,353,2.6,11.3,16.9,22.5,28.1,34.9,79,32,27.22,23.2,8.8,43,88.2,108.7,161.8,215.2,1.666667,11.139227,25.372067,36.861227,53.323307,67.855067,0.682,2480490,1319322,1161168,560073,1757245,163172,7940,2480490,0,1632,1857,2193,2946,2757,2359,2279,1834,1671,1451
6/3/2011,106,1058,2384,3404,4081,4794,0,19.5,103.6,257.2,317.8,353.7,2.7,13.1,18.7,24.3,29.9,36.5,75.25,31.9,27.78,23.2,9.5,47.8,90.2,117.1,162.9,216.1,2.3,11.948494,25.323934,37.156054,52.074814,68.188401,0.682,2480490,1319322,1161168,560073,1757245,163172,7940,2480490,0,1665,1865,2224,3017,2744,2302,2248,1764,1685,1424
7/3/2011,93,1111,2446,3480,4154,4839,1,19.5,101.9,230.4,317.8,345.7,3.1,15,20.6,26.2,31.8,37.4,81.75,32,27.76,24,8.1,48.8,97.7,120.8,161.5,222.9,3.566667,12.362214,25.737654,37.741254,52.317054,69.721734,0.682,2480490,1319322,1161168,560073,1757245,163172,7940,2480490,0,1680,1925,2373,3033,2663,2301,2130,1742,1647,1412
8/3/2011,94,1028,2252,3434,4132,4813,2.2,18.3,69.9,180.4,318.8,326.9,2.7,16.8,22.9,28.5,34.1,39.7,83.5,32,26.84,23.6,3.5,56.2,96,125.9,159.7,227.3,2.7,14.900001,26.903601,39.593121,53.311521,71.488401,0.682,2480490,1319322,1161168,560073,1757245,163172,7940,2480490,0,1756,1982,2498,3066,2577,2273,2077,1645,1666,1338
9/3/2011,104,915,2153,3391,4145,4802,71,15.2,60.3,169.4,321,328.3,1.9,18.2,24.8,30.4,36,41.6,90.25,28.9,24.88,21.7,1.2,53.7,89.4,129.4,152.4,220.4,1.166667,15.033334,26.859921,41.607201,52.581921,71.444721,0.682,2480490,1319322,1161168,560073,1757245,163172,7940,2480490,0,1750,2051,2568,2958,2698,2191,1989,1709,1554,1298
10/3/2011,178,817,2058,3291,4096,4801,16.3,86.2,129.9,183.2,391.6,398.2,0.6,17.8,25.9,31.5,37.1,42.7,88.75,30.2,25.86,22.9,2.1,45.4,84.3,126.2,143.2,213.2,0.966667,14.466668,25.625868,40.887588,51.347868,70.382148,0.682,2480490,1319322,1161168,560073,1757245,163172,7940,2480490,0,1743,2143,2745,2905,2520,2218,1928,1692,1551,1247
11/3/2011,161,838,2020,3303,4147,4888,63.6,102.5,146,197.9,392.7,414.5,1.5,15.4,25.7,31.3,36.9,42.5,95.25,28.6,24.98,22.9,0,41.9,76.6,125.6,142.5,205.8,1.2,13.633335,24.020335,40.482415,51.457135,67.919215,0.682,2480490,1319322,1161168,560073,1757245,163172,7940,2480490,0,1808,2219,2794,2835,2396,2295,1892,1672,1490,1200
12/3/2011,185,846,1923,3276,4182,4898,101.1,164.5,203.4,260.5,415.3,471.9,0.2,15.1,26.4,32,37.6,43.2,86,31.2,26.12,22.4,7.1,33.2,76.2,121.4,141.9,195,1.433333,13.566668,24.705895,38.938735,50.427895,66.889975,0.682,2480954,1319568,1161385,560178,1757573,163202,7941,2480954,0,1857,2193,2946,2757,2359,2279,1834,1671,1451,1192
13/03/2011,173,921,1979,3305,4325,5002,0.2,255.2,274.7,358.8,512.4,573,2.1,12.7,25.8,31.4,37,42.6,81.5,31.7,27.06,23.5,9.8,31.5,79.3,121.7,148.6,194.4,1.1,13.333334,25.281828,38.657268,50.489388,65.408148,0.682,2480954,1319568,1161385,560178,1757573,163202,7941,2480954,0,1865,2224,3017,2744,2302,2248,1764,1685,1424,1173
14/03/2011,251,988,2099,3434,4468,5142,1,255.4,274.9,357.3,485.8,573.2,5,12.1,27.1,32.7,38.3,43.9,78.75,32.5,27.56,22.7,10,31.8,80.6,129.5,152.6,193.3,2.2,12.133334,24.495548,37.870988,49.874588,64.450388,0.682,2480954,1319568,1161385,560178,1757573,163202,7941,2480954,0,1925,2373,3033,2663,2301,2130,1742,1647,1412,1145
15/03/2011,220,1146,2174,3398,4580,5278,0,255.4,273.7,325.3,435.8,574.2,3,14,30.8,36.9,42.5,48.1,89.5,29.4,25.66,23.1,1.6,33.7,89.9,129.7,159.6,193.4,1.633333,10.766667,25.666668,37.670268,50.359788,64.078188,0.682,2480954,1319568,1161385,560178,1757573,163202,7941,2480954,0,1982,2498,3066,2577,2273,2077,1645,1666,1338,1097
16/03/2011,287,1272,2187,3425,4663,5417,4.3,253.2,268.4,313.5,422.6,574.2,1,14.3,32.5,39.1,44.7,50.3,78.5,31.5,26.66,21.9,9.9,31.8,85.5,121.2,161.2,184.2,0.933333,9.7,24.733334,36.559921,51.307201,62.281921,0.682,2480954,1319568,1161385,560178,1757573,163202,7941,2480954,0,2051,2568,2958,2698,2191,1989,1709,1554,1298,1039
17/03/2011,262,1455,2272,3513,4746,5551,0,186.5,272.7,316.4,369.7,578.1,2.7,13.4,31.2,39.3,44.9,50.5,78,32.2,27.42,22.9,10.1,40.5,85.9,124.8,166.7,183.7,2.566667,9.466666,23.933334,35.092534,50.354254,60.814534,0.682,2480954,1319568,1161385,560178,1757573,163202,7941,2480954,0,2143,2745,2905,2520,2218,1928,1692,1551,1247,976
18/03/2011,236,1539,2377,3559,4842,5686,1.8,170.2,272.7,316.2,368.1,562.9,3,15.5,30.9,41.2,46.8,52.4,78.25,31.9,27.48,24.5,9,48.5,90.4,125.1,174.1,191,2.433333,11.066666,24.700001,35.087001,51.549081,62.523801,0.682,2480954,1319568,1161385,560178,1757573,163202,7941,2480954,0,2219,2794,2835,2396,2295,1892,1672,1490,1200,943
