Data_Notificacao,Infectados_Dengue,Semana,Ano
08/06/2012,286,23,2012
09/06/2012,165,23,2012
10/06/2012,119,24,2012
11/06/2012,258,24,2012
12/06/2012,235,24,2012
13/06/2012,240,24,2012
14/06/2012,197,24,2012
15/06/2012,198,24,2012
16/06/2012,108,24,2012
17/06/2012,64,25,2012
18/06/2012,204,25,2012
19/06/2012,163,25,2012
20/06/2012,117,25,2012
21/06/2012,139,25,2012
22/06/2012,74,25,2012
23/06/2012,74,25,2012
24/06/2012,61,26,2012
25/06/2012,98,26,2012
26/06/2012,115,26,2012
27/06/2012,85,26,2012
28/06/2012,82,26,2012
29/06/2012,74,26,2012
30/06/2012,39,26,2012
01/07/2012,37,27,2012
02/07/2012,60,27,2012
03/07/2012,70,27,2012
04/07/2012,52,27,2012
05/07/2012,61,27,2012
06/07/2012,49,27,2012
07/07/2012,29,27,2012
08/07/2012,17,28,2012
09/07/2012,56,28,2012
10/07/2012,42,28,2012
11/07/2012,52,28,2012
12/07/2012,41,28,2012
13/07/2012,29,28,2012
14/07/2012,19,28,2012
15/07/2012,13,29,2012
16/07/2012,33,29,2012
17/07/2012,22,29,2012
18/07/2012,33,29,2012
19/07/2012,27,29,2012
20/07/2012,34,29,2012
21/07/2012,17,29,2012
22/07/2012,6,30,2012
23/07/2012,35,30,2012
24/07/2012,64,30,2012
25/07/2012,34,30,2012
26/07/2012,28,30,2012
27/07/2012,27,30,2012
28/07/2012,12,30,2012
29/07/2012,12,31,2012
30/07/2012,40,31,2012
31/07/2012,33,31,2012
01/08/2012,30,31,2012
02/08/2012,23,31,2012
03/08/2012,23,31,2012
04/08/2012,14,31,2012
05/08/2012,8,32,2012
06/08/2012,24,32,2012
07/08/2012,10,32,2012
08/08/2012,23,32,2012
09/08/2012,22,32,2012
10/08/2012,11,32,2012
11/08/2012,17,32,2012
12/08/2012,6,33,2012
13/08/2012,16,33,2012
14/08/2012,18,33,2012
15/08/2012,9,33,2012
16/08/2012,12,33,2012
17/08/2012,23,33,2012
18/08/2012,6,33,2012
19/08/2012,5,34,2012
20/08/2012,15,34,2012
21/08/2012,13,34,2012
22/08/2012,16,34,2012
23/08/2012,14,34,2012
24/08/2012,24,34,2012
25/08/2012,6,34,2012
26/08/2012,3,35,2012
27/08/2012,14,35,2012
28/08/2012,14,35,2012
29/08/2012,9,35,2012
30/08/2012,13,35,2012
31/08/2012,9,35,2012
01/09/2012,3,35,2012
02/09/2012,3,36,2012
03/09/2012,15,36,2012
04/09/2012,2,36,2012
05/09/2012,9,36,2012
06/09/2012,5,36,2012
07/09/2012,9,36,2012
08/09/2012,3,36,2012
09/09/2012,4,37,2012
10/09/2012,10,37,2012
11/09/2012,21,37,2012
12/09/2012,16,37,2012
13/09/2012,14,37,2012
14/09/2012,7,37,2012
15/09/2012,5,37,2012
16/09/2012,0,38,2012
17/09/2012,5,38,2012
18/09/2012,8,38,2012
19/09/2012,3,38,2012
20/09/2012,6,38,2012
21/09/2012,9,38,2012
22/09/2012,4,38,2012
23/09/2012,2,39,2012
24/09/2012,14,39,2012
25/09/2012,7,39,2012
26/09/2012,4,39,2012
27/09/2012,6,39,2012
28/09/2012,10,39,2012
29/09/2012,4,39,2012
30/09/2012,2,40,2012
01/10/2012,13,40,2012
02/10/2012,4,40,2012
03/10/2012,8,40,2012
04/10/2012,5,40,2012
05/10/2012,5,40,2012
06/10/2012,4,40,2012
07/10/2012,0,41,2012
08/10/2012,19,41,2012
09/10/2012,4,41,2012
10/10/2012,13,41,2012
11/10/2012,10,41,2012
12/10/2012,1,41,2012
13/10/2012,3,41,2012
14/10/2012,2,42,2012
15/10/2012,3,42,2012
16/10/2012,8,42,2012
17/10/2012,11,42,2012
18/10/2012,5,42,2012
19/10/2012,16,42,2012
20/10/2012,10,42,2012
21/10/2012,3,43,2012
22/10/2012,6,43,2012
23/10/2012,4,43,2012
24/10/2012,9,43,2012
25/10/2012,3,43,2012
26/10/2012,16,43,2012
27/10/2012,0,43,2012
28/10/2012,1,44,2012
29/10/2012,12,44,2012
30/10/2012,10,44,2012
31/10/2012,5,44,2012
01/11/2012,2,44,2012
02/11/2012,1,44,2012
03/11/2012,8,44,2012
04/11/2012,0,45,2012
05/11/2012,2,45,2012
06/11/2012,5,45,2012
07/11/2012,3,45,2012
08/11/2012,28,45,2012
09/11/2012,9,45,2012
10/11/2012,1,45,2012
11/11/2012,1,46,2012
12/11/2012,1,46,2012
13/11/2012,1,46,2012
14/11/2012,5,46,2012
15/11/2012,2,46,2012
16/11/2012,10,46,2012
17/11/2012,0,46,2012
18/11/2012,2,47,2012
19/11/2012,5,47,2012
20/11/2012,6,47,2012
21/11/2012,14,47,2012
22/11/2012,2,47,2012
23/11/2012,3,47,2012
24/11/2012,5,47,2012
25/11/2012,1,48,2012
26/11/2012,0,48,2012
27/11/2012,1,48,2012
28/11/2012,0,48,2012
29/11/2012,5,48,2012
30/11/2012,8,48,2012
01/12/2012,1,48,2012
02/12/2012,1,49,2012
03/12/2012,9,49,2012
04/12/2012,6,49,2012
05/12/2012,0,49,2012
06/12/2012,6,49,2012
07/12/2012,1,49,2012
08/12/2012,2,49,2012
09/12/2012,3,50,2012
10/12/2012,11,50,2012
11/12/2012,12,50,2012
12/12/2012,4,50,2012
13/12/2012,4,50,2012
14/12/2012,5,50,2012
15/12/2012,1,50,2012
16/12/2012,0,51,2012
17/12/2012,7,51,2012
18/12/2012,2,51,2012
19/12/2012,5,51,2012
20/12/2012,4,51,2012
21/12/2012,2,51,2012
22/12/2012,2,51,2012
23/12/2012,2,52,2012
24/12/2012,1,52,2012
25/12/2012,3,52,2012
26/12/2012,7,52,2012
27/12/2012,9,52,2012
28/12/2012,6,52,2012
29/12/2012,1,52,2012
30/12/2012,2,53,2012
31/12/2012,0,53,2012
01/01/2013,1,1,2013
02/01/2013,11,1,2013
03/01/2013,13,1,2013
04/01/2013,2,1,2013
05/01/2013,7,1,2013
06/01/2013,1,2,2013
07/01/2013,6,2,2013
08/01/2013,9,2,2013
09/01/2013,5,2,2013
10/01/2013,5,2,2013
11/01/2013,5,2,2013
12/01/2013,4,2,2013
13/01/2013,2,3,2013
14/01/2013,5,3,2013
15/01/2013,11,3,2013
16/01/2013,12,3,2013
17/01/2013,15,3,2013
18/01/2013,12,3,2013
19/01/2013,1,3,2013
20/01/2013,1,4,2013
21/01/2013,14,4,2013
22/01/2013,3,4,2013
23/01/2013,7,4,2013
24/01/2013,11,4,2013
25/01/2013,8,4,2013
26/01/2013,4,4,2013
27/01/2013,8,5,2013
28/01/2013,22,5,2013
29/01/2013,10,5,2013
30/01/2013,21,5,2013
31/01/2013,18,5,2013
01/02/2013,7,5,2013
02/02/2013,5,5,2013
03/02/2013,1,6,2013
04/02/2013,3,6,2013
05/02/2013,22,6,2013
06/02/2013,7,6,2013
07/02/2013,10,6,2013
08/02/2013,11,6,2013
09/02/2013,8,6,2013
10/02/2013,7,7,2013
11/02/2013,3,7,2013
12/02/2013,1,7,2013
13/02/2013,5,7,2013
14/02/2013,14,7,2013
15/02/2013,4,7,2013
16/02/2013,5,7,2013
17/02/2013,7,8,2013
18/02/2013,8,8,2013
19/02/2013,24,8,2013
20/02/2013,23,8,2013
21/02/2013,18,8,2013
22/02/2013,9,8,2013
23/02/2013,8,8,2013
24/02/2013,10,9,2013
25/02/2013,20,9,2013
26/02/2013,28,9,2013
27/02/2013,18,9,2013
28/02/2013,24,9,2013
01/03/2013,11,9,2013
02/03/2013,6,9,2013
03/03/2013,6,10,2013
04/03/2013,17,10,2013
05/03/2013,19,10,2013
06/03/2013,19,10,2013
07/03/2013,23,10,2013
08/03/2013,12,10,2013
09/03/2013,10,10,2013
10/03/2013,7,11,2013
11/03/2013,24,11,2013
12/03/2013,33,11,2013
13/03/2013,16,11,2013
14/03/2013,15,11,2013
15/03/2013,22,11,2013
16/03/2013,5,11,2013
17/03/2013,10,12,2013
18/03/2013,19,12,2013
19/03/2013,10,12,2013
20/03/2013,16,12,2013
21/03/2013,24,12,2013
22/03/2013,26,12,2013
23/03/2013,9,12,2013
24/03/2013,9,13,2013
25/03/2013,17,13,2013
26/03/2013,23,13,2013
27/03/2013,19,13,2013
28/03/2013,27,13,2013
29/03/2013,11,13,2013
30/03/2013,12,13,2013
31/03/2013,10,14,2013
01/04/2013,45,14,2013
02/04/2013,30,14,2013
03/04/2013,34,14,2013
04/04/2013,38,14,2013
05/04/2013,28,14,2013
06/04/2013,14,14,2013
07/04/2013,19,15,2013
08/04/2013,57,15,2013
09/04/2013,49,15,2013
10/04/2013,33,15,2013
11/04/2013,33,15,2013
12/04/2013,63,15,2013
13/04/2013,19,15,2013
14/04/2013,10,16,2013
15/04/2013,64,16,2013
16/04/2013,66,16,2013
17/04/2013,41,16,2013
18/04/2013,50,16,2013
19/04/2013,59,16,2013
20/04/2013,24,16,2013
21/04/2013,15,17,2013
22/04/2013,62,17,2013
23/04/2013,26,17,2013
24/04/2013,51,17,2013
25/04/2013,82,17,2013
26/04/2013,60,17,2013
27/04/2013,21,17,2013
28/04/2013,40,18,2013
29/04/2013,61,18,2013
30/04/2013,53,18,2013
01/05/2013,28,18,2013
02/05/2013,60,18,2013
03/05/2013,42,18,2013
04/05/2013,14,18,2013
05/05/2013,18,19,2013
06/05/2013,43,19,2013
07/05/2013,45,19,2013
08/05/2013,70,19,2013
09/05/2013,44,19,2013
10/05/2013,46,19,2013
11/05/2013,21,19,2013
12/05/2013,25,20,2013
13/05/2013,53,20,2013
14/05/2013,38,20,2013
15/05/2013,40,20,2013
16/05/2013,34,20,2013
17/05/2013,64,20,2013
18/05/2013,18,20,2013
19/05/2013,36,21,2013
20/05/2013,67,21,2013
21/05/2013,65,21,2013
22/05/2013,68,21,2013
23/05/2013,67,21,2013
24/05/2013,60,21,2013
25/05/2013,40,21,2013
26/05/2013,21,22,2013
27/05/2013,62,22,2013
28/05/2013,59,22,2013
29/05/2013,49,22,2013
30/05/2013,13,22,2013
31/05/2013,66,22,2013
01/06/2013,35,22,2013
02/06/2013,23,23,2013
03/06/2013,59,23,2013
04/06/2013,84,23,2013
05/06/2013,53,23,2013
06/06/2013,64,23,2013
07/06/2013,77,23,2013
08/06/2013,18,23,2013
09/06/2013,19,24,2013
10/06/2013,56,24,2013
11/06/2013,63,24,2013
12/06/2013,50,24,2013
13/06/2013,70,24,2013
14/06/2013,63,24,2013
15/06/2013,31,24,2013
16/06/2013,26,25,2013
17/06/2013,72,25,2013
18/06/2013,75,25,2013
19/06/2013,31,25,2013
20/06/2013,82,25,2013
21/06/2013,74,25,2013
22/06/2013,20,25,2013
23/06/2013,45,26,2013
24/06/2013,97,26,2013
25/06/2013,66,26,2013
26/06/2013,56,26,2013
27/06/2013,39,26,2013
28/06/2013,80,26,2013
29/06/2013,44,26,2013
30/06/2013,27,27,2013
01/07/2013,38,27,2013
02/07/2013,76,27,2013
03/07/2013,61,27,2013
04/07/2013,57,27,2013
05/07/2013,69,27,2013
06/07/2013,26,27,2013
07/07/2013,33,28,2013
08/07/2013,77,28,2013
09/07/2013,48,28,2013
10/07/2013,62,28,2013
11/07/2013,68,28,2013
12/07/2013,49,28,2013
13/07/2013,20,28,2013
14/07/2013,22,29,2013
15/07/2013,97,29,2013
16/07/2013,66,29,2013
17/07/2013,68,29,2013
18/07/2013,57,29,2013
19/07/2013,48,29,2013
20/07/2013,40,29,2013
21/07/2013,19,30,2013
22/07/2013,57,30,2013
23/07/2013,67,30,2013
24/07/2013,50,30,2013
25/07/2013,48,30,2013
26/07/2013,36,30,2013
27/07/2013,30,30,2013
28/07/2013,34,31,2013
29/07/2013,80,31,2013
30/07/2013,55,31,2013
31/07/2013,45,31,2013
01/08/2013,48,31,2013
02/08/2013,73,31,2013
03/08/2013,46,31,2013
04/08/2013,19,32,2013
05/08/2013,95,32,2013
06/08/2013,63,32,2013
07/08/2013,59,32,2013
08/08/2013,69,32,2013
09/08/2013,48,32,2013
10/08/2013,51,32,2013
11/08/2013,27,33,2013
12/08/2013,70,33,2013
13/08/2013,33,33,2013
14/08/2013,52,33,2013
15/08/2013,16,33,2013
16/08/2013,60,33,2013
17/08/2013,29,33,2013
18/08/2013,22,34,2013
19/08/2013,43,34,2013
20/08/2013,40,34,2013
21/08/2013,65,34,2013
22/08/2013,38,34,2013
23/08/2013,57,34,2013
24/08/2013,28,34,2013
25/08/2013,21,35,2013
26/08/2013,43,35,2013
27/08/2013,37,35,2013
28/08/2013,93,35,2013
29/08/2013,36,35,2013
30/08/2013,47,35,2013
31/08/2013,19,35,2013
01/09/2013,8,36,2013
02/09/2013,39,36,2013
03/09/2013,20,36,2013
04/09/2013,20,36,2013
05/09/2013,28,36,2013
06/09/2013,23,36,2013
07/09/2013,9,36,2013
08/09/2013,3,37,2013
09/09/2013,26,37,2013
10/09/2013,17,37,2013
11/09/2013,23,37,2013
12/09/2013,23,37,2013
13/09/2013,25,37,2013
14/09/2013,9,37,2013
15/09/2013,8,38,2013
16/09/2013,29,38,2013
17/09/2013,22,38,2013
18/09/2013,21,38,2013
19/09/2013,22,38,2013
20/09/2013,21,38,2013
21/09/2013,12,38,2013
22/09/2013,3,39,2013
23/09/2013,18,39,2013
24/09/2013,7,39,2013
25/09/2013,19,39,2013
26/09/2013,11,39,2013
27/09/2013,8,39,2013
28/09/2013,7,39,2013
29/09/2013,7,40,2013
30/09/2013,22,40,2013
01/10/2013,7,40,2013
02/10/2013,9,40,2013
03/10/2013,16,40,2013
04/10/2013,10,40,2013
05/10/2013,5,40,2013
06/10/2013,8,41,2013
07/10/2013,11,41,2013
08/10/2013,10,41,2013
09/10/2013,13,41,2013
10/10/2013,12,41,2013
11/10/2013,17,41,2013
12/10/2013,3,41,2013
13/10/2013,4,42,2013
14/10/2013,12,42,2013
15/10/2013,12,42,2013
16/10/2013,7,42,2013
17/10/2013,15,42,2013
18/10/2013,3,42,2013
19/10/2013,4,42,2013
20/10/2013,2,43,2013
21/10/2013,9,43,2013
22/10/2013,6,43,2013
23/10/2013,10,43,2013
24/10/2013,7,43,2013
25/10/2013,9,43,2013
26/10/2013,7,43,2013
27/10/2013,6,44,2013
28/10/2013,6,44,2013
29/10/2013,8,44,2013
30/10/2013,9,44,2013
31/10/2013,15,44,2013
01/11/2013,4,44,2013
02/11/2013,4,44,2013
03/11/2013,2,45,2013
04/11/2013,8,45,2013
05/11/2013,10,45,2013
06/11/2013,3,45,2013
07/11/2013,6,45,2013
08/11/2013,3,45,2013
09/11/2013,4,45,2013
10/11/2013,0,46,2013
11/11/2013,8,46,2013
12/11/2013,3,46,2013
13/11/2013,5,46,2013
14/11/2013,4,46,2013
15/11/2013,1,46,2013
16/11/2013,2,46,2013
17/11/2013,1,47,2013
18/11/2013,10,47,2013
19/11/2013,4,47,2013
20/11/2013,12,47,2013
21/11/2013,7,47,2013
22/11/2013,11,47,2013
23/11/2013,1,47,2013
24/11/2013,2,48,2013
25/11/2013,7,48,2013
26/11/2013,4,48,2013
27/11/2013,10,48,2013
28/11/2013,5,48,2013
29/11/2013,8,48,2013
30/11/2013,1,48,2013
01/12/2013,0,49,2013
02/12/2013,1,49,2013
03/12/2013,7,49,2013
04/12/2013,2,49,2013
05/12/2013,9,49,2013
06/12/2013,2,49,2013
07/12/2013,3,49,2013
08/12/2013,0,50,2013
09/12/2013,10,50,2013
10/12/2013,10,50,2013
11/12/2013,18,50,2013
12/12/2013,8,50,2013
13/12/2013,3,50,2013
14/12/2013,1,50,2013
15/12/2013,3,51,2013
16/12/2013,12,51,2013
17/12/2013,6,51,2013
18/12/2013,7,51,2013
19/12/2013,11,51,2013
20/12/2013,1,51,2013
21/12/2013,2,51,2013
22/12/2013,0,52,2013
23/12/2013,5,52,2013
24/12/2013,5,52,2013
25/12/2013,0,52,2013
26/12/2013,5,52,2013
27/12/2013,0,52,2013
28/12/2013,5,52,2013
29/12/2013,0,53,2013
30/12/2013,5,53,2013
31/12/2013,0,53,2013
01/01/2014,4,1,2014
02/01/2014,6,1,2014
03/01/2014,9,1,2014
04/01/2014,3,1,2014
05/01/2014,0,2,2014
06/01/2014,3,2,2014
07/01/2014,3,2,2014
08/01/2014,2,2,2014
09/01/2014,2,2,2014
10/01/2014,6,2,2014
11/01/2014,1,2,2014
12/01/2014,0,3,2014
13/01/2014,9,3,2014
14/01/2014,2,3,2014
15/01/2014,15,3,2014
16/01/2014,2,3,2014
17/01/2014,7,3,2014
18/01/2014,2,3,2014
19/01/2014,2,4,2014
20/01/2014,12,4,2014
21/01/2014,3,4,2014
22/01/2014,12,4,2014
23/01/2014,6,4,2014
24/01/2014,9,4,2014
25/01/2014,2,4,2014
26/01/2014,2,5,2014
27/01/2014,10,5,2014
28/01/2014,12,5,2014
29/01/2014,12,5,2014
30/01/2014,3,5,2014
31/01/2014,13,5,2014
01/02/2014,4,5,2014
02/02/2014,2,6,2014
03/02/2014,12,6,2014
04/02/2014,13,6,2014
05/02/2014,13,6,2014
06/02/2014,0,6,2014
07/02/2014,9,6,2014
08/02/2014,9,6,2014
09/02/2014,2,7,2014
10/02/2014,17,7,2014
11/02/2014,12,7,2014
12/02/2014,17,7,2014
13/02/2014,6,7,2014
14/02/2014,3,7,2014
15/02/2014,7,7,2014
16/02/2014,3,8,2014
17/02/2014,6,8,2014
18/02/2014,12,8,2014
19/02/2014,10,8,2014
20/02/2014,9,8,2014
21/02/2014,11,8,2014
22/02/2014,7,8,2014
23/02/2014,1,9,2014
24/02/2014,15,9,2014
25/02/2014,16,9,2014
26/02/2014,10,9,2014
27/02/2014,11,9,2014
28/02/2014,5,9,2014
01/03/2014,2,9,2014
02/03/2014,6,10,2014
03/03/2014,6,10,2014
04/03/2014,2,10,2014
05/03/2014,4,10,2014
06/03/2014,4,10,2014
07/03/2014,17,10,2014
08/03/2014,4,10,2014
09/03/2014,3,11,2014
10/03/2014,11,11,2014
11/03/2014,9,11,2014
12/03/2014,9,11,2014
13/03/2014,5,11,2014
14/03/2014,8,11,2014
15/03/2014,5,11,2014
16/03/2014,2,12,2014
17/03/2014,17,12,2014
18/03/2014,6,12,2014
19/03/2014,2,12,2014
20/03/2014,10,12,2014
21/03/2014,10,12,2014
22/03/2014,7,12,2014
23/03/2014,10,13,2014
24/03/2014,18,13,2014
25/03/2014,5,13,2014
26/03/2014,14,13,2014
27/03/2014,11,13,2014
28/03/2014,4,13,2014
29/03/2014,13,13,2014
30/03/2014,4,14,2014
31/03/2014,17,14,2014
01/04/2014,11,14,2014
02/04/2014,18,14,2014
03/04/2014,23,14,2014
04/04/2014,18,14,2014
05/04/2014,20,14,2014
06/04/2014,9,15,2014
07/04/2014,19,15,2014
08/04/2014,30,15,2014
09/04/2014,18,15,2014
10/04/2014,15,15,2014
11/04/2014,17,15,2014
12/04/2014,4,15,2014
13/04/2014,4,16,2014
14/04/2014,13,16,2014
15/04/2014,13,16,2014
16/04/2014,12,16,2014
17/04/2014,20,16,2014
18/04/2014,4,16,2014
19/04/2014,9,16,2014
20/04/2014,5,17,2014
21/04/2014,3,17,2014
22/04/2014,20,17,2014
23/04/2014,11,17,2014
24/04/2014,15,17,2014
25/04/2014,10,17,2014
26/04/2014,9,17,2014
27/04/2014,3,18,2014
28/04/2014,22,18,2014
29/04/2014,10,18,2014
30/04/2014,10,18,2014
01/05/2014,2,18,2014
02/05/2014,23,18,2014
03/05/2014,12,18,2014
04/05/2014,7,19,2014
05/05/2014,30,19,2014
06/05/2014,18,19,2014
07/05/2014,22,19,2014
08/05/2014,19,19,2014
09/05/2014,23,19,2014
10/05/2014,16,19,2014
11/05/2014,11,20,2014
12/05/2014,27,20,2014
13/05/2014,24,20,2014
14/05/2014,31,20,2014
15/05/2014,40,20,2014
16/05/2014,37,20,2014
17/05/2014,10,20,2014
18/05/2014,16,21,2014
19/05/2014,39,21,2014
20/05/2014,42,21,2014
21/05/2014,33,21,2014
22/05/2014,33,21,2014
23/05/2014,17,21,2014
24/05/2014,10,21,2014
25/05/2014,26,22,2014
26/05/2014,45,22,2014
27/05/2014,60,22,2014
28/05/2014,49,22,2014
29/05/2014,39,22,2014
30/05/2014,52,22,2014
31/05/2014,29,22,2014
01/06/2014,39,23,2014
02/06/2014,36,23,2014
03/06/2014,45,23,2014
04/06/2014,51,23,2014
05/06/2014,70,23,2014
06/06/2014,27,23,2014
07/06/2014,45,23,2014
08/06/2014,36,24,2014
09/06/2014,57,24,2014
10/06/2014,51,24,2014
11/06/2014,70,24,2014
12/06/2014,35,24,2014
13/06/2014,59,24,2014
14/06/2014,34,24,2014
15/06/2014,26,25,2014
16/06/2014,45,25,2014
17/06/2014,20,25,2014
18/06/2014,50,25,2014
19/06/2014,25,25,2014
20/06/2014,36,25,2014
21/06/2014,27,25,2014
22/06/2014,32,26,2014
23/06/2014,29,26,2014
24/06/2014,33,26,2014
25/06/2014,37,26,2014
26/06/2014,39,26,2014
27/06/2014,41,26,2014
28/06/2014,23,26,2014
29/06/2014,14,27,2014
30/06/2014,43,27,2014
01/07/2014,50,27,2014
02/07/2014,34,27,2014
03/07/2014,33,27,2014
04/07/2014,12,27,2014
05/07/2014,31,27,2014
06/07/2014,28,28,2014
07/07/2014,37,28,2014
08/07/2014,22,28,2014
09/07/2014,28,28,2014
10/07/2014,27,28,2014
11/07/2014,29,28,2014
12/07/2014,25,28,2014
13/07/2014,22,29,2014
14/07/2014,59,29,2014
15/07/2014,41,29,2014
16/07/2014,35,29,2014
17/07/2014,27,29,2014
18/07/2014,24,29,2014
19/07/2014,22,29,2014
20/07/2014,19,30,2014
21/07/2014,39,30,2014
22/07/2014,20,30,2014
23/07/2014,22,30,2014
24/07/2014,23,30,2014
25/07/2014,27,30,2014
26/07/2014,15,30,2014
27/07/2014,15,31,2014
28/07/2014,36,31,2014
29/07/2014,36,31,2014
30/07/2014,31,31,2014
31/07/2014,26,31,2014
01/08/2014,32,31,2014
02/08/2014,12,31,2014
03/08/2014,19,32,2014
04/08/2014,32,32,2014
05/08/2014,21,32,2014
06/08/2014,26,32,2014
07/08/2014,21,32,2014
08/08/2014,25,32,2014
09/08/2014,16,32,2014
10/08/2014,6,33,2014
11/08/2014,12,33,2014
12/08/2014,30,33,2014
13/08/2014,26,33,2014
14/08/2014,25,33,2014
15/08/2014,5,33,2014
16/08/2014,14,33,2014
17/08/2014,7,34,2014
18/08/2014,19,34,2014
19/08/2014,15,34,2014
20/08/2014,24,34,2014
21/08/2014,23,34,2014
22/08/2014,11,34,2014
23/08/2014,10,34,2014
24/08/2014,9,35,2014
25/08/2014,16,35,2014
26/08/2014,20,35,2014
27/08/2014,30,35,2014
28/08/2014,11,35,2014
29/08/2014,19,35,2014
30/08/2014,7,35,2014
31/08/2014,9,36,2014
01/09/2014,15,36,2014
02/09/2014,13,36,2014
03/09/2014,12,36,2014
04/09/2014,17,36,2014
05/09/2014,18,36,2014
06/09/2014,4,36,2014
07/09/2014,8,37,2014
08/09/2014,22,37,2014
09/09/2014,11,37,2014
10/09/2014,12,37,2014
11/09/2014,14,37,2014
12/09/2014,19,37,2014
13/09/2014,13,37,2014
14/09/2014,7,38,2014
15/09/2014,10,38,2014
16/09/2014,13,38,2014
17/09/2014,10,38,2014
18/09/2014,12,38,2014
19/09/2014,14,38,2014
20/09/2014,10,38,2014
21/09/2014,3,39,2014
22/09/2014,16,39,2014
23/09/2014,13,39,2014
24/09/2014,11,39,2014
25/09/2014,11,39,2014
26/09/2014,8,39,2014
27/09/2014,5,39,2014
28/09/2014,2,40,2014
29/09/2014,17,40,2014
30/09/2014,11,40,2014
01/10/2014,13,40,2014
02/10/2014,12,40,2014
03/10/2014,7,40,2014
04/10/2014,4,40,2014
05/10/2014,4,41,2014
06/10/2014,5,41,2014
07/10/2014,19,41,2014
08/10/2014,8,41,2014
09/10/2014,10,41,2014
10/10/2014,10,41,2014
11/10/2014,5,41,2014
12/10/2014,9,42,2014
13/10/2014,10,42,2014
14/10/2014,6,42,2014
15/10/2014,10,42,2014
16/10/2014,7,42,2014
17/10/2014,8,42,2014
18/10/2014,0,42,2014
19/10/2014,7,43,2014
20/10/2014,13,43,2014
21/10/2014,7,43,2014
22/10/2014,12,43,2014
23/10/2014,7,43,2014
24/10/2014,2,43,2014
25/10/2014,1,43,2014
26/10/2014,3,44,2014
27/10/2014,8,44,2014
28/10/2014,9,44,2014
29/10/2014,10,44,2014
30/10/2014,4,44,2014
31/10/2014,6,44,2014
01/11/2014,2,44,2014
02/11/2014,4,45,2014
03/11/2014,3,45,2014
04/11/2014,6,45,2014
05/11/2014,3,45,2014
06/11/2014,8,45,2014
07/11/2014,6,45,2014
08/11/2014,3,45,2014
09/11/2014,2,46,2014
10/11/2014,8,46,2014
11/11/2014,7,46,2014
12/11/2014,8,46,2014
13/11/2014,6,46,2014
14/11/2014,10,46,2014
15/11/2014,3,46,2014
16/11/2014,5,47,2014
17/11/2014,3,47,2014
18/11/2014,5,47,2014
19/11/2014,3,47,2014
20/11/2014,7,47,2014
21/11/2014,4,47,2014
22/11/2014,7,47,2014
23/11/2014,5,48,2014
24/11/2014,6,48,2014
25/11/2014,6,48,2014
26/11/2014,6,48,2014
27/11/2014,3,48,2014
28/11/2014,5,48,2014
29/11/2014,3,48,2014
30/11/2014,1,49,2014
01/12/2014,4,49,2014
02/12/2014,5,49,2014
03/12/2014,11,49,2014
04/12/2014,7,49,2014
05/12/2014,4,49,2014
06/12/2014,2,49,2014
07/12/2014,0,50,2014
08/12/2014,6,50,2014
09/12/2014,5,50,2014
10/12/2014,3,50,2014
11/12/2014,6,50,2014
12/12/2014,1,50,2014
13/12/2014,3,50,2014
14/12/2014,1,51,2014
15/12/2014,7,51,2014
16/12/2014,8,51,2014
17/12/2014,9,51,2014
18/12/2014,3,51,2014
19/12/2014,2,51,2014
20/12/2014,2,51,2014
21/12/2014,7,52,2014
22/12/2014,2,52,2014
23/12/2014,5,52,2014
24/12/2014,6,52,2014
25/12/2014,2,52,2014
26/12/2014,4,52,2014
27/12/2014,1,52,2014
28/12/2014,2,53,2014
29/12/2014,9,53,2014
30/12/2014,6,53,2014
31/12/2014,2,53,2014
01/01/2015,1,1,2015
02/01/2015,2,1,2015
03/01/2015,4,1,2015
04/01/2015,0,2,2015
05/01/2015,13,2,2015
06/01/2015,14,2,2015
07/01/2015,3,2,2015
08/01/2015,11,2,2015
09/01/2015,11,2,2015
10/01/2015,4,2,2015
11/01/2015,3,3,2015
12/01/2015,7,3,2015
13/01/2015,13,3,2015
14/01/2015,10,3,2015
15/01/2015,12,3,2015
16/01/2015,9,3,2015
17/01/2015,3,3,2015
18/01/2015,3,4,2015
19/01/2015,11,4,2015
20/01/2015,6,4,2015
21/01/2015,13,4,2015
22/01/2015,11,4,2015
23/01/2015,14,4,2015
24/01/2015,8,4,2015
25/01/2015,8,5,2015
26/01/2015,14,5,2015
27/01/2015,10,5,2015
28/01/2015,15,5,2015
29/01/2015,11,5,2015
30/01/2015,18,5,2015
31/01/2015,9,5,2015
01/02/2015,10,6,2015
02/02/2015,14,6,2015
03/02/2015,23,6,2015
04/02/2015,17,6,2015
05/02/2015,31,6,2015
06/02/2015,15,6,2015
07/02/2015,13,6,2015
08/02/2015,14,7,2015
09/02/2015,22,7,2015
10/02/2015,25,7,2015
11/02/2015,18,7,2015
12/02/2015,32,7,2015
13/02/2015,18,7,2015
14/02/2015,6,7,2015
15/02/2015,7,8,2015
16/02/2015,9,8,2015
17/02/2015,11,8,2015
18/02/2015,17,8,2015
19/02/2015,39,8,2015
20/02/2015,29,8,2015
21/02/2015,14,8,2015
22/02/2015,9,9,2015
23/02/2015,37,9,2015
24/02/2015,42,9,2015
25/02/2015,27,9,2015
26/02/2015,49,9,2015
27/02/2015,21,9,2015
28/02/2015,11,9,2015
01/03/2015,12,10,2015
02/03/2015,40,10,2015
