Estacao,Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao,TempMedia,Umidade,VelVento,Semana,Ano
82397,18/10/2016,0,0,32.6,25.4,10.3,6.9,28.28,78,3.966667,43,2016
82397,19/10/2016,0,0,31.9,24.3,10.2,6,27.96,73.25,3.666667,43,2016
82397,20/10/2016,0,1.6,31.6,25.1,8.5,6,27.1,79.75,3.8,43,2016
82397,21/10/2016,0,0,32.6,25.4,10.5,6.3,28.28,79,3.633333,43,2016
82397,22/10/2016,0,0.9,31.9,25.1,8.6,6.4,27.52,75.25,3.566667,43,2016
82397,23/10/2016,0,0.2,32.5,25.5,11,5.5,28.36,69,4.566667,44,2016
82397,24/10/2016,0,0,32.4,25.7,9.9,7.2,28.18,74.75,3.4,44,2016
82397,25/10/2016,0,0.8,31.9,25,10.4,6,27.7,75,3.566667,44,2016
82397,26/10/2016,0,0,32.2,25.5,9,6.1,28,71.5,4.666667,44,2016
82397,27/10/2016,0,0,32,25.6,10.6,4.9,28.04,76,3.933333,44,2016
82397,28/10/2016,0,0,32.4,25.5,10.7,7.5,28.12,73.5,3.566667,44,2016
82397,29/10/2016,0,0,32.2,25.5,10.9,6.6,28.12,71.75,3.533333,44,2016
82397,30/10/2016,0,0,33,25,9.5,5.1,28.16,78.5,3.2,45,2016
82397,31/10/2016,0,0,32.4,25.9,10.7,7.2,28.26,73.75,3.833333,45,2016
82397,01/11/2016,0,0,34,26.1,11,7.9,28.98,65.75,6.233333,45,2016
82397,02/11/2016,0,0,32.8,25.1,10.9,9.3,28.3,75.25,3.7,45,2016
82397,03/11/2016,0,0,33.3,25,11.1,6.5,28.62,68.25,3.033333,45,2016
82397,04/11/2016,0,0,34.3,24.6,11.1,7.5,28.78,64.75,5.1,45,2016
82397,05/11/2016,0,0,32.4,25.6,10.4,8.2,28.56,71.75,4.266667,45,2016
82397,06/11/2016,0,0,32.7,25.5,10.3,6,28.28,70.75,3.833333,46,2016
82397,07/11/2016,0,0,32.3,26,9.8,7,28.2,73.5,4.366667,46,2016
82397,08/11/2016,0,0.1,32.4,25.6,9.9,7,27.92,79.25,3.7,46,2016
82397,09/11/2016,0,2.2,31.4,25.6,8.5,5.7,27.48,80.25,3.466667,46,2016
82397,10/11/2016,0,1.2,32.2,25.9,10.5,4.8,28.22,71.75,3.566667,46,2016
82397,11/11/2016,0,0,32.2,25.9,10.4,5.9,28.26,82,3.666667,46,2016
82397,12/11/2016,0,0,32.4,25.7,9,5.7,28.1,74.5,3.033333,46,2016
82397,13/11/2016,0,0,32.4,24.3,7.7,5.6,27.9,74.25,3.433333,47,2016
82397,14/11/2016,0,0,32,25.6,10.9,5.7,28.36,77.25,3.366667,47,2016
82397,15/11/2016,0,0,32.2,26.1,10.7,5.9,28.24,75,3.166667,47,2016
82397,16/11/2016,0,1.3,30.6,25.1,4.9,5.2,27.54,78.5,2.8,47,2016
82397,17/11/2016,0,3,32.1,25.5,11.1,4.3,28.16,75,2.9,47,2016
82397,18/11/2016,0,0,32.6,25.7,10.2,5.7,28.04,76.75,2.833333,47,2016
82397,19/11/2016,0,0,32.6,26.1,9.4,6.2,28.44,70.5,3.3,47,2016
82397,20/11/2016,0,0,32.2,26,11.2,7.5,28.36,79,3.033333,48,2016
82397,21/11/2016,0,0,32.7,25.6,11.2,6.8,28.18,75.5,3.7,48,2016
82397,22/11/2016,0,0,33.4,26.4,10.9,7.2,28.92,72,4.433333,48,2016
82397,23/11/2016,0,0,32.9,24.6,10,6.7,28.06,75.5,3.3,48,2016
82397,24/11/2016,0,0,32.6,26.1,11.3,6.6,28.7,81.75,3.3,48,2016
82397,25/11/2016,0,0,33,26.1,11.2,6.2,28.72,71.25,3.3,48,2016
82397,26/11/2016,0,0,33,26.1,10.6,6.2,28.5,75.75,3.933333,48,2016
82397,27/11/2016,0,0,32.8,25.6,11,6.8,28.14,72.75,3.266667,49,2016
82397,28/11/2016,0,0,32.7,24.8,10.7,6.6,28.2,69.5,3.5,49,2016
82397,29/11/2016,0,0,32.4,26.3,10.6,5.8,28.66,78,3.566667,49,2016
82397,30/11/2016,0,0,32.4,26,11,5.2,28.34,72,2.966667,49,2016
82397,01/12/2016,0,0,32.6,26.1,10.8,6.9,28.54,72.25,3.633333,49,2016
82397,02/12/2016,0,0,33,25.9,7.1,6.6,28.58,78,3.233333,49,2016
82397,03/12/2016,0,0,32.8,26.2,10.2,6.4,28.6,74,3.066667,49,2016
82397,04/12/2016,0,0,32.8,24.8,11.2,5.8,28.12,74,2.933333,50,2016
82397,05/12/2016,0,0,32.4,25.1,5.4,5.4,28.18,79,2.266667,50,2016
82397,06/12/2016,0,0,32.8,25,9.3,4.4,28.26,76,2.5,50,2016
82397,07/12/2016,0,0,32.5,26.3,9.5,5.5,28.64,74.75,3.333333,50,2016
82397,08/12/2016,0,0,32.8,26.1,10,5.2,28.82,80,2.633333,50,2016
82397,09/12/2016,0,0,32.8,26.4,11.1,5.3,28.72,71.25,4.3,50,2016
82397,10/12/2016,0,0,32.9,26.3,10.2,6.3,28.8,72.5,3.766667,50,2016
82397,11/12/2016,0,0,32.6,25.1,10.9,6.2,28.42,76.25,3.366667,51,2016
82397,12/12/2016,0,0,32.7,26.2,10.5,5.7,28.46,72.75,3.566667,51,2016
82397,13/12/2016,0,1.8,32.3,25.9,7,6.8,27.96,75.5,2.933333,51,2016
82397,14/12/2016,0,0.3,32,24.9,5.5,5.3,27.82,75,2.5,51,2016
82397,15/12/2016,0,1.8,31.9,25.4,5.3,5,27.82,75.5,2.733333,51,2016
82397,16/12/2016,0,3.7,31.1,24.7,1,4.7,27.12,82.5,2.766667,51,2016
82397,17/12/2016,0,0,32.4,25.1,7.3,3.7,28.38,73,3.3,51,2016
82397,18/12/2016,0,32.4,30,22.6,0.9,4.6,25.88,84.5,2.166667,52,2016
82397,19/12/2016,0,9.2,31.4,24.4,0.4,2.7,27.8,74.25,2.633333,52,2016
82397,20/12/2016,0,0,33,25.5,9.5,5,28.78,74.75,2.866667,52,2016
82397,21/12/2016,0,1,32.5,26.3,8,6,28.14,75.75,3.866667,52,2016
82397,22/12/2016,0,0.3,32.5,26.1,7.7,5.7,28.36,75.25,3.4,52,2016
82397,23/12/2016,0,0,33.6,25.9,10.6,5.6,28.9,77,2.8,52,2016
82397,24/12/2016,0,0,32.9,26,5.5,7.2,28.42,74.25,1.9,52,2016
82397,25/12/2016,0,0,32.4,26.2,6.5,6.2,28.84,75.75,3.8,53,2016
82397,26/12/2016,0,0,32.2,26.4,7.9,5.8,28.6,79.5,3.2,53,2016
82397,27/12/2016,0,0,33.1,26.5,10.6,5.5,28.78,69.75,3.4,53,2016
82397,28/12/2016,0,4.6,32.8,24.7,9.5,6.8,27.86,77.5,2.9,53,2016
82397,29/12/2016,0,16.6,30.2,24.6,2.6,4.4,27.04,84.5,2.6,53,2016
82397,30/12/2016,0,2.5,32.4,24.7,9.9,3.2,27.94,74.5,2.566667,53,2016
82397,31/12/2016,0,0,32.1,24.5,6.4,6.7,28.28,71.75,3.533333,53,2016
82397,01/01/2017,0,0,32.8,24.3,11,6.1,28.34,79.25,3.7,1,2017
82397,02/01/2017,0,0,32.3,26.3,6.5,5.9,28.56,75.25,2.533333,1,2017
82397,03/01/2017,0,0.5,31.6,26.3,7.9,5.1,28.14,80.75,2.866667,1,2017
82397,04/01/2017,0,7,31,25.3,7.3,3.8,27.92,80.5,3.4,1,2017
82397,05/01/2017,0,1.9,32,25.2,9.7,3.9,28.08,77.75,2.966667,1,2017
82397,06/01/2017,0,0,32.9,26.3,9.2,5.9,28.68,71.25,3.133333,1,2017
82397,07/01/2017,0,0,31.6,25.4,10.8,6,28.16,74,3,1,2017
82397,08/01/2017,0,25.1,29.9,23.7,4.3,5.6,26.18,84,2.066667,2,2017
82397,09/01/2017,0,2,30.8,24.2,6.7,2.6,27.16,84,2.466667,2,2017
82397,10/01/2017,0,0.5,31.6,24.4,7.1,3.3,27.78,79,2.9,2,2017
82397,11/01/2017,0,7,27.6,23.9,0.5,4.1,25.34,92,2.2,2,2017
82397,12/01/2017,0,1.3,31.5,23.9,10.3,0.9,27.6,76.5,3.466667,2,2017
82397,13/01/2017,0,0.4,31.4,24.6,10.3,4.4,27.68,75.5,2.8,2,2017
82397,14/01/2017,0,0,31.1,23.9,9.4,4.4,27.28,77.5,2.233333,2,2017
82397,15/01/2017,0,0.4,30.4,24.7,6,4,27.18,82.25,1.9,3,2017
82397,16/01/2017,0,0.3,31.5,23.9,7.7,3.1,27.24,78.25,2.466667,3,2017
82397,17/01/2017,0,0,32,25.1,9.2,4.4,28.1,76.5,2.8,3,2017
82397,18/01/2017,0,0.5,30.1,25.4,3.6,5.4,27.56,82.75,2.2,3,2017
82397,19/01/2017,0,11.9,30.6,24.6,5.7,2,27.76,80.25,2.966667,3,2017
82397,20/01/2017,0,14.4,30.3,24.2,4.6,3.2,26.46,86,2.033333,3,2017
82397,21/01/2017,0,1.2,31.8,24.1,10.9,2.5,27.7,79.25,3.366667,3,2017
82397,22/01/2017,0,0.9,32.1,24.9,9.1,4.3,27.96,77,3.833333,4,2017
82397,23/01/2017,0,1.1,32.1,24.6,9.6,4.3,28.06,78.25,3.466667,4,2017
82397,24/01/2017,0,0,31.8,26.1,9.5,4.7,28.4,74,3.066667,4,2017
82397,25/01/2017,0,0,31.8,25,10.1,5.1,28.08,75,2.733333,4,2017
82397,26/01/2017,0,0,32.2,26.5,8.8,4.5,28.78,74,3.733333,4,2017
82397,27/01/2017,0,7,31.2,24.6,7.2,5.5,27.84,81.25,3.4,4,2017
82397,28/01/2017,0,0.4,31.3,24.4,6.8,3.8,27.16,80.75,3.5,4,2017
82397,29/01/2017,0,8.7,31.3,24.7,9.7,3.4,27.72,77.75,3.233333,5,2017
82397,30/01/2017,0,0,31.5,24.6,10.2,4.5,27.94,71,2.633333,5,2017
82397,31/01/2017,0,14.3,31.2,25,4.2,5.5,27.36,83,3.4,5,2017
82397,01/02/2017,0,3.8,31.4,24.5,6,2.9,27.8,78.5,2.333333,5,2017
82397,02/02/2017,0,0.4,31.9,25.9,9.8,4.2,28.44,78.25,2.4,5,2017
82397,03/02/2017,0,0,32,25.4,10.8,4.4,28.36,77.75,3.4,5,2017
82397,04/02/2017,0,0.6,33,25,10.3,4.9,28.1,75.25,2.466667,5,2017
82397,05/02/2017,0,0,32.2,25.1,10.6,5.1,28.18,77,3.2,6,2017
82397,06/02/2017,0,0,32.5,25.4,10.1,4.5,28.34,76,2.733333,6,2017
82397,07/02/2017,0,0,31.7,26.7,11.1,5,28.54,75.25,2.566667,6,2017
82397,08/02/2017,0,0.9,33,26.7,10,5.2,28.6,78.25,2.9,6,2017
82397,09/02/2017,0,0.3,32.8,25.9,10.4,4.3,28.86,77.75,2.666667,6,2017
82397,10/02/2017,0,0.1,32.8,26.6,7.3,4.8,29.08,79.5,3.733333,6,2017
82397,11/02/2017,0,80.5,28.6,22.7,0,4,25.02,92,1.233333,6,2017
82397,12/02/2017,0,12.6,29.4,23.3,2.5,0.8,25.74,87,1.966667,7,2017
82397,13/02/2017,0,0.2,29.8,23.9,1.8,1.8,25.9,88.75,1.066667,7,2017
82397,14/02/2017,0,1.4,32.1,24.4,5.8,1.6,27.88,80.5,2.866667,7,2017
82397,15/02/2017,0,0.2,32.6,24.4,4.2,4.2,28.04,80,2.9,7,2017
82397,16/02/2017,0,0,32.2,25.1,10.6,4.3,28.3,76,3.133333,7,2017
82397,17/02/2017,0,3.6,29.2,23.9,0,4.7,26.08,87,1.2,7,2017
82397,18/02/2017,0,13.5,29.8,23.6,2.7,1.3,25.94,89.25,1.866667,7,2017
82397,19/02/2017,0,2,28,23.6,0.4,1.5,25.58,92.25,0.8,8,2017
82397,20/02/2017,0,30,29,22.9,1.6,1,25.42,88.5,1.233333,8,2017
82397,21/02/2017,0,2.6,30.8,23.4,3.9,1.5,26.88,85.25,2.366667,8,2017
82397,22/02/2017,0,0.4,31.6,24.5,10.3,2.3,27.66,78.25,2.566667,8,2017
82397,23/02/2017,0,0,32.2,25.3,10.8,4.8,28.06,76.75,2.366667,8,2017
82397,24/02/2017,0,0.6,31.2,25.1,8.4,3.7,28.1,81,2.9,8,2017
82397,25/02/2017,0,2.6,31.9,25.1,10.3,3.5,27.8,79,1.533333,8,2017
82397,26/02/2017,0,26.2,31.2,23.7,6.6,3.8,26.78,84,2.5,9,2017
82397,27/02/2017,0,15.2,28.8,23.4,0.9,2.7,25.64,89.25,2.666667,9,2017
82397,28/02/2017,0,29.7,30.5,23.4,3.6,1.4,26.78,84.75,1.066667,9,2017
82397,01/03/2017,0,1.9,30.6,24.3,3.2,2,26.98,83.75,1.366667,9,2017
82397,02/03/2017,0,44.8,29.9,22.7,2.6,1,25.54,87.75,0.7,9,2017
82397,03/03/2017,0,44.4,30,22.7,2.1,3.2,25.26,91.25,1.066667,9,2017
82397,04/03/2017,0,11.8,30.2,23.1,3.1,0.4,26.46,87,1.433333,9,2017
82397,05/03/2017,0,11,29.9,25.4,0.9,1.2,27.18,84.75,3.033333,10,2017
82397,06/03/2017,0,16.4,31.6,24.2,7.6,1.7,27.86,80,1.9,10,2017
82397,07/03/2017,0,0.3,32.1,25.1,10.6,3.4,28.3,78.25,2.533333,10,2017
82397,08/03/2017,0,9.2,28.8,24.1,1.3,3.6,26.26,89.5,1.933333,10,2017
82397,09/03/2017,0,64.8,28.6,23.3,0.2,1,25.58,91.5,0.866667,10,2017
82397,10/03/2017,0,32.9,30.9,23.2,4.6,0.8,26.92,83.5,1.633333,10,2017
82397,11/03/2017,0,1.4,30.3,24.1,0.9,2.8,26.12,88.5,1.4,10,2017
82397,12/03/2017,0,0.4,30.7,24,4.1,1.3,26.86,86.75,1.366667,11,2017
82397,13/03/2017,0,9.9,29.3,24.3,1.5,1.5,26.74,88,1.633333,11,2017
82397,14/03/2017,0,2.2,30.9,24.7,3.6,0.8,26.88,90,0.966667,11,2017
82397,15/03/2017,0,2.4,31.8,24.7,5.2,1.1,27.84,81.5,1.466667,11,2017
82397,16/03/2017,0,2.8,30.5,24.6,3,0.9,27.04,84.5,1.633333,11,2017
82397,17/03/2017,0,39.6,31.3,22.7,4.3,1.1,26.82,82.5,2.1,11,2017
82397,18/03/2017,0,0,31.5,23.5,5.5,1.5,27.28,81,0.433333,11,2017
82397,19/03/2017,0,0.6,30.9,24,5.5,1.3,27.34,79.75,1.9,12,2017
82397,20/03/2017,0,11.2,30.5,24,3.6,1.3,26.84,85,1.366667,12,2017
82397,21/03/2017,0,9.4,31.2,24.4,2.9,2,26.8,87.5,2.366667,12,2017
82397,22/03/2017,0,12.4,27,23.8,0,2.1,25.08,95.5,0,12,2017
82397,23/03/2017,0,35.6,29.3,22.3,1.8,0.4,25.08,92,1.1,12,2017
82397,24/03/2017,0,27.2,26.6,23.4,0.3,1,25.08,95.25,0.533333,12,2017
82397,25/03/2017,0,14.1,31.3,24.1,10.4,0.8,26.96,83.25,2.233333,12,2017
82397,26/03/2017,0,0.5,28,24.3,0,3,26.1,90.75,0.6,13,2017
82397,27/03/2017,0,8.6,30.7,23.1,2.6,0.9,26.22,88.25,2.066667,13,2017
82397,28/03/2017,0,37.8,31.6,23.4,9.3,0.7,27.08,85.5,1.366667,13,2017
82397,29/03/2017,0,0,32,23.8,9.2,3,27.68,80.75,2,13,2017
82397,30/03/2017,0,0.8,30.1,25.4,0.6,2.4,26.6,94,0.6,13,2017
82397,31/03/2017,0,23.5,31.4,24.3,2.9,0.8,26.82,88,1.2,13,2017
82397,01/04/2017,0,17.5,27.4,24.1,0,1.5,25.54,97.25,0.7,13,2017
82397,02/04/2017,0,14.6,31.8,23.4,9.1,0.6,27.36,81.75,2.033333,14,2017
82397,03/04/2017,0,1.4,31.8,25,5.6,1.9,27.68,82.25,0.8,14,2017
82397,04/04/2017,0,6.4,31.8,23.7,7,3.2,27.26,82,1.633333,14,2017
82397,05/04/2017,0,29.7,28.4,24.1,0,0.3,25.5,92.5,1.733333,14,2017
82397,06/04/2017,0,2.8,32.2,23.9,10.2,4.7,27.82,83.75,2.9,14,2017
82397,07/04/2017,0,0,31.9,24.5,9.7,3.4,27.76,78.5,1.366667,14,2017
82397,08/04/2017,0,0,31.9,24.5,9.8,3,28,76.75,1.366667,14,2017
82397,09/04/2017,0,0.2,32.6,24.4,10,4.6,28.6,80.5,2.733333,15,2017
82397,10/04/2017,0,3.8,29.8,24.3,0,4.2,26.34,90.25,2.166667,15,2017
82397,11/04/2017,0,101.2,26.6,23.3,0,1.2,24.58,94.75,0.366667,15,2017
82397,12/04/2017,0,24.1,31.7,23.1,9.3,0.4,26.76,84,1.666667,15,2017
82397,13/04/2017,0,5.7,29.4,24.2,2.6,2.7,26.76,91.5,1.3,15,2017
82397,14/04/2017,0,14.5,29.2,24.3,2.3,0.5,26.58,90.25,1.8,15,2017
82397,15/04/2017,0,1.4,31.9,24.2,8.2,1,27.64,82.5,1.633333,15,2017
82397,16/04/2017,0,0,32.8,24.6,8.3,3.7,28.04,77.75,1.933333,16,2017
82397,17/04/2017,0,0,32.4,24.7,10,4,27.7,83.75,2.633333,16,2017
82397,18/04/2017,0,0,32,24.2,9.1,3.5,27.72,86,2,16,2017
82397,19/04/2017,0,0.2,32.4,25.1,8.6,3.1,28.22,84.75,2.633333,16,2017
82397,20/04/2017,0,10.6,31.7,25.4,8.8,3.2,28.18,76,1.633333,16,2017
82397,21/04/2017,0,6.2,31.4,24.4,5.1,3.5,27.4,84,1.633333,16,2017
82397,22/04/2017,0,10.6,31.2,24.4,4.5,2.3,27.4,86,1.766667,16,2017
82397,23/04/2017,0,9.2,30.9,24.4,3.1,2.1,27.16,84.75,0.533333,17,2017
82397,24/04/2017,0,39.1,30.6,24.2,0.4,2.1,26.28,88.75,0.533333,17,2017
82397,25/04/2017,0,1.8,31.8,24.1,9.7,1.8,27.86,83.75,2.3,17,2017
82397,26/04/2017,0,0.6,31.8,24.9,9.3,3.2,27.94,79,1.8,17,2017
82397,27/04/2017,0,0.6,30.6,25.4,3.6,3.9,27.72,83.5,2.166667,17,2017
82397,28/04/2017,0,9.6,29.9,25.5,1,2.1,27.08,86.75,1.066667,17,2017
82397,29/04/2017,0,0.1,31.4,24.7,8,2,27.66,87.5,2.133333,17,2017
82397,30/04/2017,0,34.1,29.8,24.1,0.4,2.5,26.62,92.75,0.766667,18,2017
82397,01/05/2017,0,3.8,31.5,24.1,5.3,1.5,27.4,79.75,1.366667,18,2017
82397,02/05/2017,0,8.8,31.8,23.9,5,3.1,26.94,78.75,2.2,18,2017
82397,03/05/2017,0,0,32,24.6,9.2,3.7,28.2,80.25,3.233333,18,2017
82397,04/05/2017,0,5.8,31.9,24.3,9,4,27.92,78,1.633333,18,2017
82397,05/05/2017,0,3.6,31.7,24.9,8.8,3.8,27.44,77.25,2.1,18,2017
82397,06/05/2017,0,0,32,24.1,9.6,3.8,27.86,81,2.366667,18,2017
82397,07/05/2017,0,0,31.5,25.5,5.7,3.9,27.72,82.5,1.633333,19,2017
82397,08/05/2017,0,17,30.6,25.2,1,3,26.54,91.75,1.433333,19,2017
82397,09/05/2017,0,19.2,29.4,24.5,0.4,1.3,26.24,89.5,1.633333,19,2017
82397,10/05/2017,0,3.3,31.4,24.6,4.7,1.2,27.2,85.25,1.6,19,2017
82397,11/05/2017,0,0,32,25.3,9.8,3,28.02,78.5,2.633333,19,2017
82397,12/05/2017,0,2.6,32.2,25.1,8.8,3.8,28.22,81,2.666667,19,2017
82397,13/05/2017,0,0,31.7,25,3.9,3.5,27.06,80.25,1.066667,19,2017
82397,14/05/2017,0,0,32.2,24.3,8.9,3.2,27.62,77.25,1.933333,20,2017
82397,15/05/2017,0,3.4,31.6,25.4,7.6,3.9,27.72,83.25,1.566667,20,2017
82397,16/05/2017,0,0.2,31.9,24.3,9.3,2.5,27.48,82.25,1.366667,20,2017
82397,17/05/2017,0,0,32.4,25.5,9,3.1,28.62,79,3.2,20,2017
82397,18/05/2017,0,7.6,31.6,25.1,7.1,3.1,27.94,82.25,2.666667,20,2017
82397,19/05/2017,0,3,31,26.6,6.3,3.1,28.16,78.25,1.066667,20,2017
82397,20/05/2017,0,8.2,31.3,24.9,6.7,3.6,27.8,80.75,3.2,20,2017
82397,21/05/2017,0,1.4,31.8,25.2,9.3,3.7,28.24,77.75,2.6,21,2017
82397,22/05/2017,0,0,31.9,23.4,9.3,5.2,27.3,78.5,1.933333,21,2017
82397,23/05/2017,0,0,32.3,23.8,9.5,4,27.22,76.5,2.133333,21,2017
82397,24/05/2017,0,0,32.6,24.4,9.4,3.7,27.44,81.5,1.4,21,2017
82397,25/05/2017,0,0,31.5,24,7.8,3.4,27.82,76.5,1.366667,21,2017
82397,26/05/2017,0,1.9,31.6,24.6,2.9,3.1,27.4,82,2.2,21,2017
82397,27/05/2017,0,0,32.2,25.1,1.5,2.3,27.7,86.5,1.466667,21,2017
82397,28/05/2017,0,15,28.7,23.8,0,2.5,25.74,92,0,22,2017
82397,29/05/2017,0,24,26.4,23.3,0,0.5,24.28,97,2.033333,22,2017
82397,30/05/2017,0,7.5,31.1,23.2,5.9,0.6,26.86,82,1.966667,22,2017
82397,31/05/2017,0,0.4,30.5,24.4,5.9,2.3,26.82,85.25,0.8,22,2017
82397,01/06/2017,0,0.1,31.8,24.4,9.3,2.3,28,82.75,2.066667,22,2017
82397,02/06/2017,0,0,31.9,24.7,9.1,3.5,27.56,82,1.533333,22,2017
82397,03/06/2017,0,0.2,32,25,9.8,3.2,27.8,81.25,1.9,22,2017
82397,04/06/2017,0,0.3,32.2,24.7,9.8,3.7,28.3,73,2.133333,23,2017
82397,05/06/2017,0,4,31.2,24.4,7.6,4.4,27.52,74.75,2.9,23,2017
82397,06/06/2017,0,0,31.9,23.4,9.9,4.4,27.34,76.5,2.466667,23,2017
82397,07/06/2017,0,0,32.5,23.5,6.7,4.3,27.56,75.75,2.866667,23,2017
82397,08/06/2017,0,0,32.2,23.1,9.8,4.6,27.7,75,2.733333,23,2017
82397,09/06/2017,0,0,32.8,25.3,9.6,5.1,28.3,75.5,0.866667,23,2017
82397,10/06/2017,0,0,32,25,9,4.6,28.04,77.75,3.166667,23,2017
82397,11/06/2017,0,0.8,30.6,25.1,4.4,4.5,27.82,82.75,3,24,2017
82397,12/06/2017,0,18.8,31,23.6,9.3,2,26.96,78.5,0.966667,24,2017
82397,13/06/2017,0,0,31.9,24.1,9.5,4.1,27.92,74.75,2.9,24,2017
82397,14/06/2017,0,0,31.4,24.5,8.1,3.8,27.5,76.75,2.333333,24,2017
82397,15/06/2017,0,0,31.4,23.3,9.9,4.4,26.68,74,2.2,24,2017
82397,16/06/2017,0,6.2,30.4,23.5,6.2,3.9,25.74,84,2,24,2017
82397,17/06/2017,0,0,31.6,23.4,8.9,2.6,27,82,1.366667,24,2017
82397,18/06/2017,0,0,31.7,24,9.8,3.2,27.04,77.75,2.2,25,2017
82397,19/06/2017,0,11,31.2,24.2,7.5,3.7,27.28,77.5,2.4,25,2017
82397,20/06/2017,0,0,31.4,24.6,9.3,3.8,27.24,78.5,2.366667,25,2017
82397,21/06/2017,0,0,31.7,24.3,9.8,3.5,27.64,77.75,1.633333,25,2017
82397,22/06/2017,0,0,32,23.6,9.2,2.5,26.88,74.25,2.466667,25,2017
82397,23/06/2017,0,0,31.4,23.2,5,3.5,26.68,82,2.666667,25,2017
82397,24/06/2017,0,0.4,32,24,6,3.6,27.24,77,1.1,25,2017
82397,25/06/2017,0,0,33.8,24.3,9.8,3.5,28.14,70.5,3.366667,26,2017
82397,26/06/2017,0,0,31.8,24.6,7.6,5.1,27.76,73,2.733333,26,2017
82397,27/06/2017,0,0,31.4,24.6,2.9,5,27.68,76.25,1.633333,26,2017
82397,28/06/2017,0,0,32.2,25.1,7.6,4,27.86,71.75,3.766667,26,2017
82397,29/06/2017,0,3.8,30.4,23.5,5.4,4.2,26.46,82.75,1.9,26,2017
82397,30/06/2017,0,2.4,28.6,24,3.6,2.5,25.88,84.25,0.8,26,2017
82397,01/07/2017,0,0,31,24.1,4.8,1.6,25.9,89.25,2.133333,26,2017
82397,02/07/2017,0,2.4,31.3,23.7,6.1,1.8,26.68,80.5,1.533333,27,2017
82397,03/07/2017,0,14.6,31.6,22.9,8.8,3,26.7,79,2.633333,27,2017
82397,04/07/2017,0,0,32,21.8,9.8,4.1,26.28,73.25,2.2,27,2017
82397,05/07/2017,0,0,31.3,23.3,7.1,4.2,27.18,73.75,2.766667,27,2017
82397,06/07/2017,0,2.2,29.7,23.7,2.4,3.2,26.12,81.75,0.533333,27,2017
82397,07/07/2017,0,0,33.8,23.3,8,2.9,27.66,69,2.2,27,2017
82397,08/07/2017,0,0,32.3,23.6,8.4,4.2,26.94,70,1.733333,27,2017
82397,09/07/2017,0,0,32.4,24,9.9,5.1,27.46,72,3.8,28,2017
82397,10/07/2017,0,0,31.4,24.4,7.2,4.7,27.42,74.75,2.733333,28,2017
82397,11/07/2017,0,0,31.8,24.1,7.5,3.7,26.82,76.75,3.8,28,2017
82397,12/07/2017,0,0,31.6,22.4,9.2,4,26.82,72,1.9,28,2017
82397,13/07/2017,0,0,32.2,22.3,8.7,5.2,25.98,69.75,2.966667,28,2017
82397,14/07/2017,0,0,32.9,22.4,9.7,4.9,26.34,69.25,0.8,28,2017
82397,15/07/2017,0,0,31.6,23.1,5.6,5.1,26.58,71.25,2.633333,28,2017
82397,16/07/2017,0,0,32.7,23.6,8.8,5.1,27.3,69.75,2.4,29,2017
82397,17/07/2017,0,0,31.7,22.4,6,5.4,26.38,70,2.2,29,2017
82397,18/07/2017,0,0,30,23.2,0.2,5,25.8,76.75,2.6,29,2017
82397,19/07/2017,0,0,32.6,23.6,9.4,3.6,27.48,74.75,2.433333,29,2017
82397,20/07/2017,0,2.2,32.5,23.8,1.8,4.3,26.62,87.25,1.1,29,2017
82397,21/07/2017,0,52.8,27.8,22.3,1.1,5.2,24.1,92,1.966667,29,2017
82397,22/07/2017,0,3.9,30.6,22.4,9.2,1.2,26.12,81.25,2.866667,29,2017
82397,23/07/2017,0,0,30.5,23.5,8.3,3.5,26.44,77.25,1.9,30,2017
82397,24/07/2017,0,0,32.2,23.1,9.8,4.9,26.98,74,3.533333,30,2017
82397,25/07/2017,0,0,32,22.4,9.8,5.3,26.64,76,2.333333,30,2017
82397,26/07/2017,0,0,31.9,22.5,8.1,4.9,26.28,71.75,2.2,30,2017
82397,27/07/2017,0,0,31.8,21.7,9.9,4.6,26.58,68.5,3.1,30,2017
82397,28/07/2017,0,0,31.8,25.3,5.8,5,27.18,79,3.7,30,2017
82397,29/07/2017,0,0,31.8,22,9.9,4.7,26.52,71.75,2.466667,30,2017
82397,30/07/2017,0,0,31.8,21.4,9.9,5.7,26.36,69.25,4.3,31,2017
82397,31/07/2017,0,0,30.9,23.6,8.7,6.6,26.74,76.5,3.766667,31,2017
82397,01/08/2017,0,0,31.7,24.4,9.1,6.1,27.36,73.5,3.133333,31,2017
82397,02/08/2017,0,0,31.4,23.6,7.7,5.2,27,75,3.7,31,2017
82397,03/08/2017,0,0,31.9,23.2,9.8,5,26.98,70.25,3.4,31,2017
82397,04/08/2017,0,0,30,22.7,9.6,4.5,26.18,77,2.566667,31,2017
82397,05/08/2017,0,0,30.6,23.5,9.5,4,26.86,76.25,3.333333,31,2017
82397,06/08/2017,0,0,30.6,23.4,9.5,4.2,26.72,75.75,3.066667,32,2017
82397,07/08/2017,0,0,31.4,25,8.3,6.4,27.12,72.25,3.466667,32,2017
82397,08/08/2017,0,0,31.8,23.1,9.7,6,26.72,68.75,3.733333,32,2017
82397,09/08/2017,0,0,32.6,22.8,9.1,5.1,27.2,73.75,2.9,32,2017
