Semana,Ano,Data_Notificacao,Infectados_Dengue,Infectados_7
5,2014,31/01/2014,13,50
5,2014,01/02/2014,4,54
6,2014,02/02/2014,2,56
6,2014,03/02/2014,12,56
6,2014,04/02/2014,13,58
6,2014,05/02/2014,13,59
6,2014,06/02/2014,0,60
6,2014,07/02/2014,9,57
6,2014,08/02/2014,9,53
7,2014,09/02/2014,2,58
7,2014,10/02/2014,17,58
7,2014,11/02/2014,12,63
7,2014,12/02/2014,17,62
7,2014,13/02/2014,6,66
7,2014,14/02/2014,3,72
7,2014,15/02/2014,7,66
8,2014,16/02/2014,3,64
8,2014,17/02/2014,6,65
8,2014,18/02/2014,12,54
8,2014,19/02/2014,10,54
8,2014,20/02/2014,9,47
8,2014,21/02/2014,11,50
8,2014,22/02/2014,7,58
9,2014,23/02/2014,1,58
9,2014,24/02/2014,15,56
9,2014,25/02/2014,16,65
9,2014,26/02/2014,10,69
9,2014,27/02/2014,11,69
9,2014,28/02/2014,5,71
9,2014,01/03/2014,2,65
10,2014,02/03/2014,6,60
10,2014,03/03/2014,6,65
10,2014,04/03/2014,2,56
10,2014,05/03/2014,4,42
10,2014,06/03/2014,4,36
10,2014,07/03/2014,17,29
10,2014,08/03/2014,4,41
11,2014,09/03/2014,3,43
11,2014,10/03/2014,11,40
11,2014,11/03/2014,9,45
11,2014,12/03/2014,9,52
11,2014,13/03/2014,5,57
11,2014,14/03/2014,8,58
11,2014,15/03/2014,5,49
12,2014,16/03/2014,2,50
12,2014,17/03/2014,17,49
12,2014,18/03/2014,6,55
12,2014,19/03/2014,2,52
12,2014,20/03/2014,10,45
12,2014,21/03/2014,10,50
12,2014,22/03/2014,7,52
13,2014,23/03/2014,10,54
13,2014,24/03/2014,18,62
13,2014,25/03/2014,5,63
13,2014,26/03/2014,14,62
13,2014,27/03/2014,11,74
13,2014,28/03/2014,4,75
13,2014,29/03/2014,13,69
14,2014,30/03/2014,4,75
14,2014,31/03/2014,17,69
14,2014,01/04/2014,11,68
14,2014,02/04/2014,18,74
14,2014,03/04/2014,23,78
14,2014,04/04/2014,18,90
14,2014,05/04/2014,20,104
15,2014,06/04/2014,9,111
15,2014,07/04/2014,19,116
15,2014,08/04/2014,30,118
15,2014,09/04/2014,18,137
15,2014,10/04/2014,15,137
15,2014,11/04/2014,17,129
15,2014,12/04/2014,4,128
16,2014,13/04/2014,4,112
16,2014,14/04/2014,13,107
16,2014,15/04/2014,13,101
16,2014,16/04/2014,12,84
16,2014,17/04/2014,20,78
16,2014,18/04/2014,4,83
16,2014,19/04/2014,9,70
17,2014,20/04/2014,5,75
17,2014,21/04/2014,3,76
17,2014,22/04/2014,20,66
17,2014,23/04/2014,11,73
17,2014,24/04/2014,15,72
17,2014,25/04/2014,10,67
17,2014,26/04/2014,9,73
18,2014,27/04/2014,3,73
18,2014,28/04/2014,22,71
18,2014,29/04/2014,10,90
18,2014,30/04/2014,10,80
18,2014,01/05/2014,2,79
18,2014,02/05/2014,23,66
18,2014,03/05/2014,12,79
19,2014,04/05/2014,7,82
19,2014,05/05/2014,30,86
19,2014,06/05/2014,18,94
19,2014,07/05/2014,22,102
19,2014,08/05/2014,19,114
19,2014,09/05/2014,23,131
19,2014,10/05/2014,16,131
20,2014,11/05/2014,11,135
20,2014,12/05/2014,27,139
20,2014,13/05/2014,24,136
20,2014,14/05/2014,31,142
20,2014,15/05/2014,40,151
20,2014,16/05/2014,37,172
20,2014,17/05/2014,10,186
21,2014,18/05/2014,16,180
21,2014,19/05/2014,39,185
21,2014,20/05/2014,42,197
21,2014,21/05/2014,33,215
21,2014,22/05/2014,33,217
21,2014,23/05/2014,17,210
21,2014,24/05/2014,10,190
22,2014,25/05/2014,26,190
22,2014,26/05/2014,45,200
22,2014,27/05/2014,60,206
22,2014,28/05/2014,49,224
22,2014,29/05/2014,39,240
22,2014,30/05/2014,52,246
22,2014,31/05/2014,29,281
23,2014,01/06/2014,39,300
23,2014,02/06/2014,36,313
23,2014,03/06/2014,45,304
23,2014,04/06/2014,51,289
23,2014,05/06/2014,70,291
23,2014,06/06/2014,27,322
23,2014,07/06/2014,45,297
24,2014,08/06/2014,36,313
24,2014,09/06/2014,57,310
24,2014,10/06/2014,51,331
24,2014,11/06/2014,70,337
24,2014,12/06/2014,35,356
24,2014,13/06/2014,59,321
24,2014,14/06/2014,34,353
25,2014,15/06/2014,26,342
25,2014,16/06/2014,45,332
25,2014,17/06/2014,20,320
25,2014,18/06/2014,50,289
25,2014,19/06/2014,25,269
25,2014,20/06/2014,36,259
25,2014,21/06/2014,27,236
26,2014,22/06/2014,32,229
26,2014,23/06/2014,29,235
26,2014,24/06/2014,33,219
26,2014,25/06/2014,37,232
26,2014,26/06/2014,39,219
26,2014,27/06/2014,41,233
26,2014,28/06/2014,23,238
27,2014,29/06/2014,14,234
27,2014,30/06/2014,43,216
27,2014,01/07/2014,50,230
27,2014,02/07/2014,34,247
27,2014,03/07/2014,33,244
27,2014,04/07/2014,12,238
27,2014,05/07/2014,31,209
28,2014,06/07/2014,28,217
28,2014,07/07/2014,37,231
28,2014,08/07/2014,22,225
28,2014,09/07/2014,28,197
28,2014,10/07/2014,27,191
28,2014,11/07/2014,29,185
28,2014,12/07/2014,25,202
29,2014,13/07/2014,22,196
29,2014,14/07/2014,59,190
29,2014,15/07/2014,41,212
29,2014,16/07/2014,35,231
29,2014,17/07/2014,27,238
29,2014,18/07/2014,24,238
29,2014,19/07/2014,22,233
30,2014,20/07/2014,19,230
30,2014,21/07/2014,39,227
30,2014,22/07/2014,20,207
30,2014,23/07/2014,22,186
30,2014,24/07/2014,23,173
30,2014,25/07/2014,27,169
30,2014,26/07/2014,15,172
31,2014,27/07/2014,15,165
31,2014,28/07/2014,36,161
31,2014,29/07/2014,36,158
31,2014,30/07/2014,31,174
31,2014,31/07/2014,26,183
31,2014,01/08/2014,32,186
31,2014,02/08/2014,12,191
32,2014,03/08/2014,19,188
32,2014,04/08/2014,32,192
32,2014,05/08/2014,21,188
32,2014,06/08/2014,26,173
32,2014,07/08/2014,21,168
32,2014,08/08/2014,25,163
32,2014,09/08/2014,16,156
33,2014,10/08/2014,6,160
33,2014,11/08/2014,12,147
33,2014,12/08/2014,30,127
33,2014,13/08/2014,26,136
33,2014,14/08/2014,25,136
33,2014,15/08/2014,5,140
33,2014,16/08/2014,14,120
34,2014,17/08/2014,7,118
34,2014,18/08/2014,19,119
34,2014,19/08/2014,15,126
34,2014,20/08/2014,24,111
34,2014,21/08/2014,23,109
34,2014,22/08/2014,11,107
34,2014,23/08/2014,10,113
35,2014,24/08/2014,9,109
35,2014,25/08/2014,16,111
35,2014,26/08/2014,20,108
35,2014,27/08/2014,30,113
35,2014,28/08/2014,11,119
35,2014,29/08/2014,19,107
35,2014,30/08/2014,7,115
36,2014,31/08/2014,9,112
36,2014,01/09/2014,15,112
36,2014,02/09/2014,13,111
36,2014,03/09/2014,12,104
36,2014,04/09/2014,17,86
36,2014,05/09/2014,18,92
36,2014,06/09/2014,4,91
37,2014,07/09/2014,8,88
37,2014,08/09/2014,22,87
37,2014,09/09/2014,11,94
37,2014,10/09/2014,12,92
37,2014,11/09/2014,14,92
37,2014,12/09/2014,19,89
37,2014,13/09/2014,13,90
38,2014,14/09/2014,7,99
38,2014,15/09/2014,10,98
38,2014,16/09/2014,13,86
38,2014,17/09/2014,10,88
38,2014,18/09/2014,12,86
38,2014,19/09/2014,14,84
38,2014,20/09/2014,10,79
39,2014,21/09/2014,3,76
39,2014,22/09/2014,16,72
39,2014,23/09/2014,13,78
39,2014,24/09/2014,11,78
39,2014,25/09/2014,11,79
39,2014,26/09/2014,8,78
39,2014,27/09/2014,5,72
40,2014,28/09/2014,2,67
40,2014,29/09/2014,17,66
40,2014,30/09/2014,11,67
40,2014,01/10/2014,13,65
40,2014,02/10/2014,12,67
40,2014,03/10/2014,7,68
40,2014,04/10/2014,4,67
41,2014,05/10/2014,4,66
41,2014,06/10/2014,5,68
41,2014,07/10/2014,19,56
41,2014,08/10/2014,8,64
41,2014,09/10/2014,10,59
41,2014,10/10/2014,10,57
41,2014,11/10/2014,5,60
42,2014,12/10/2014,9,61
42,2014,13/10/2014,10,66
42,2014,14/10/2014,6,71
42,2014,15/10/2014,10,58
42,2014,16/10/2014,7,60
42,2014,17/10/2014,8,57
42,2014,18/10/2014,0,55
43,2014,19/10/2014,7,50
43,2014,20/10/2014,13,48
43,2014,21/10/2014,7,51
43,2014,22/10/2014,12,52
43,2014,23/10/2014,7,54
43,2014,24/10/2014,2,54
43,2014,25/10/2014,1,48
44,2014,26/10/2014,3,49
44,2014,27/10/2014,8,45
44,2014,28/10/2014,9,40
44,2014,29/10/2014,10,42
44,2014,30/10/2014,4,40
44,2014,31/10/2014,6,37
44,2014,01/11/2014,2,41
45,2014,02/11/2014,4,42
45,2014,03/11/2014,3,43
45,2014,04/11/2014,6,38
45,2014,05/11/2014,3,35
45,2014,06/11/2014,8,28
45,2014,07/11/2014,6,32
45,2014,08/11/2014,3,32
46,2014,09/11/2014,2,33
46,2014,10/11/2014,8,31
46,2014,11/11/2014,7,36
46,2014,12/11/2014,8,37
46,2014,13/11/2014,6,42
46,2014,14/11/2014,10,40
46,2014,15/11/2014,3,44
47,2014,16/11/2014,5,44
47,2014,17/11/2014,3,47
47,2014,18/11/2014,5,42
47,2014,19/11/2014,3,40
47,2014,20/11/2014,7,35
47,2014,21/11/2014,4,36
47,2014,22/11/2014,7,30
48,2014,23/11/2014,5,34
48,2014,24/11/2014,6,34
48,2014,25/11/2014,6,37
48,2014,26/11/2014,6,38
48,2014,27/11/2014,3,41
48,2014,28/11/2014,5,37
48,2014,29/11/2014,3,38
49,2014,30/11/2014,1,34
49,2014,01/12/2014,4,30
49,2014,02/12/2014,5,28
49,2014,03/12/2014,11,27
49,2014,04/12/2014,7,32
49,2014,05/12/2014,4,36
49,2014,06/12/2014,2,35
50,2014,07/12/2014,0,34
50,2014,08/12/2014,6,33
50,2014,09/12/2014,5,35
50,2014,10/12/2014,3,35
50,2014,11/12/2014,6,27
50,2014,12/12/2014,1,26
50,2014,13/12/2014,3,23
51,2014,14/12/2014,1,24
51,2014,15/12/2014,7,25
51,2014,16/12/2014,8,26
51,2014,17/12/2014,9,29
51,2014,18/12/2014,3,35
51,2014,19/12/2014,2,32
51,2014,20/12/2014,2,33
52,2014,21/12/2014,7,32
52,2014,22/12/2014,2,38
52,2014,23/12/2014,5,33
52,2014,24/12/2014,6,30
52,2014,25/12/2014,2,27
52,2014,26/12/2014,4,26
52,2014,27/12/2014,1,28
53,2014,28/12/2014,2,27
53,2014,29/12/2014,9,22
53,2014,30/12/2014,6,29
53,2014,31/12/2014,2,30
1,2015,01/01/2015,1,26
1,2015,02/01/2015,2,25
1,2015,03/01/2015,4,23
2,2015,04/01/2015,0,26
2,2015,05/01/2015,13,24
2,2015,06/01/2015,14,28
2,2015,07/01/2015,3,36
2,2015,08/01/2015,11,37
2,2015,09/01/2015,11,47
2,2015,10/01/2015,4,56
3,2015,11/01/2015,3,56
3,2015,12/01/2015,7,59
3,2015,13/01/2015,13,53
3,2015,14/01/2015,10,52
3,2015,15/01/2015,12,59
3,2015,16/01/2015,9,60
3,2015,17/01/2015,3,58
4,2015,18/01/2015,3,57
4,2015,19/01/2015,11,57
4,2015,20/01/2015,6,61
4,2015,21/01/2015,13,54
4,2015,22/01/2015,11,57
4,2015,23/01/2015,14,56
4,2015,24/01/2015,8,61
5,2015,25/01/2015,8,66
5,2015,26/01/2015,14,71
5,2015,27/01/2015,10,74
5,2015,28/01/2015,15,78
5,2015,29/01/2015,11,80
5,2015,30/01/2015,18,80
5,2015,31/01/2015,9,84
6,2015,01/02/2015,10,85
6,2015,02/02/2015,14,87
6,2015,03/02/2015,23,87
6,2015,04/02/2015,17,100
6,2015,05/02/2015,31,102
6,2015,06/02/2015,15,122
6,2015,07/02/2015,13,119
7,2015,08/02/2015,14,123
7,2015,09/02/2015,22,127
7,2015,10/02/2015,25,135
7,2015,11/02/2015,18,137
7,2015,12/02/2015,32,138
7,2015,13/02/2015,18,139
7,2015,14/02/2015,6,142
8,2015,15/02/2015,7,135
8,2015,16/02/2015,9,128
8,2015,17/02/2015,11,115
8,2015,18/02/2015,17,101
8,2015,19/02/2015,39,100
8,2015,20/02/2015,29,107
8,2015,21/02/2015,14,118
9,2015,22/02/2015,9,126
9,2015,23/02/2015,37,128
9,2015,24/02/2015,42,156
9,2015,25/02/2015,27,187
9,2015,26/02/2015,49,197
9,2015,27/02/2015,21,207
9,2015,28/02/2015,11,199
10,2015,01/03/2015,12,196
10,2015,02/03/2015,40,199
10,2015,03/03/2015,37,202
10,2015,04/03/2015,35,197
10,2015,05/03/2015,35,205
10,2015,06/03/2015,44,191
10,2015,07/03/2015,32,214
11,2015,08/03/2015,26,235
11,2015,09/03/2015,59,249
11,2015,10/03/2015,44,268
11,2015,11/03/2015,50,275
11,2015,12/03/2015,56,290
11,2015,13/03/2015,52,311
11,2015,14/03/2015,36,319
12,2015,15/03/2015,37,323
12,2015,16/03/2015,86,334
12,2015,17/03/2015,63,361
12,2015,18/03/2015,51,380
12,2015,19/03/2015,34,381
12,2015,20/03/2015,48,359
12,2015,21/03/2015,31,355
13,2015,22/03/2015,31,350
13,2015,23/03/2015,77,344
13,2015,24/03/2015,74,335
13,2015,25/03/2015,45,346
13,2015,26/03/2015,89,340
13,2015,27/03/2015,63,395
13,2015,28/03/2015,34,410
14,2015,29/03/2015,52,413
14,2015,30/03/2015,79,434
14,2015,31/03/2015,67,436
14,2015,01/04/2015,62,429
14,2015,02/04/2015,34,446
14,2015,03/04/2015,28,391
14,2015,04/04/2015,33,356
15,2015,05/04/2015,44,355
15,2015,06/04/2015,94,347
15,2015,07/04/2015,68,362
15,2015,08/04/2015,96,363
15,2015,09/04/2015,71,397
15,2015,10/04/2015,79,434
15,2015,11/04/2015,52,485
16,2015,12/04/2015,34,504
16,2015,13/04/2015,58,494
16,2015,14/04/2015,121,458
16,2015,15/04/2015,121,511
16,2015,16/04/2015,105,536
16,2015,17/04/2015,136,570
16,2015,18/04/2015,88,627
17,2015,19/04/2015,69,663
17,2015,20/04/2015,128,698
17,2015,21/04/2015,143,768
17,2015,22/04/2015,188,790
17,2015,23/04/2015,195,857
17,2015,24/04/2015,250,947
17,2015,25/04/2015,120,1061
18,2015,26/04/2015,136,1093
18,2015,27/04/2015,223,1160
18,2015,28/04/2015,301,1255
18,2015,29/04/2015,238,1413
18,2015,30/04/2015,279,1463
18,2015,01/05/2015,170,1547
18,2015,02/05/2015,152,1467
19,2015,03/05/2015,133,1499
19,2015,04/05/2015,274,1496
19,2015,05/05/2015,271,1547
19,2015,06/05/2015,311,1517
19,2015,07/05/2015,269,1590
19,2015,08/05/2015,284,1580
19,2015,09/05/2015,187,1694
20,2015,10/05/2015,200,1729
20,2015,11/05/2015,322,1796
20,2015,12/05/2015,351,1844
20,2015,13/05/2015,378,1924
20,2015,14/05/2015,418,1991
20,2015,15/05/2015,400,2140
20,2015,16/05/2015,263,2256
21,2015,17/05/2015,278,2332
21,2015,18/05/2015,451,2410
21,2015,19/05/2015,503,2539
21,2015,20/05/2015,392,2691
21,2015,21/05/2015,372,2705
21,2015,22/05/2015,356,2659
21,2015,23/05/2015,217,2615
22,2015,24/05/2015,250,2569
22,2015,25/05/2015,425,2541
22,2015,26/05/2015,336,2515
22,2015,27/05/2015,363,2348
22,2015,28/05/2015,320,2319
22,2015,29/05/2015,305,2267
22,2015,30/05/2015,199,2216
23,2015,31/05/2015,193,2198
23,2015,01/06/2015,332,2141
23,2015,02/06/2015,277,2048
23,2015,03/06/2015,239,1989
23,2015,04/06/2015,157,1865
23,2015,05/06/2015,247,1702
23,2015,06/06/2015,156,1644
24,2015,07/06/2015,175,1601
24,2015,08/06/2015,299,1583
24,2015,09/06/2015,248,1550
24,2015,10/06/2015,240,1521
24,2015,11/06/2015,215,1522
24,2015,12/06/2015,186,1580
24,2015,13/06/2015,194,1519
25,2015,14/06/2015,138,1557
25,2015,15/06/2015,254,1520
25,2015,16/06/2015,172,1475
25,2015,17/06/2015,196,1399
25,2015,18/06/2015,215,1355
25,2015,19/06/2015,205,1355
25,2015,20/06/2015,117,1374
26,2015,21/06/2015,99,1297
26,2015,22/06/2015,271,1258
26,2015,23/06/2015,237,1275
26,2015,24/06/2015,223,1340
26,2015,25/06/2015,185,1367
26,2015,26/06/2015,249,1337
26,2015,27/06/2015,117,1381
27,2015,28/06/2015,89,1381
27,2015,29/06/2015,212,1371
27,2015,30/06/2015,164,1312
27,2015,01/07/2015,102,1239
27,2015,02/07/2015,141,1118
27,2015,03/07/2015,133,1074
27,2015,04/07/2015,61,958
28,2015,05/07/2015,47,902
28,2015,06/07/2015,126,860
28,2015,07/07/2015,127,774
28,2015,08/07/2015,132,737
28,2015,09/07/2015,88,767
28,2015,10/07/2015,107,714
28,2015,11/07/2015,62,688
29,2015,12/07/2015,49,689
29,2015,13/07/2015,132,691
29,2015,14/07/2015,68,697
29,2015,15/07/2015,99,638
29,2015,16/07/2015,109,605
29,2015,17/07/2015,95,626
29,2015,18/07/2015,49,614
30,2015,19/07/2015,46,601
30,2015,20/07/2015,127,598
30,2015,21/07/2015,76,593
30,2015,22/07/2015,82,601
30,2015,23/07/2015,97,584
30,2015,24/07/2015,60,572
30,2015,25/07/2015,23,537
31,2015,26/07/2015,21,511
31,2015,27/07/2015,66,486
31,2015,28/07/2015,44,425
31,2015,29/07/2015,52,393
31,2015,30/07/2015,48,363
31,2015,31/07/2015,43,314
31,2015,01/08/2015,26,297
32,2015,02/08/2015,34,300
32,2015,03/08/2015,43,313
32,2015,04/08/2015,92,290
32,2015,05/08/2015,54,338
32,2015,06/08/2015,53,340
32,2015,07/08/2015,50,345
32,2015,08/08/2015,26,352
33,2015,09/08/2015,20,352
33,2015,10/08/2015,91,338
33,2015,11/08/2015,57,386
33,2015,12/08/2015,43,351
33,2015,13/08/2015,43,340
33,2015,14/08/2015,45,330
33,2015,15/08/2015,18,325
34,2015,16/08/2015,14,317
34,2015,17/08/2015,50,311
34,2015,18/08/2015,35,270
34,2015,19/08/2015,48,248
34,2015,20/08/2015,31,253
34,2015,21/08/2015,39,241
34,2015,22/08/2015,18,235
35,2015,23/08/2015,23,235
35,2015,24/08/2015,39,244
35,2015,25/08/2015,54,233
35,2015,26/08/2015,47,252
35,2015,27/08/2015,26,251
35,2015,28/08/2015,28,246
35,2015,29/08/2015,16,235
36,2015,30/08/2015,17,233
36,2015,31/08/2015,17,227
36,2015,01/09/2015,20,205
36,2015,02/09/2015,27,171
36,2015,03/09/2015,20,151
36,2015,04/09/2015,16,145
36,2015,05/09/2015,12,133
37,2015,06/09/2015,6,129
37,2015,07/09/2015,5,118
37,2015,08/09/2015,26,106
37,2015,09/09/2015,19,112
37,2015,10/09/2015,15,104
37,2015,11/09/2015,17,99
37,2015,12/09/2015,2,100
38,2015,13/09/2015,3,90
38,2015,14/09/2015,18,87
38,2015,15/09/2015,23,100
38,2015,16/09/2015,7,97
38,2015,17/09/2015,14,85
38,2015,18/09/2015,11,84
38,2015,19/09/2015,6,78
39,2015,20/09/2015,6,82
39,2015,21/09/2015,18,85
39,2015,22/09/2015,11,85
39,2015,23/09/2015,10,73
39,2015,24/09/2015,9,76
39,2015,25/09/2015,15,71
39,2015,26/09/2015,2,75
40,2015,27/09/2015,7,71
40,2015,28/09/2015,10,72
40,2015,29/09/2015,12,64
40,2015,30/09/2015,13,65
40,2015,01/10/2015,3,68
40,2015,02/10/2015,13,62
40,2015,03/10/2015,7,60
41,2015,04/10/2015,6,65
41,2015,05/10/2015,6,64
41,2015,06/10/2015,8,60
41,2015,07/10/2015,10,56
41,2015,08/10/2015,8,53
41,2015,09/10/2015,8,58
41,2015,10/10/2015,5,53
42,2015,11/10/2015,1,51
42,2015,12/10/2015,2,46
42,2015,13/10/2015,6,42
42,2015,14/10/2015,7,40
42,2015,15/10/2015,6,37
42,2015,16/10/2015,7,35
42,2015,17/10/2015,5,34
43,2015,18/10/2015,3,34
43,2015,19/10/2015,7,36
43,2015,20/10/2015,10,41
43,2015,21/10/2015,5,45
43,2015,22/10/2015,8,43
43,2015,23/10/2015,2,45
43,2015,24/10/2015,5,40
44,2015,25/10/2015,4,40
44,2015,26/10/2015,3,41
44,2015,27/10/2015,5,37
44,2015,28/10/2015,5,32
44,2015,29/10/2015,3,32
44,2015,30/10/2015,1,27
44,2015,31/10/2015,1,26
45,2015,01/11/2015,1,22
45,2015,02/11/2015,2,19
45,2015,03/11/2015,5,18
45,2015,04/11/2015,2,18
45,2015,05/11/2015,2,15
45,2015,06/11/2015,6,14
45,2015,07/11/2015,2,19
46,2015,08/11/2015,3,20
46,2015,09/11/2015,0,22
46,2015,10/11/2015,6,20
46,2015,11/11/2015,2,21
46,2015,12/11/2015,2,21
46,2015,13/11/2015,3,21
46,2015,14/11/2015,0,18
47,2015,15/11/2015,2,16
47,2015,16/11/2015,6,15
47,2015,17/11/2015,4,21
47,2015,18/11/2015,4,19
47,2015,19/11/2015,4,21
47,2015,20/11/2015,11,23
47,2015,21/11/2015,5,31
48,2015,22/11/2015,2,36
48,2015,23/11/2015,3,36
48,2015,24/11/2015,3,33
48,2015,25/11/2015,3,32
48,2015,26/11/2015,4,31
48,2015,27/11/2015,3,31
48,2015,28/11/2015,1,23
49,2015,29/11/2015,4,19
49,2015,30/11/2015,5,21
49,2015,01/12/2015,4,23
49,2015,02/12/2015,10,24
49,2015,03/12/2015,7,31
49,2015,04/12/2015,0,34
49,2015,05/12/2015,3,31
50,2015,06/12/2015,1,33
50,2015,07/12/2015,11,30
50,2015,08/12/2015,22,36
50,2015,09/12/2015,3,54
50,2015,10/12/2015,4,47
50,2015,11/12/2015,3,44
50,2015,12/12/2015,1,47
51,2015,13/12/2015,1,45
51,2015,14/12/2015,5,45
51,2015,15/12/2015,6,39
51,2015,16/12/2015,11,23
51,2015,17/12/2015,3,31
51,2015,18/12/2015,8,30
51,2015,19/12/2015,5,35
52,2015,20/12/2015,4,39
52,2015,21/12/2015,15,42
52,2015,22/12/2015,9,52
52,2015,23/12/2015,3,55
52,2015,24/12/2015,2,47
52,2015,25/12/2015,2,46
52,2015,26/12/2015,7,40
53,2015,27/12/2015,0,42
53,2015,28/12/2015,9,38
53,2015,29/12/2015,6,32
53,2015,30/12/2015,4,29
53,2015,31/12/2015,5,30
1,2016,01/01/2016,9,33
1,2016,02/01/2016,10,40
2,2016,03/01/2016,10,43
2,2016,04/01/2016,10,53
2,2016,05/01/2016,10,54
2,2016,06/01/2016,10,58
2,2016,07/01/2016,10,64
2,2016,08/01/2016,12,69
2,2016,09/01/2016,12,72
3,2016,10/01/2016,12,74
3,2016,11/01/2016,12,76
3,2016,12/01/2016,12,78
3,2016,13/01/2016,12,80
3,2016,14/01/2016,12,82
3,2016,15/01/2016,14,84
3,2016,16/01/2016,14,86
4,2016,17/01/2016,15,88
4,2016,18/01/2016,15,91
4,2016,19/01/2016,15,94
4,2016,20/01/2016,15,97
4,2016,21/01/2016,15,100
4,2016,22/01/2016,25,103
4,2016,23/01/2016,25,114
5,2016,24/01/2016,25,125
5,2016,25/01/2016,25,135
5,2016,26/01/2016,26,145
5,2016,27/01/2016,26,156
5,2016,28/01/2016,27,167
5,2016,29/01/2016,27,179
5,2016,30/01/2016,27,181
6,2016,31/01/2016,27,183
6,2016,01/02/2016,27,185
6,2016,02/02/2016,27,187
6,2016,03/02/2016,28,188
6,2016,04/02/2016,28,190
6,2016,05/02/2016,25,191
6,2016,06/02/2016,25,189
7,2016,07/02/2016,26,187
7,2016,08/02/2016,26,186
7,2016,09/02/2016,26,185
7,2016,10/02/2016,26,184
7,2016,11/02/2016,26,182
7,2016,12/02/2016,28,180
7,2016,13/02/2016,28,183
8,2016,14/02/2016,28,186
8,2016,15/02/2016,29,188
8,2016,16/02/2016,29,191
8,2016,17/02/2016,29,194
8,2016,18/02/2016,29,197
8,2016,19/02/2016,36,200
8,2016,20/02/2016,37,208
9,2016,21/02/2016,37,217
9,2016,22/02/2016,37,226
9,2016,23/02/2016,37,234
9,2016,24/02/2016,37,242
9,2016,25/02/2016,37,250
9,2016,26/02/2016,31,258
9,2016,27/02/2016,31,253
10,2016,28/02/2016,31,247
10,2016,29/02/2016,31,241
10,2016,01/03/2016,32,235
10,2016,02/03/2016,32,230
10,2016,03/03/2016,32,225
10,2016,04/03/2016,40,220
10,2016,05/03/2016,41,229
11,2016,06/03/2016,41,239
11,2016,07/03/2016,41,249
11,2016,08/03/2016,41,259
11,2016,09/03/2016,41,268
11,2016,10/03/2016,41,277
11,2016,11/03/2016,44,286
11,2016,12/03/2016,45,290
12,2016,13/03/2016,45,294
12,2016,14/03/2016,45,298
12,2016,15/03/2016,45,302
12,2016,16/03/2016,45,306
12,2016,17/03/2016,45,310
12,2016,18/03/2016,45,314
12,2016,19/03/2016,45,315
13,2016,20/03/2016,45,315
13,2016,21/03/2016,45,315
13,2016,22/03/2016,45,315
13,2016,23/03/2016,45,315
13,2016,24/03/2016,45,315
13,2016,25/03/2016,54,315
13,2016,26/03/2016,55,324
14,2016,27/03/2016,55,334
14,2016,28/03/2016,55,344
14,2016,29/03/2016,55,354
14,2016,30/03/2016,55,364
14,2016,31/03/2016,55,374
14,2016,01/04/2016,59,384
14,2016,02/04/2016,59,389
15,2016,03/04/2016,59,393
15,2016,04/04/2016,60,397
15,2016,05/04/2016,60,402
15,2016,06/04/2016,60,407
15,2016,07/04/2016,60,412
15,2016,08/04/2016,71,417
15,2016,09/04/2016,71,429
16,2016,10/04/2016,71,441
16,2016,11/04/2016,71,453
16,2016,12/04/2016,72,464
16,2016,13/04/2016,72,476
16,2016,14/04/2016,72,488
16,2016,15/04/2016,161,500
16,2016,16/04/2016,162,590
17,2016,17/04/2016,162,681
17,2016,18/04/2016,162,772
17,2016,19/04/2016,162,863
17,2016,20/04/2016,162,953
17,2016,21/04/2016,162,1043
17,2016,22/04/2016,199,1133
17,2016,23/04/2016,200,1171
18,2016,24/04/2016,200,1209
18,2016,25/04/2016,200,1247
18,2016,26/04/2016,200,1285
18,2016,27/04/2016,200,1323
18,2016,28/04/2016,200,1361
18,2016,29/04/2016,212,1399
18,2016,30/04/2016,213,1412
19,2016,01/05/2016,213,1425
19,2016,02/05/2016,213,1438
19,2016,03/05/2016,213,1451
19,2016,04/05/2016,213,1464
19,2016,05/05/2016,213,1477
19,2016,06/05/2016,180,1490
19,2016,07/05/2016,180,1458
20,2016,08/05/2016,181,1425
20,2016,09/05/2016,181,1393
20,2016,10/05/2016,181,1361
20,2016,11/05/2016,181,1329
20,2016,12/05/2016,181,1297
20,2016,13/05/2016,211,1265
20,2016,14/05/2016,211,1296
21,2016,15/05/2016,212,1327
21,2016,16/05/2016,212,1358
21,2016,17/05/2016,212,1389
21,2016,18/05/2016,212,1420
21,2016,19/05/2016,212,1451
21,2016,20/05/2016,178,1482
21,2016,21/05/2016,178,1449
22,2016,22/05/2016,178,1416
22,2016,23/05/2016,178,1382
22,2016,24/05/2016,179,1348
22,2016,25/05/2016,179,1315
22,2016,26/05/2016,179,1282
22,2016,27/05/2016,150,1249
22,2016,28/05/2016,151,1221
23,2016,29/05/2016,151,1194
23,2016,30/05/2016,151,1167
23,2016,31/05/2016,151,1140
23,2016,01/06/2016,151,1112
23,2016,02/06/2016,151,1084
23,2016,03/06/2016,0,1056
23,2016,04/06/2016,131,906
24,2016,05/06/2016,131,886
24,2016,06/06/2016,131,866
24,2016,07/06/2016,131,846
24,2016,08/06/2016,131,826
24,2016,09/06/2016,131,806
24,2016,10/06/2016,127,786
24,2016,11/06/2016,127,913
25,2016,12/06/2016,127,909
25,2016,13/06/2016,127,905
