semana,ano,cidade,infectados
39,2014,Caucaia,10
40,2014,Caucaia,11
41,2014,Caucaia,11
42,2014,Caucaia,5
43,2014,Caucaia,5
44,2014,Caucaia,3
45,2014,Caucaia,8
46,2014,Caucaia,8
47,2014,Caucaia,6
48,2014,Caucaia,2
49,2014,Caucaia,8
50,2014,Caucaia,14
51,2014,Caucaia,25
52,2014,Caucaia,15
1,2015,Caucaia,11
2,2015,Caucaia,14
3,2015,Caucaia,9
4,2015,Caucaia,18
5,2015,Caucaia,43
6,2015,Caucaia,21
7,2015,Caucaia,0
8,2015,Caucaia,0
9,2015,Caucaia,0
10,2015,Caucaia,0
11,2015,Caucaia,0
12,2015,Caucaia,0
13,2015,Caucaia,0
14,2015,Caucaia,0
15,2015,Caucaia,0
16,2015,Caucaia,0
17,2015,Caucaia,0
18,2015,Caucaia,0
19,2015,Caucaia,0
20,2015,Caucaia,0
21,2015,Caucaia,0
22,2015,Caucaia,0
23,2015,Caucaia,0
24,2015,Caucaia,0
25,2015,Caucaia,0
26,2015,Caucaia,0
27,2015,Caucaia,0
28,2015,Caucaia,0
29,2015,Caucaia,0
30,2015,Caucaia,0
31,2015,Caucaia,0
32,2015,Caucaia,0
33,2015,Caucaia,0
34,2015,Caucaia,0
35,2015,Caucaia,0
36,2015,Caucaia,0
37,2015,Caucaia,0
38,2015,Caucaia,0
39,2015,Caucaia,0
40,2015,Caucaia,0
41,2015,Caucaia,0
42,2015,Caucaia,0
43,2015,Caucaia,0
44,2015,Caucaia,0
45,2015,Caucaia,0
46,2015,Caucaia,0
47,2015,Caucaia,0
48,2015,Caucaia,0
49,2015,Caucaia,0
50,2015,Caucaia,0
51,2015,Caucaia,1
52,2015,Caucaia,0
1,2016,Caucaia,0
2,2016,Caucaia,0
3,2016,Caucaia,0
4,2016,Caucaia,0
5,2016,Caucaia,0
6,2016,Caucaia,0
7,2016,Caucaia,0
8,2016,Caucaia,0
9,2016,Caucaia,0
10,2016,Caucaia,0
11,2016,Caucaia,0
12,2016,Caucaia,0
13,2016,Caucaia,0
14,2016,Caucaia,0
15,2016,Caucaia,0
16,2016,Caucaia,0
17,2016,Caucaia,0
18,2016,Caucaia,0
19,2016,Caucaia,0
20,2016,Caucaia,0
21,2016,Caucaia,0
22,2016,Caucaia,0
23,2016,Caucaia,0
24,2016,Caucaia,0
25,2016,Caucaia,0
26,2016,Caucaia,0
27,2016,Caucaia,0
28,2016,Caucaia,0
29,2016,Caucaia,0
30,2016,Caucaia,0
31,2016,Caucaia,0
32,2016,Caucaia,0
33,2016,Caucaia,0
34,2016,Caucaia,0
35,2016,Caucaia,0
36,2016,Caucaia,0
37,2016,Caucaia,0
38,2016,Caucaia,0
39,2016,Caucaia,0
40,2016,Caucaia,0
41,2016,Caucaia,0
42,2016,Caucaia,0
43,2016,Caucaia,0
44,2016,Caucaia,0
45,2016,Caucaia,0
46,2016,Caucaia,0
47,2016,Caucaia,0
48,2016,Caucaia,0
49,2016,Caucaia,3
50,2016,Caucaia,1
51,2016,Caucaia,4
52,2016,Caucaia,7
1,2017,Caucaia,11
2,2017,Caucaia,5
3,2017,Caucaia,3
4,2017,Caucaia,10
