Data,Hora,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao,TempMedia,Umidade,VelVento,Semana,Ano
21/05/2014,1200,0,,22.6,,,,,,21,2014
22/05/2014,0,,31.6,,9,1.9,26.18,84.5,,21,2014
22/05/2014,1200,32.3,,22.3,,,,,,21,2014
23/05/2014,0,,31.6,,6.4,2.5,25.84,85.75,,21,2014
23/05/2014,1200,0,,20.9,,,,,,21,2014
24/05/2014,0,,33.2,,9.4,3.1,26.42,77.5,1,21,2014
24/05/2014,1200,0,,21.5,,,,,,21,2014
25/05/2014,0,,33,,10.5,4.5,26.48,75,1.333333,22,2014
25/05/2014,1200,0,,21,,,,,,22,2014
26/05/2014,0,,32.7,,10.4,2.5,26.16,75.75,0.833333,22,2014
26/05/2014,1200,0,,20.2,,,,,,22,2014
27/05/2014,0,,32,,7.1,2.2,26.32,81,0.833333,22,2014
27/05/2014,1200,0,,21.4,,,,,,22,2014
28/05/2014,0,,30.6,,5.1,1.3,25.64,90.5,0.466667,22,2014
28/05/2014,1200,0,,20.6,,,,,,22,2014
29/05/2014,0,,31.6,,2.3,0.9,26.08,86.25,0.5,22,2014
29/05/2014,1200,0.2,,22.4,,,,,,22,2014
30/05/2014,0,,32.7,,9.8,0.6,26.18,79.25,0.333333,22,2014
30/05/2014,1200,5.7,,21.2,,,,,,22,2014
31/05/2014,0,,33,,9.9,1.3,25.2,80.5,0.166667,22,2014
31/05/2014,1200,0,,19.9,,,,,,22,2014
01/06/2014,0,,32.6,,10,1.4,25.52,80.5,0.433333,23,2014
01/06/2014,1200,0,,18.4,,,,,,23,2014
02/06/2014,0,,33,,10,1.7,26.62,74.75,0.833333,23,2014
02/06/2014,1200,0,,20.7,,,,,,23,2014
03/06/2014,0,,33.8,,10.1,1.8,26.72,76.75,0.466667,23,2014
03/06/2014,1200,0,,20.4,,,,,,23,2014
04/06/2014,0,,34,,9.3,2.3,27.4,69.5,1.333333,23,2014
04/06/2014,1200,0,,21.6,,,,,,23,2014
05/06/2014,0,,34,,10.3,6.7,27.14,73.75,0.733333,23,2014
05/06/2014,1200,0,,22.2,,,,,,23,2014
06/06/2014,0,,31.7,,5.6,7.7,26.02,78.75,1,23,2014
06/06/2014,1200,0,,20.6,,,,,,23,2014
07/06/2014,0,,33.2,,7.9,4.5,26.52,74.75,0.666667,23,2014
07/06/2014,1200,0.6,,22.4,,,,,,23,2014
08/06/2014,0,,34,,8.5,4.6,26.52,67.25,1.333333,24,2014
08/06/2014,1200,0,,21.4,,,,,,24,2014
09/06/2014,0,,34.8,,10.3,7.8,26.66,74.5,0.566667,24,2014
09/06/2014,1200,0,,19.4,,,,,,24,2014
10/06/2014,0,,35,,10.3,8.1,27.46,68.75,0.833333,24,2014
10/06/2014,1200,0,,20.3,,,,,,24,2014
11/06/2014,0,,32.6,,7.5,7.8,25.02,76.25,0.466667,24,2014
11/06/2014,1200,2.4,,21.5,,,,,,24,2014
12/06/2014,0,,33.4,,8,1,25.82,73.5,0.833333,24,2014
12/06/2014,1200,0,,19.9,,,,,,24,2014
13/06/2014,0,,34.8,,8.7,5.7,27.46,68.75,0.666667,24,2014
13/06/2014,1200,0,,20.9,,,,,,24,2014
14/06/2014,0,,33.4,,7.2,7.7,27.1,71,0.466667,24,2014
14/06/2014,1200,0,,21.6,,,,,,24,2014
15/06/2014,0,,33.6,,6.7,8.8,26.54,77.75,0.333333,25,2014
15/06/2014,1200,0,,20.9,,,,,,25,2014
16/06/2014,0,,34,,9.3,6.2,27.56,69.5,1,25,2014
16/06/2014,1200,0,,21.8,,,,,,25,2014
17/06/2014,0,,33.3,,5.1,9.8,26.8,73,0.833333,25,2014
17/06/2014,1200,0,,21.8,,,,,,25,2014
18/06/2014,0,,34.7,,8.9,10,27.32,66.25,0.733333,25,2014
18/06/2014,1200,0,,20.3,,,,,,25,2014
19/06/2014,0,,35,,6.7,9.4,27.16,69.75,0.833333,25,2014
19/06/2014,1200,0,,20.1,,,,,,25,2014
20/06/2014,0,,33.4,,5.7,10.2,26.96,75,1.666667,25,2014
20/06/2014,1200,0,,21,,,,,,25,2014
21/06/2014,0,,33.7,,3.3,10.7,27.5,66.5,1.5,25,2014
21/06/2014,1200,0,,22,,,,,,25,2014
22/06/2014,0,,35.4,,10.2,12.7,26.68,64.5,1.666667,26,2014
22/06/2014,1200,0,,19,,,,,,26,2014
23/06/2014,0,,36,,8.9,12.6,28.26,55.75,1.1,26,2014
23/06/2014,1200,0,,19.2,,,,,,26,2014
24/06/2014,0,,36,,10.4,16.9,28,62,1.5,26,2014
24/06/2014,1200,0,,22,,,,,,26,2014
25/06/2014,0,,32.8,,4.7,13.6,27.28,67.25,0.633333,26,2014
25/06/2014,1200,0,,22.8,,,,,,26,2014
26/06/2014,0,,34.2,,4,10.5,27.44,64.5,1,26,2014
26/06/2014,1200,0,,21.2,,,,,,26,2014
27/06/2014,0,,30.4,,3.6,11,24.96,82,1.666667,26,2014
27/06/2014,1200,0.3,,20.9,,,,,,26,2014
28/06/2014,0,,34.8,,10,3.5,26.98,64,1.833333,26,2014
28/06/2014,1200,6.7,,20.4,,,,,,26,2014
29/06/2014,0,,35.4,,10.1,11.5,26.88,66,0.8,27,2014
29/06/2014,1200,0,,19.1,,,,,,27,2014
30/06/2014,0,,35.4,,9.2,12.5,27.22,66,0.833333,27,2014
30/06/2014,1200,0,,20.3,,,,,,27,2014
01/07/2014,0,,35.9,,9.8,11.4,27.4,,1.75,27,2014
01/07/2014,1200,0,,20.9,,,,,,27,2014
02/07/2014,0,,35.7,,8.6,11.7,27.1,78,1.25,27,2014
02/07/2014,1200,0,,19.8,,,,,,27,2014
03/07/2014,0,,34.6,,7.4,10.1,27.44,71,1.25,27,2014
03/07/2014,1200,0,,21.6,,,,,,27,2014
04/07/2014,0,,35.1,,6.7,12.5,27.1,,1.25,27,2014
04/07/2014,1200,0,,19.3,,,,,,27,2014
05/07/2014,0,,36.3,,10.4,14.7,27.4,,1,27,2014
05/07/2014,1200,0,,18.2,,,,,,27,2014
06/07/2014,0,,36.1,,10.8,14.1,27.68,,0.75,28,2014
06/07/2014,1200,0,,19.8,,,,,,28,2014
07/07/2014,0,,35.4,,8.4,14.7,28.48,,1,28,2014
07/07/2014,1200,0,,22.7,,,,,,28,2014
08/07/2014,0,,35.6,,9.7,18,27.68,72,1.25,28,2014
08/07/2014,1200,0,,20.4,,,,,,28,2014
09/07/2014,0,,35.3,,3.7,,27.78,74,1.15,28,2014
09/07/2014,1200,0,,22.6,,,,,,28,2014
10/07/2014,0,,35.2,,7.9,11.7,27.78,69,1.5,28,2014
10/07/2014,1200,0,,21.9,,,,,,28,2014
11/07/2014,0,,35.8,,10.3,14.4,27.46,68,0.4,28,2014
11/07/2014,1200,0,,19.7,,,,,,28,2014
12/07/2014,0,,34.4,,6.4,15,27.52,74,1.75,28,2014
12/07/2014,1200,0,,22.2,,,,,,28,2014
13/07/2014,0,,35.4,,9.8,10,27.86,69,2,29,2014
13/07/2014,1200,0,,21,,,,,,29,2014
14/07/2014,0,,35.6,,10.5,14,28.22,62,1.75,29,2014
14/07/2014,1200,0,,21,,,,,,29,2014
15/07/2014,0,,36.3,,10.3,16,28.36,64,1.5,29,2014
15/07/2014,1200,0,,23,,,,,,29,2014
16/07/2014,0,,35.7,,10.7,15.3,27.3,69,1.25,29,2014
16/07/2014,1200,0,,19.9,,,,,,29,2014
17/07/2014,0,,35.6,,10.7,12.4,27.24,64,1.25,29,2014
17/07/2014,1200,0,,18.8,,,,,,29,2014
18/07/2014,0,,34.7,,10.5,16.5,27.04,72,0.9,29,2014
18/07/2014,1200,0,,20.2,,,,,,29,2014
19/07/2014,0,,35.7,,10.2,12.5,27.08,69,1.5,29,2014
19/07/2014,1200,0,,18.4,,,,,,29,2014
20/07/2014,0,,36.3,,10.6,12.5,27.42,71,1.55,30,2014
20/07/2014,1200,0,,19.7,,,,,,30,2014
21/07/2014,0,,35.4,,10.8,14.2,27.36,66,1,30,2014
21/07/2014,1200,0,,19.5,,,,,,30,2014
22/07/2014,0,,33.2,,2.6,13.9,26.8,70,1.25,30,2014
22/07/2014,1200,0,,19.1,,,,,,30,2014
23/07/2014,0,,35.3,,8.5,9.6,28.02,63,1,30,2014
23/07/2014,1200,0,,20.9,,,,,,30,2014
24/07/2014,0,,34.7,,10.8,13.6,27.44,67,1.1,30,2014
24/07/2014,1200,0,,20.5,,,,,,30,2014
25/07/2014,0,,35.4,,10.9,14.7,27.22,62,1.25,30,2014
25/07/2014,1200,0,,19.1,,,,,,30,2014
26/07/2014,0,,35.5,,8.9,13.4,27.78,63,1.1,30,2014
26/07/2014,1200,0,,19.1,,,,,,30,2014
27/07/2014,0,,36.4,,11,12.6,27.98,60,3,31,2014
27/07/2014,1200,0,,20.9,,,,,,31,2014
28/07/2014,0,,36.4,,10.8,14,27.14,69,1.5,31,2014
28/07/2014,1200,0,,17,,,,,,31,2014
29/07/2014,0,,36,,8.6,13.2,28.36,71,0.5,31,2014
29/07/2014,1200,0,,21.7,,,,,,31,2014
30/07/2014,0,,35.4,,10.7,11.5,27.24,,1.4,31,2014
30/07/2014,1200,0,,18.7,,,,,,31,2014
31/07/2014,0,,36,,8.8,2,28.16,59.25,1.833333,31,2014
31/07/2014,1200,0,,23.8,,,,,,31,2014
01/08/2014,0,,36.4,,10.2,10.6,27.28,59,1.333333,31,2014
01/08/2014,1200,0,,18.1,,,,,,31,2014
02/08/2014,0,,37,,10.5,10.3,28.4,55,1,31,2014
02/08/2014,1200,0,,20.9,,,,,,31,2014
03/08/2014,0,,36.8,,10.6,9.1,27.88,55.25,2.833333,32,2014
03/08/2014,1200,0,,20,,,,,,32,2014
04/08/2014,0,,34.6,,7.5,13.8,27.2,68.75,1.166667,32,2014
04/08/2014,1200,0,,20,,,,,,32,2014
05/08/2014,0,,36.6,,10.8,9.5,27.38,61.25,1.4,32,2014
05/08/2014,1200,0,,19.8,,,,,,32,2014
06/08/2014,0,,35.9,,8.4,13.6,27.48,61.75,1.5,32,2014
06/08/2014,1200,0,,20.5,,,,,,32,2014
07/08/2014,0,,36.4,,8.3,12.2,27.32,60.5,2.9,32,2014
07/08/2014,1200,0,,19.4,,,,,,32,2014
08/08/2014,0,,36.4,,9.5,13.2,27.92,67.25,2.166667,32,2014
08/08/2014,1200,0,,20.4,,,,,,32,2014
09/08/2014,0,,36,,9.2,12.6,27.68,62.5,1,32,2014
09/08/2014,1200,0,,22,,,,,,32,2014
10/08/2014,0,,35.8,,9.5,13.5,27.88,54.5,3.5,33,2014
10/08/2014,1200,0,,19.6,,,,,,33,2014
11/08/2014,0,,35.3,,5,12.3,27.96,61.25,1.666667,33,2014
11/08/2014,1200,0,,21.4,,,,,,33,2014
12/08/2014,0,,36.8,,10.8,11.7,28.18,50,1.833333,33,2014
12/08/2014,1200,0,,20.9,,,,,,33,2014
13/08/2014,0,,36.7,,10.9,14.1,27.32,59.25,1.033333,33,2014
13/08/2014,1200,0,,19.1,,,,,,33,2014
14/08/2014,0,,36.4,,9.8,13.3,28,57.25,1.5,33,2014
14/08/2014,1200,0,,19.6,,,,,,33,2014
15/08/2014,0,,36.6,,9.9,11.5,27.9,57.75,1.666667,33,2014
15/08/2014,1200,0,,20,,,,,,33,2014
16/08/2014,0,,36.6,,11.2,13.7,27.72,53.75,1.166667,33,2014
16/08/2014,1200,0,,17.9,,,,,,33,2014
17/08/2014,0,,35.8,,9.1,14.8,27.26,59,1.333333,34,2014
17/08/2014,1200,0,,19.2,,,,,,34,2014
18/08/2014,0,,36.7,,9.7,12.5,28.34,54.25,2,34,2014
18/08/2014,1200,0,,20,,,,,,34,2014
19/08/2014,0,,37.4,,9.3,12,28.06,54.75,0.966667,34,2014
19/08/2014,1200,0,,19.7,,,,,,34,2014
20/08/2014,0,,36.1,,10.9,13.7,28.1,55.5,1.666667,34,2014
20/08/2014,1200,0,,21.6,,,,,,34,2014
21/08/2014,0,,36.4,,10.4,14.3,27.68,61,1.233333,34,2014
21/08/2014,1200,0,,19.8,,,,,,34,2014
22/08/2014,0,,36.3,,10.4,0,28.26,58.5,2,34,2014
22/08/2014,1200,0,,21.8,,,,,,34,2014
23/08/2014,0,,36.8,,10.2,12,28,59.5,1.833333,34,2014
23/08/2014,1200,0,,20.8,,,,,,34,2014
24/08/2014,0,,36.6,,10,14.1,28.88,54,2,35,2014
24/08/2014,1200,0,,23.6,,,,,,35,2014
25/08/2014,0,,35.9,,10,14.1,27.3,60.25,1.833333,35,2014
25/08/2014,1200,0,,17.7,,,,,,35,2014
26/08/2014,0,,35.7,,10.5,14.9,28.38,53.5,2.666667,35,2014
26/08/2014,1200,0,,23,,,,,,35,2014
27/08/2014,0,,33.6,,6.8,13.8,27,63.25,3.166667,35,2014
27/08/2014,1200,0,,20.2,,,,,,35,2014
28/08/2014,0,,37,,7.2,11.7,28.32,61,1.5,35,2014
28/08/2014,1200,0,,21,,,,,,35,2014
29/08/2014,0,,37,,8.8,12.8,28.5,57.25,0.833333,35,2014
29/08/2014,1200,0,,22.7,,,,,,35,2014
30/08/2014,0,,36.7,,8.1,14.2,28.66,62.25,2.166667,35,2014
30/08/2014,1200,0,,23.4,,,,,,35,2014
31/08/2014,0,,36.3,,6.3,12.6,27.52,59.25,2.166667,36,2014
31/08/2014,1200,0,,22.2,,,,,,36,2014
01/09/2014,0,,36.3,,10.5,13.3,27.5,58.5,1.5,36,2014
01/09/2014,1200,0,,21,,,,,,36,2014
02/09/2014,0,,37.2,,9.5,13.5,27.78,58.25,1,36,2014
02/09/2014,1200,0,,19.7,,,,,,36,2014
03/09/2014,0,,37.3,,9.7,13.4,28.12,59,1.833333,36,2014
03/09/2014,1200,0,,22.3,,,,,,36,2014
04/09/2014,0,,36.8,,10,11.3,28.3,58.5,1.4,36,2014
04/09/2014,1200,0,,23.6,,,,,,36,2014
05/09/2014,0,,36.6,,8.6,12.5,28.8,56.75,2.666667,36,2014
05/09/2014,1200,0,,24,,,,,,36,2014
06/09/2014,0,,35.1,,6.7,12,28.46,55.75,3.166667,36,2014
06/09/2014,1200,0,,22,,,,,,36,2014
07/09/2014,0,,36.7,,8.8,11.8,28.3,58,2,37,2014
07/09/2014,1200,0,,23,,,,,,37,2014
08/09/2014,0,,36.2,,10,12.5,28.58,57.75,2.166667,37,2014
08/09/2014,1200,0,,22.6,,,,,,37,2014
09/09/2014,0,,34.7,,4.4,13,28.42,49.75,1.666667,37,2014
09/09/2014,1200,0,,22,,,,,,37,2014
10/09/2014,0,,37.3,,9.6,10,28.68,57.25,2.333333,37,2014
10/09/2014,1200,0,,22.1,,,,,,37,2014
11/09/2014,0,,38,,10.7,14.3,28.92,53.25,1.5,37,2014
11/09/2014,1200,0,,22,,,,,,37,2014
12/09/2014,0,,36.8,,9.4,15.5,28.46,55,2.833333,37,2014
12/09/2014,1200,0,,23.7,,,,,,37,2014
13/09/2014,0,,36.3,,9.6,13.4,28.62,58,1.833333,37,2014
13/09/2014,1200,0,,23.7,,,,,,37,2014
14/09/2014,0,,37.5,,10.6,12.6,29.24,55.25,2.166667,38,2014
14/09/2014,1200,0,,23.9,,,,,,38,2014
15/09/2014,0,,37.2,,10.9,13.4,28.68,57,3.333333,38,2014
15/09/2014,1200,0,,24.4,,,,,,38,2014
16/09/2014,0,,36.3,,8.2,12.8,27.88,61.5,2,38,2014
16/09/2014,1200,0,,21.9,,,,,,38,2014
17/09/2014,0,,35.8,,9.2,11.6,27.92,62,2.166667,38,2014
17/09/2014,1200,0,,22,,,,,,38,2014
18/09/2014,0,,36.6,,9,12.2,28.12,62.25,1.833333,38,2014
18/09/2014,1200,0,,22.9,,,,,,38,2014
19/09/2014,0,,36.4,,9,12.4,27.8,60,3.166667,38,2014
19/09/2014,1200,0,,22,,,,,,38,2014
20/09/2014,0,,36.8,,9.2,13.5,27.92,54.25,2.166667,38,2014
20/09/2014,1200,0,,21.8,,,,,,38,2014
21/09/2014,0,,37.3,,10.1,13.6,28.1,57,1.5,39,2014
21/09/2014,1200,0,,20,,,,,,39,2014
22/09/2014,0,,38.2,,10.1,12.5,28.52,55.25,0.733333,39,2014
22/09/2014,1200,0,,22.1,,,,,,39,2014
23/09/2014,0,,37.4,,9.7,13.1,28.36,60.5,2.833333,39,2014
23/09/2014,1200,0,,23.2,,,,,,39,2014
24/09/2014,0,,36.7,,8.9,14.1,28.78,50.75,1.166667,39,2014
24/09/2014,1200,0,,23.1,,,,,,39,2014
25/09/2014,0,,36.7,,9.3,13.4,27.94,56.25,1.5,39,2014
25/09/2014,1200,0,,21.2,,,,,,39,2014
26/09/2014,0,,37.6,,10.3,12.9,28.88,50.25,2.833333,39,2014
26/09/2014,1200,0,,24,,,,,,39,2014
27/09/2014,0,,36.9,,10.8,15.2,28.1,48.25,1.833333,39,2014
27/09/2014,1200,0,,20.8,,,,,,39,2014
28/09/2014,0,,36.6,,6.7,17,28.6,55.25,1.833333,40,2014
28/09/2014,1200,0,,25.3,,,,,,40,2014
29/09/2014,0,,37.5,,9.2,12.6,28.8,53,2.333333,40,2014
29/09/2014,1200,0,,22.5,,,,,,40,2014
30/09/2014,0,,37.4,,10.4,14.8,28.6,55,1.066667,40,2014
30/09/2014,1200,0,,21.6,,,,,,40,2014
01/10/2014,0,,37,,8.7,13.2,28.78,60.5,1.666667,40,2014
01/10/2014,1200,0,,24.1,,,,,,40,2014
02/10/2014,0,,36,,4.1,11,28.58,63,1.666667,40,2014
02/10/2014,1200,0,,25.3,,,,,,40,2014
03/10/2014,0,,36.9,,9.5,10.5,28.46,60.75,3.833333,40,2014
03/10/2014,1200,0,,22.6,,,,,,40,2014
04/10/2014,0,,37,,9.6,13.1,29,61.5,3.666667,40,2014
04/10/2014,1200,0,,24,,,,,,40,2014
05/10/2014,0,,37.3,,10,12.5,29.22,55,1.5,41,2014
05/10/2014,1200,0,,23.8,,,,,,41,2014
06/10/2014,0,,36.4,,9.8,13.4,28.78,51.5,1.166667,41,2014
06/10/2014,1200,0,,23.5,,,,,,41,2014
07/10/2014,0,,36.2,,9.1,13.1,28.4,62,1.5,41,2014
07/10/2014,1200,0,,23,,,,,,41,2014
08/10/2014,0,,36.7,,7.8,12.1,28.48,57.25,2,41,2014
08/10/2014,1200,0,,23.1,,,,,,41,2014
09/10/2014,0,,37.6,,10.9,12.6,29,54,2.333333,41,2014
09/10/2014,1200,0,,23,,,,,,41,2014
10/10/2014,0,,37.9,,10.9,15.7,29.52,51,1.333333,41,2014
10/10/2014,1200,0,,23.7,,,,,,41,2014
11/10/2014,0,,38,,10.6,14.3,29.98,51,2,41,2014
11/10/2014,1200,0,,25,,,,,,41,2014
12/10/2014,0,,38.4,,10.5,15.4,29.92,45,2,42,2014
12/10/2014,1200,0,,24.6,,,,,,42,2014
13/10/2014,0,,37.6,,11,15.4,29.4,56.5,2.666667,42,2014
13/10/2014,1200,0,,25,,,,,,42,2014
14/10/2014,0,,38,,10.5,16,28.78,50.25,1.166667,42,2014
14/10/2014,1200,0,,21.6,,,,,,42,2014
15/10/2014,0,,37.9,,10.4,14,28.66,59.25,1.333333,42,2014
15/10/2014,1200,0,,22.6,,,,,,42,2014
16/10/2014,0,,38.7,,9.1,14,28.82,57.75,2.333333,42,2014
16/10/2014,1200,0,,21.6,,,,,,42,2014
17/10/2014,0,,37.9,,10.5,15.4,29.6,59.5,2.666667,42,2014
17/10/2014,1200,0,,23.1,,,,,,42,2014
18/10/2014,0,,37.3,,10.4,13.5,28.96,55.75,1.666667,42,2014
18/10/2014,1200,0,,22.1,,,,,,42,2014
19/10/2014,0,,38,,11,13.7,29.2,58.75,1.666667,43,2014
19/10/2014,1200,0,,22,,,,,,43,2014
20/10/2014,0,,38.2,,10.4,14,28.6,57.25,1.666667,43,2014
20/10/2014,1200,0,,22.6,,,,,,43,2014
21/10/2014,0,,37,,10.5,12.7,28.08,60.5,1.5,43,2014
21/10/2014,1200,0,,22,,,,,,43,2014
22/10/2014,0,,36.8,,10.2,12,28.36,53.5,1.833333,43,2014
22/10/2014,1200,0,,21.9,,,,,,43,2014
23/10/2014,0,,36.6,,7.3,12.8,27.64,62.75,1.666667,43,2014
23/10/2014,1200,0,,21.6,,,,,,43,2014
24/10/2014,0,,37.1,,9.7,11.2,29,56.25,0.9,43,2014
24/10/2014,1200,0,,25,,,,,,43,2014
25/10/2014,0,,36.4,,10.9,12,28.42,49,1.233333,43,2014
25/10/2014,1200,0,,22.3,,,,,,43,2014
26/10/2014,0,,36.6,,10.8,16.5,28.66,46.75,2.5,44,2014
26/10/2014,1200,0,,22.9,,,,,,44,2014
27/10/2014,0,,37.6,,11.1,14.5,28.56,46,1.333333,44,2014
27/10/2014,1200,0,,20.3,,,,,,44,2014
28/10/2014,0,,36.6,,8.7,16.3,28.6,55.75,1.5,44,2014
28/10/2014,1200,0,,22.4,,,,,,44,2014
29/10/2014,0,,37.3,,8.4,13.4,28.82,53.5,1.833333,44,2014
29/10/2014,1200,0,,23,,,,,,44,2014
30/10/2014,0,,37.1,,10,14.7,28.4,48.25,2.666667,44,2014
30/10/2014,1200,0,,21.9,,,,,,44,2014
31/10/2014,0,,37,,10.9,15.3,28.16,48,3,44,2014
31/10/2014,1200,0,,21,,,,,,44,2014
01/11/2014,0,,38,,10.1,15.4,28.56,49,1.833333,44,2014
01/11/2014,1200,0,,21.2,,,,,,44,2014
02/11/2014,0,,38,,9.9,13.4,28.68,54.25,1.833333,45,2014
02/11/2014,1200,0,,22,,,,,,45,2014
03/11/2014,0,,35.4,,3.3,12,28.46,59,1.666667,45,2014
03/11/2014,1200,0,,25.1,,,,,,45,2014
04/11/2014,0,,35.6,,7.2,10.4,28.18,57,2.833333,45,2014
04/11/2014,1200,0,,22.9,,,,,,45,2014
05/11/2014,0,,36.6,,8.6,10.7,28.74,52.25,1,45,2014
05/11/2014,1200,0,,23.4,,,,,,45,2014
06/11/2014,0,,37.2,,9.6,12.8,28.04,56,2,45,2014
06/11/2014,1200,0,,21.4,,,,,,45,2014
07/11/2014,0,,38.1,,10.8,12.4,28.96,56.25,2.166667,45,2014
07/11/2014,1200,0,,24.1,,,,,,45,2014
08/11/2014,0,,35.4,,5.4,12.4,28.12,58,1.233333,45,2014
08/11/2014,1200,0,,24.5,,,,,,45,2014
09/11/2014,0,,37.4,,9.9,11.8,28.28,55.5,1.333333,46,2014
09/11/2014,1200,0,,22.1,,,,,,46,2014
10/11/2014,0,,38.2,,10.7,13.3,28.28,49.5,2.666667,46,2014
10/11/2014,1200,0,,21,,,,,,46,2014
11/11/2014,0,,34.7,,4.6,12.9,27.94,60.75,1.833333,46,2014
11/11/2014,1200,0,,23.8,,,,,,46,2014
12/11/2014,0,,35.9,,5.4,8.2,27.98,57.25,1.666667,46,2014
12/11/2014,1200,0,,24,,,,,,46,2014
13/11/2014,0,,36,,8.1,10.7,28.1,52.75,2,46,2014
13/11/2014,1200,0,,22.7,,,,,,46,2014
14/11/2014,0,,37.6,,,12.1,28.08,48,2.833333,46,2014
14/11/2014,1200,0,,20.8,,,,,,46,2014
15/11/2014,0,,38.6,,9.9,13,28.88,46.5,3.5,46,2014
15/11/2014,1200,0,,20.8,,,,,,46,2014
16/11/2014,0,,36.9,,10.3,13.1,28.34,57.25,1.833333,47,2014
16/11/2014,1200,0,,22,,,,,,47,2014
17/11/2014,0,,31.7,,6.3,11.5,27.5,64.75,2.666667,47,2014
17/11/2014,1200,0,,24,,,,,,47,2014
18/11/2014,0,,34.7,,2.3,9.9,28.06,65,1.166667,47,2014
18/11/2014,1200,0,,25,,,,,,47,2014
19/11/2014,0,,37,,7.2,6.2,28.9,58.75,2.166667,47,2014
19/11/2014,1200,3.6,,25.5,,,,,,47,2014
20/11/2014,0,,36.4,,8.8,10.4,28.96,53.5,2.5,47,2014
20/11/2014,1200,0,,25,,,,,,47,2014
21/11/2014,0,,36.8,,9,11.4,29.28,47,3.333333,47,2014
21/11/2014,1200,0,,24.6,,,,,,47,2014
22/11/2014,0,,37.3,,10.9,13.5,28.96,50.25,2,47,2014
22/11/2014,1200,0,,23.7,,,,,,47,2014
23/11/2014,0,,36.6,,10.2,15,28.02,54,1.833333,48,2014
23/11/2014,1200,0,,22.4,,,,,,48,2014
24/11/2014,0,,37.9,,11,13,28.34,50.75,2.833333,48,2014
24/11/2014,1200,0,,20,,,,,,48,2014
25/11/2014,0,,37.6,,8.8,12.5,28.46,58.75,1.666667,48,2014
25/11/2014,1200,0,,22.4,,,,,,48,2014
26/11/2014,0,,35.5,,7.9,12,28.74,50,2.333333,48,2014
26/11/2014,1200,0,,25.2,,,,,,48,2014
27/11/2014,0,,36,,11.1,11.5,28.18,55.75,1.833333,48,2014
27/11/2014,1200,0,,21.7,,,,,,48,2014
28/11/2014,0,,37,,8.7,12,28.6,47,2.5,48,2014
28/11/2014,1200,0,,21,,,,,,48,2014
29/11/2014,0,,37.5,,11.1,12.4,28.78,53.75,1.833333,48,2014
29/11/2014,1200,0,,22,,,,,,48,2014
30/11/2014,0,,36.9,,11,12.6,28.84,46,1.833333,49,2014
30/11/2014,1200,0,,21.9,,,,,,49,2014
01/12/2014,0,,37.7,,10.1,13.4,29.04,58,2.75,49,2014
01/12/2014,1200,0,,21.7,,,,,,49,2014
02/12/2014,0,,37.1,,10.1,2.3,28.94,59,1.75,49,2014
02/12/2014,1200,0,,22,,,,,,49,2014
03/12/2014,0,,37.9,,10.6,14.6,29.32,59,1.5,49,2014
03/12/2014,1200,0,,22.5,,,,,,49,2014
04/12/2014,0,,35,,5.3,12.5,28.6,63,2,49,2014
04/12/2014,1200,0,,24.8,,,,,,49,2014
05/12/2014,0,,35,,6.1,10.4,27.86,65,1.5,49,2014
05/12/2014,1200,0,,23.1,,,,,,49,2014
06/12/2014,0,,36.6,,8.7,8.6,27.9,49,2.25,49,2014
06/12/2014,1200,0,,21.9,,,,,,49,2014
07/12/2014,0,,37.1,,9,10.2,28.74,60,2.75,50,2014
07/12/2014,1200,0,,22,,,,,,50,2014
08/12/2014,0,,36.8,,7.9,13,28.7,65,2.5,50,2014
08/12/2014,1200,0,,23,,,,,,50,2014
09/12/2014,0,,36.1,,6.9,11.3,28.94,64,2.75,50,2014
09/12/2014,1200,0,,25.3,,,,,,50,2014
10/12/2014,0,,36.3,,8.5,13,28.4,63,1.25,50,2014
10/12/2014,1200,0,,23.1,,,,,,50,2014
11/12/2014,0,,36.1,,9.2,12,28.62,59,1.75,50,2014
11/12/2014,1200,0,,21.8,,,,,,50,2014
12/12/2014,0,,35.8,,7.9,12,28.56,58,2.25,50,2014
12/12/2014,1200,0,,22.1,,,,,,50,2014
13/12/2014,0,,35.5,,3.8,13,28.36,66,2.5,50,2014
13/12/2014,1200,0,,24.1,,,,,,50,2014
14/12/2014,0,,35.3,,8.3,10,28.6,65,1.75,51,2014
14/12/2014,1200,0,,25.1,,,,,,51,2014
15/12/2014,0,,36.4,,9.6,9.6,28.72,59,1,51,2014
15/12/2014,1200,0,,22,,,,,,51,2014
16/12/2014,0,,36.4,,7.4,11.4,28.14,62,2,51,2014
16/12/2014,1200,0,,22,,,,,,51,2014
17/12/2014,0,,37.1,,7.9,10.5,28.78,64,1.25,51,2014
17/12/2014,1200,0,,24,,,,,,51,2014
18/12/2014,0,,36,,8.7,11.1,28.42,62,1.75,51,2014
18/12/2014,1200,0,,22.1,,,,,,51,2014
19/12/2014,0,,36.4,,5,11.7,28.34,,1,51,2014
19/12/2014,1200,0,,22.3,,,,,,51,2014
20/12/2014,0,,37,,9.2,11.1,28.68,60,2.75,51,2014
20/12/2014,1200,0,,22.4,,,,,,51,2014
21/12/2014,0,,37.3,,10.7,13,29.18,56,2.75,52,2014
21/12/2014,1200,0,,22.3,,,,,,52,2014
